cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,mean,observed,FSlin,ROPE,0.07,True,False,True,LT,-3.649,0.18,-0.44,0.228
0.3,20,mean,observed,FSlin,ROPE,0.07,True,False,True,ID,-6.778,0.24,-0.85,0.262
0.3,20,mean,observed,FSlin,ROPE,0.07,True,False,True,LS,-3.907,0.186,-0.541,0.236
