cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,30,closest,observed,FSlin,ROPE,0.07,False,True,True,LT,-3.002,0.174,-0.803,0.25
0.2,30,closest,observed,FSlin,ROPE,0.07,False,True,True,ID,-4.752,0.212,-0.921,0.266
0.2,30,closest,observed,FSlin,ROPE,0.07,False,True,True,LS,-2.245,0.157,-0.692,0.24
