,cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0,0.3,20,FSlin,Gauss-Newton,0.2,False,False,False,LT,-15.651,0.206,0.586,0.122
1,0.3,20,FSlin,Gauss-Newton,0.2,False,False,False,ID,-12.818,0.189,0.71,0.102
2,0.3,20,FSlin,Gauss-Newton,0.2,False,False,False,LS,-15.348,0.204,0.603,0.119
0,0.3,20,FSlin,ROPE,0.01,True,True,True,LT,-15.157,0.202,-0.365,0.23
1,0.3,20,FSlin,ROPE,0.01,True,True,True,ID,-13.526,0.196,-0.373,0.226
2,0.3,20,FSlin,ROPE,0.01,True,True,True,LS,-14.325,0.196,-0.318,0.226
0,0.3,20,FSlin,ROPE,0.01,True,True,False,LT,-0.804,0.069,-0.173,0.215
1,0.3,20,FSlin,ROPE,0.01,True,True,False,ID,-2.141,0.09,-0.317,0.222
2,0.3,20,FSlin,ROPE,0.01,True,True,False,LS,-0.948,0.072,-0.218,0.219
0,0.3,20,FSlin,ROPE,0.01,True,False,True,LT,-18.197,0.22,-0.517,0.238
1,0.3,20,FSlin,ROPE,0.01,True,False,True,ID,-17.491,0.214,-0.503,0.235
2,0.3,20,FSlin,ROPE,0.01,True,False,True,LS,-17.07,0.214,-0.466,0.233
0,0.3,20,FSlin,ROPE,0.01,True,False,False,LT,-1.076,0.075,-0.192,0.214
1,0.3,20,FSlin,ROPE,0.01,True,False,False,ID,-2.679,0.098,-0.289,0.219
2,0.3,20,FSlin,ROPE,0.01,True,False,False,LS,-1.174,0.076,-0.246,0.216
0,0.3,20,FSlin,ROPE,0.01,False,True,True,LT,-12.628,0.187,-0.079,0.21
1,0.3,20,FSlin,ROPE,0.01,False,True,True,ID,-11.886,0.183,-0.166,0.207
2,0.3,20,FSlin,ROPE,0.01,False,True,True,LS,-11.723,0.18,-0.038,0.206
0,0.3,20,FSlin,ROPE,0.01,False,True,False,LT,-1.238,0.07,-0.124,0.208
1,0.3,20,FSlin,ROPE,0.01,False,True,False,ID,-2.778,0.098,-0.27,0.211
2,0.3,20,FSlin,ROPE,0.01,False,True,False,LS,-1.12,0.07,-0.162,0.211
0,0.3,20,FSlin,ROPE,0.01,False,False,True,LT,-12.212,0.185,-0.246,0.216
1,0.3,20,FSlin,ROPE,0.01,False,False,True,ID,-10.832,0.174,-0.278,0.214
2,0.3,20,FSlin,ROPE,0.01,False,False,True,LS,-11.632,0.178,-0.212,0.212
0,0.3,20,FSlin,ROPE,0.01,False,False,False,LT,-0.757,0.069,-0.096,0.204
1,0.3,20,FSlin,ROPE,0.01,False,False,False,ID,-2.307,0.09,-0.2,0.216
2,0.3,20,FSlin,ROPE,0.01,False,False,False,LS,-0.728,0.069,-0.113,0.207
0,0.3,20,FSlin,ROPE,0.07,True,True,True,LT,-18.141,0.22,-0.437,0.233
1,0.3,20,FSlin,ROPE,0.07,True,True,True,ID,-15.834,0.211,-0.324,0.228
2,0.3,20,FSlin,ROPE,0.07,True,True,True,LS,-17.102,0.215,-0.374,0.228
0,0.3,20,FSlin,ROPE,0.07,True,True,False,LT,-0.664,0.066,-0.104,0.208
1,0.3,20,FSlin,ROPE,0.07,True,True,False,ID,-2.17,0.089,-0.225,0.212
2,0.3,20,FSlin,ROPE,0.07,True,True,False,LS,-0.652,0.067,-0.128,0.211
0,0.3,20,FSlin,ROPE,0.07,True,False,True,LT,-14.384,0.198,-0.246,0.214
1,0.3,20,FSlin,ROPE,0.07,True,False,True,ID,-10.787,0.176,-0.088,0.198
2,0.3,20,FSlin,ROPE,0.07,True,False,True,LS,-13.584,0.192,-0.219,0.21
0,0.3,20,FSlin,ROPE,0.07,True,False,False,LT,-0.485,0.06,-0.077,0.202
1,0.3,20,FSlin,ROPE,0.07,True,False,False,ID,-2.158,0.09,-0.207,0.208
2,0.3,20,FSlin,ROPE,0.07,True,False,False,LS,-0.518,0.06,-0.112,0.205
0,0.3,20,FSlin,ROPE,0.07,False,True,True,LT,-14.356,0.196,-0.493,0.244
1,0.3,20,FSlin,ROPE,0.07,False,True,True,ID,-11.647,0.176,-0.39,0.228
2,0.3,20,FSlin,ROPE,0.07,False,True,True,LS,-13.375,0.19,-0.465,0.24
0,0.3,20,FSlin,ROPE,0.07,False,True,False,LT,-1.526,0.076,-0.302,0.224
1,0.3,20,FSlin,ROPE,0.07,False,True,False,ID,-2.458,0.093,-0.43,0.229
2,0.3,20,FSlin,ROPE,0.07,False,True,False,LS,-1.571,0.078,-0.328,0.228
0,0.3,20,FSlin,ROPE,0.07,False,False,True,LT,-15.335,0.209,-0.314,0.225
1,0.3,20,FSlin,ROPE,0.07,False,False,True,ID,-13.608,0.195,-0.305,0.226
2,0.3,20,FSlin,ROPE,0.07,False,False,True,LS,-14.636,0.203,-0.257,0.221
0,0.3,20,FSlin,ROPE,0.07,False,False,False,LT,-0.482,0.063,0.051,0.189
1,0.3,20,FSlin,ROPE,0.07,False,False,False,ID,-1.812,0.084,0.013,0.198
2,0.3,20,FSlin,ROPE,0.07,False,False,False,LS,-0.49,0.063,0.021,0.192
0,0.3,20,FSlin,ROPE,0.2,True,True,True,LT,-21.255,0.242,-0.952,0.28
1,0.3,20,FSlin,ROPE,0.2,True,True,True,ID,-19.258,0.225,-0.882,0.26
2,0.3,20,FSlin,ROPE,0.2,True,True,True,LS,-20.935,0.239,-0.927,0.277
0,0.3,20,FSlin,ROPE,0.2,True,True,False,LT,-0.078,0.056,-0.146,0.206
1,0.3,20,FSlin,ROPE,0.2,True,True,False,ID,-1.484,0.081,-0.215,0.217
2,0.3,20,FSlin,ROPE,0.2,True,True,False,LS,-0.19,0.058,-0.182,0.209
0,0.3,20,FSlin,ROPE,0.2,True,False,True,LT,-18.982,0.223,-0.328,0.223
1,0.3,20,FSlin,ROPE,0.2,True,False,True,ID,-16.224,0.21,-0.308,0.217
2,0.3,20,FSlin,ROPE,0.2,True,False,True,LS,-17.944,0.218,-0.27,0.218
0,0.3,20,FSlin,ROPE,0.2,True,False,False,LT,-0.83,0.07,-0.094,0.206
1,0.3,20,FSlin,ROPE,0.2,True,False,False,ID,-2.156,0.094,-0.211,0.212
2,0.3,20,FSlin,ROPE,0.2,True,False,False,LS,-0.904,0.072,-0.126,0.208
0,0.3,20,FSlin,ROPE,0.2,False,True,True,LT,-13.88,0.199,-0.241,0.213
1,0.3,20,FSlin,ROPE,0.2,False,True,True,ID,-11.75,0.184,-0.114,0.201
2,0.3,20,FSlin,ROPE,0.2,False,True,True,LS,-12.882,0.192,-0.203,0.207
0,0.3,20,FSlin,ROPE,0.2,False,True,False,LT,-1.043,0.072,-0.182,0.216
1,0.3,20,FSlin,ROPE,0.2,False,True,False,ID,-1.973,0.084,-0.286,0.224
2,0.3,20,FSlin,ROPE,0.2,False,True,False,LS,-1.086,0.073,-0.215,0.218
0,0.3,20,FSlin,ROPE,0.2,False,False,True,LT,-15.997,0.208,-0.5,0.24
1,0.3,20,FSlin,ROPE,0.2,False,False,True,ID,-13.506,0.197,-0.422,0.234
2,0.3,20,FSlin,ROPE,0.2,False,False,True,LS,-15.172,0.203,-0.44,0.236
0,0.3,20,FSlin,ROPE,0.2,False,False,False,LT,-0.754,0.066,-0.148,0.21
1,0.3,20,FSlin,ROPE,0.2,False,False,False,ID,-2.182,0.087,-0.267,0.213
2,0.3,20,FSlin,ROPE,0.2,False,False,False,LS,-0.722,0.068,-0.196,0.212
0,0.3,30,FSeq,Gauss-Newton,0.01,True,True,True,LT,-12.55,0.186,0.788,0.088
1,0.3,30,FSeq,Gauss-Newton,0.01,True,True,True,ID,-10.163,0.171,0.893,0.063
2,0.3,30,FSeq,Gauss-Newton,0.01,True,True,True,LS,-12.334,0.184,0.778,0.089
0,0.3,30,FSeq,Gauss-Newton,0.01,True,True,False,LT,-12.55,0.186,0.788,0.088
1,0.3,30,FSeq,Gauss-Newton,0.01,True,True,False,ID,-10.163,0.171,0.893,0.063
2,0.3,30,FSeq,Gauss-Newton,0.01,True,True,False,LS,-12.334,0.184,0.778,0.089
0,0.3,30,FSeq,Gauss-Newton,0.01,True,False,True,LT,-12.55,0.186,0.788,0.088
1,0.3,30,FSeq,Gauss-Newton,0.01,True,False,True,ID,-10.163,0.171,0.893,0.063
2,0.3,30,FSeq,Gauss-Newton,0.01,True,False,True,LS,-12.334,0.184,0.778,0.089
0,0.3,30,FSeq,Gauss-Newton,0.01,True,False,False,LT,-12.55,0.186,0.788,0.088
1,0.3,30,FSeq,Gauss-Newton,0.01,True,False,False,ID,-10.163,0.171,0.893,0.063
2,0.3,30,FSeq,Gauss-Newton,0.01,True,False,False,LS,-12.334,0.184,0.778,0.089
0,0.3,30,FSeq,Gauss-Newton,0.01,False,True,True,LT,-11.614,0.18,0.5,0.132
1,0.3,30,FSeq,Gauss-Newton,0.01,False,True,True,ID,-11.578,0.173,0.532,0.132
2,0.3,30,FSeq,Gauss-Newton,0.01,False,True,True,LS,-11.378,0.18,0.469,0.138
0,0.3,30,FSeq,Gauss-Newton,0.01,False,True,False,LT,-11.614,0.18,0.5,0.132
1,0.3,30,FSeq,Gauss-Newton,0.01,False,True,False,ID,-11.578,0.173,0.532,0.132
2,0.3,30,FSeq,Gauss-Newton,0.01,False,True,False,LS,-11.378,0.18,0.469,0.138
0,0.3,30,FSeq,Gauss-Newton,0.01,False,False,True,LT,-11.614,0.18,0.5,0.132
1,0.3,30,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.578,0.173,0.532,0.132
2,0.3,30,FSeq,Gauss-Newton,0.01,False,False,True,LS,-11.378,0.18,0.469,0.138
0,0.3,30,FSeq,Gauss-Newton,0.01,False,False,False,LT,-11.614,0.18,0.5,0.132
1,0.3,30,FSeq,Gauss-Newton,0.01,False,False,False,ID,-11.578,0.173,0.532,0.132
2,0.3,30,FSeq,Gauss-Newton,0.01,False,False,False,LS,-11.378,0.18,0.469,0.138
0,0.3,30,FSeq,Gauss-Newton,0.07,True,True,True,LT,-15.655,0.204,0.64,0.112
1,0.3,30,FSeq,Gauss-Newton,0.07,True,True,True,ID,-13.791,0.194,0.746,0.1
2,0.3,30,FSeq,Gauss-Newton,0.07,True,True,True,LS,-15.424,0.202,0.639,0.112
0,0.3,30,FSeq,Gauss-Newton,0.07,True,True,False,LT,-15.655,0.204,0.64,0.112
1,0.3,30,FSeq,Gauss-Newton,0.07,True,True,False,ID,-13.791,0.194,0.746,0.1
2,0.3,30,FSeq,Gauss-Newton,0.07,True,True,False,LS,-15.424,0.202,0.639,0.112
0,0.3,30,FSeq,Gauss-Newton,0.07,True,False,True,LT,-15.655,0.204,0.64,0.112
1,0.3,30,FSeq,Gauss-Newton,0.07,True,False,True,ID,-13.791,0.194,0.746,0.1
2,0.3,30,FSeq,Gauss-Newton,0.07,True,False,True,LS,-15.424,0.202,0.639,0.112
0,0.3,30,FSeq,Gauss-Newton,0.07,True,False,False,LT,-15.655,0.204,0.64,0.112
1,0.3,30,FSeq,Gauss-Newton,0.07,True,False,False,ID,-13.791,0.194,0.746,0.1
2,0.3,30,FSeq,Gauss-Newton,0.07,True,False,False,LS,-15.424,0.202,0.639,0.112
0,0.3,30,FSeq,Gauss-Newton,0.07,False,True,True,LT,-14.788,0.198,0.867,0.067
1,0.3,30,FSeq,Gauss-Newton,0.07,False,True,True,ID,-12.612,0.183,0.994,0.014
2,0.3,30,FSeq,Gauss-Newton,0.07,False,True,True,LS,-14.777,0.197,0.87,0.067
0,0.3,30,FSeq,Gauss-Newton,0.07,False,True,False,LT,-14.788,0.198,0.867,0.067
1,0.3,30,FSeq,Gauss-Newton,0.07,False,True,False,ID,-12.612,0.183,0.994,0.014
2,0.3,30,FSeq,Gauss-Newton,0.07,False,True,False,LS,-14.777,0.197,0.87,0.067
0,0.3,30,FSeq,Gauss-Newton,0.07,False,False,True,LT,-14.788,0.198,0.867,0.067
1,0.3,30,FSeq,Gauss-Newton,0.07,False,False,True,ID,-12.612,0.183,0.994,0.014
2,0.3,30,FSeq,Gauss-Newton,0.07,False,False,True,LS,-14.777,0.197,0.87,0.067
0,0.3,30,FSeq,Gauss-Newton,0.07,False,False,False,LT,-14.788,0.198,0.867,0.067
1,0.3,30,FSeq,Gauss-Newton,0.07,False,False,False,ID,-12.612,0.183,0.994,0.014
2,0.3,30,FSeq,Gauss-Newton,0.07,False,False,False,LS,-14.777,0.197,0.87,0.067
0,0.3,30,FSeq,Gauss-Newton,0.2,True,True,True,LT,-19.578,0.227,0.292,0.158
1,0.3,30,FSeq,Gauss-Newton,0.2,True,True,True,ID,-18.033,0.219,0.352,0.158
2,0.3,30,FSeq,Gauss-Newton,0.2,True,True,True,LS,-19.631,0.225,0.278,0.16
0,0.3,30,FSeq,Gauss-Newton,0.2,True,True,False,LT,-19.578,0.227,0.292,0.158
1,0.3,30,FSeq,Gauss-Newton,0.2,True,True,False,ID,-18.033,0.219,0.352,0.158
2,0.3,30,FSeq,Gauss-Newton,0.2,True,True,False,LS,-19.631,0.225,0.278,0.16
0,0.3,30,FSeq,Gauss-Newton,0.2,True,False,True,LT,-19.578,0.227,0.292,0.158
1,0.3,30,FSeq,Gauss-Newton,0.2,True,False,True,ID,-18.033,0.219,0.352,0.158
2,0.3,30,FSeq,Gauss-Newton,0.2,True,False,True,LS,-19.631,0.225,0.278,0.16
0,0.3,30,FSeq,Gauss-Newton,0.2,True,False,False,LT,-19.578,0.227,0.292,0.158
1,0.3,30,FSeq,Gauss-Newton,0.2,True,False,False,ID,-18.033,0.219,0.352,0.158
2,0.3,30,FSeq,Gauss-Newton,0.2,True,False,False,LS,-19.631,0.225,0.278,0.16
0,0.3,30,FSeq,Gauss-Newton,0.2,False,True,True,LT,-15.812,0.206,0.734,0.094
1,0.3,30,FSeq,Gauss-Newton,0.2,False,True,True,ID,-14.109,0.196,0.866,0.072
2,0.3,30,FSeq,Gauss-Newton,0.2,False,True,True,LS,-15.826,0.206,0.74,0.094
0,0.3,30,FSeq,Gauss-Newton,0.2,False,True,False,LT,-15.812,0.206,0.734,0.094
1,0.3,30,FSeq,Gauss-Newton,0.2,False,True,False,ID,-14.109,0.196,0.866,0.072
2,0.3,30,FSeq,Gauss-Newton,0.2,False,True,False,LS,-15.826,0.206,0.74,0.094
0,0.3,30,FSeq,Gauss-Newton,0.2,False,False,True,LT,-15.812,0.206,0.734,0.094
1,0.3,30,FSeq,Gauss-Newton,0.2,False,False,True,ID,-14.109,0.196,0.866,0.072
2,0.3,30,FSeq,Gauss-Newton,0.2,False,False,True,LS,-15.826,0.206,0.74,0.094
0,0.3,30,FSeq,Gauss-Newton,0.2,False,False,False,LT,-15.812,0.206,0.734,0.094
1,0.3,30,FSeq,Gauss-Newton,0.2,False,False,False,ID,-14.109,0.196,0.866,0.072
2,0.3,30,FSeq,Gauss-Newton,0.2,False,False,False,LS,-15.826,0.206,0.74,0.094
0,0.3,30,FSeq,ROPE,0.01,True,True,True,LT,-13.684,0.194,-0.3,0.224
1,0.3,30,FSeq,ROPE,0.01,True,True,True,ID,-12.801,0.194,-0.227,0.216
2,0.3,30,FSeq,ROPE,0.01,True,True,True,LS,-12.838,0.191,-0.244,0.22
0,0.3,30,FSeq,ROPE,0.01,True,True,False,LT,-0.67,0.066,-0.218,0.214
1,0.3,30,FSeq,ROPE,0.01,True,True,False,ID,-1.813,0.085,-0.309,0.218
2,0.3,30,FSeq,ROPE,0.01,True,True,False,LS,-0.666,0.066,-0.238,0.214
0,0.3,30,FSeq,ROPE,0.01,True,False,True,LT,-16.17,0.215,-0.426,0.228
1,0.3,30,FSeq,ROPE,0.01,True,False,True,ID,-15.91,0.212,-0.352,0.228
2,0.3,30,FSeq,ROPE,0.01,True,False,True,LS,-15.717,0.211,-0.387,0.224
0,0.3,30,FSeq,ROPE,0.01,True,False,False,LT,-1.064,0.074,-0.102,0.207
1,0.3,30,FSeq,ROPE,0.01,True,False,False,ID,-2.52,0.096,-0.214,0.213
2,0.3,30,FSeq,ROPE,0.01,True,False,False,LS,-1.102,0.075,-0.128,0.209
0,0.3,30,FSeq,ROPE,0.01,True,False,False,LT,-1.064,0.074,-0.102,0.207
1,0.3,30,FSeq,ROPE,0.01,True,False,False,ID,-2.52,0.096,-0.214,0.213
2,0.3,30,FSeq,ROPE,0.01,True,False,False,LS,-1.102,0.075,-0.128,0.209
0,0.3,30,FSeq,ROPE,0.01,False,True,False,LT,-1.156,0.076,0.07,0.192
1,0.3,30,FSeq,ROPE,0.01,False,True,False,ID,-1.932,0.09,-0.017,0.195
2,0.3,30,FSeq,ROPE,0.01,False,True,False,LS,-1.011,0.072,0.066,0.193
0,0.3,30,FSeq,ROPE,0.01,False,True,False,LT,-1.156,0.076,0.07,0.192
1,0.3,30,FSeq,ROPE,0.01,False,True,False,ID,-1.932,0.09,-0.017,0.195
2,0.3,30,FSeq,ROPE,0.01,False,True,False,LS,-1.011,0.072,0.066,0.193
0,0.3,30,FSeq,ROPE,0.01,False,False,False,LT,-0.975,0.072,-0.221,0.216
1,0.3,30,FSeq,ROPE,0.01,False,False,False,ID,-2.256,0.09,-0.332,0.226
2,0.3,30,FSeq,ROPE,0.01,False,False,False,LS,-1.147,0.073,-0.256,0.219
0,0.3,30,FSeq,ROPE,0.07,True,True,True,LT,-16.095,0.211,-0.328,0.223
1,0.3,30,FSeq,ROPE,0.07,True,True,True,ID,-15.614,0.204,-0.261,0.219
2,0.3,30,FSeq,ROPE,0.07,True,True,True,LS,-15.465,0.206,-0.282,0.22
0,0.3,30,FSeq,ROPE,0.07,True,True,False,LT,-1.212,0.077,-0.184,0.212
1,0.3,30,FSeq,ROPE,0.07,True,True,False,ID,-2.153,0.091,-0.27,0.215
2,0.3,30,FSeq,ROPE,0.07,True,True,False,LS,-1.188,0.078,-0.228,0.214
0,0.3,30,FSeq,ROPE,0.07,True,False,True,LT,-18.602,0.222,-0.356,0.222
1,0.3,30,FSeq,ROPE,0.07,True,False,True,ID,-16.476,0.211,-0.247,0.212
2,0.3,30,FSeq,ROPE,0.07,True,False,True,LS,-17.935,0.218,-0.29,0.218
0,0.3,30,FSeq,ROPE,0.07,True,False,False,LT,-1.818,0.086,-0.294,0.228
1,0.3,30,FSeq,ROPE,0.07,True,False,False,ID,-2.617,0.097,-0.371,0.229
2,0.3,30,FSeq,ROPE,0.07,True,False,False,LS,-1.871,0.087,-0.315,0.232
0,0.3,30,FSeq,ROPE,0.07,True,False,False,LT,-1.818,0.086,-0.294,0.228
1,0.3,30,FSeq,ROPE,0.07,True,False,False,ID,-2.617,0.097,-0.371,0.229
2,0.3,30,FSeq,ROPE,0.07,True,False,False,LS,-1.871,0.087,-0.315,0.232
0,0.3,30,FSeq,ROPE,0.07,False,True,False,LT,-1.238,0.075,-0.213,0.206
1,0.3,30,FSeq,ROPE,0.07,False,True,False,ID,-2.52,0.096,-0.3,0.216
2,0.3,30,FSeq,ROPE,0.07,False,True,False,LS,-1.198,0.076,-0.254,0.208
0,0.3,30,FSeq,ROPE,0.07,False,True,False,LT,-1.238,0.075,-0.213,0.206
1,0.3,30,FSeq,ROPE,0.07,False,True,False,ID,-2.52,0.096,-0.3,0.216
2,0.3,30,FSeq,ROPE,0.07,False,True,False,LS,-1.198,0.076,-0.254,0.208
0,0.3,30,FSeq,ROPE,0.07,False,False,False,LT,-1.079,0.074,-0.088,0.206
1,0.3,30,FSeq,ROPE,0.07,False,False,False,ID,-1.836,0.085,-0.153,0.206
2,0.3,30,FSeq,ROPE,0.07,False,False,False,LS,-1.011,0.072,-0.114,0.208
0,0.3,30,FSeq,ROPE,0.2,True,True,True,LT,-18.898,0.226,-0.619,0.246
1,0.3,30,FSeq,ROPE,0.2,True,True,True,ID,-16.423,0.212,-0.494,0.237
2,0.3,30,FSeq,ROPE,0.2,True,True,True,LS,-18.34,0.222,-0.577,0.242
0,0.3,30,FSeq,ROPE,0.2,True,True,False,LT,-1.038,0.074,0.039,0.193
1,0.3,30,FSeq,ROPE,0.2,True,True,False,ID,-2.068,0.09,-0.046,0.202
2,0.3,30,FSeq,ROPE,0.2,True,True,False,LS,-0.903,0.072,0.014,0.195
0,0.3,30,FSeq,ROPE,0.2,True,False,True,LT,-18.697,0.23,-0.541,0.243
1,0.3,30,FSeq,ROPE,0.2,True,False,True,ID,-15.932,0.212,-0.447,0.236
2,0.3,30,FSeq,ROPE,0.2,True,False,True,LS,-17.973,0.225,-0.476,0.238
0,0.3,30,FSeq,ROPE,0.2,True,False,False,LT,-0.564,0.064,-0.054,0.202
1,0.3,30,FSeq,ROPE,0.2,True,False,False,ID,-2.037,0.089,-0.198,0.206
2,0.3,30,FSeq,ROPE,0.2,True,False,False,LS,-0.6,0.065,-0.086,0.204
0,0.3,30,FSeq,ROPE,0.2,True,False,False,LT,-0.564,0.064,-0.054,0.202
1,0.3,30,FSeq,ROPE,0.2,True,False,False,ID,-2.037,0.089,-0.198,0.206
2,0.3,30,FSeq,ROPE,0.2,True,False,False,LS,-0.6,0.065,-0.086,0.204
0,0.3,30,FSeq,ROPE,0.2,False,True,False,LT,-0.424,0.059,-0.078,0.204
1,0.3,30,FSeq,ROPE,0.2,False,True,False,ID,-2.085,0.087,-0.248,0.209
2,0.3,30,FSeq,ROPE,0.2,False,True,False,LS,-0.404,0.06,-0.117,0.206
0,0.3,30,FSeq,ROPE,0.2,False,True,False,LT,-0.424,0.059,-0.078,0.204
1,0.3,30,FSeq,ROPE,0.2,False,True,False,ID,-2.085,0.087,-0.248,0.209
2,0.3,30,FSeq,ROPE,0.2,False,True,False,LS,-0.404,0.06,-0.117,0.206
0,0.3,30,FSeq,ROPE,0.2,False,False,False,LT,-1.328,0.072,-0.352,0.226
1,0.3,30,FSeq,ROPE,0.2,False,False,False,ID,-2.684,0.092,-0.444,0.226
2,0.3,30,FSeq,ROPE,0.2,False,False,False,LS,-1.32,0.073,-0.38,0.227
0,0.3,30,CS,Gauss-Newton,0.01,True,True,True,LT,-15.603,0.207,0.184,0.172
1,0.3,30,CS,Gauss-Newton,0.01,True,True,True,ID,-13.9,0.198,0.226,0.17
2,0.3,30,CS,Gauss-Newton,0.01,True,True,True,LS,-15.772,0.208,0.146,0.176
0,0.3,30,CS,Gauss-Newton,0.01,True,True,False,LT,-15.603,0.207,0.184,0.172
1,0.3,30,CS,Gauss-Newton,0.01,True,True,False,ID,-13.9,0.198,0.226,0.17
2,0.3,30,CS,Gauss-Newton,0.01,True,True,False,LS,-15.772,0.208,0.146,0.176
0,0.3,30,CS,Gauss-Newton,0.01,True,False,True,LT,-15.603,0.207,0.184,0.172
1,0.3,30,CS,Gauss-Newton,0.01,True,False,True,ID,-13.9,0.198,0.226,0.17
2,0.3,30,CS,Gauss-Newton,0.01,True,False,True,LS,-15.772,0.208,0.146,0.176
0,0.3,30,CS,Gauss-Newton,0.01,True,False,False,LT,-15.603,0.207,0.184,0.172
1,0.3,30,CS,Gauss-Newton,0.01,True,False,False,ID,-13.9,0.198,0.226,0.17
2,0.3,30,CS,Gauss-Newton,0.01,True,False,False,LS,-15.772,0.208,0.146,0.176
0,0.3,30,CS,Gauss-Newton,0.01,False,True,True,LT,-22.416,0.25,-1.021,0.278
1,0.3,30,CS,Gauss-Newton,0.01,False,True,True,ID,-22.788,0.248,-0.896,0.276
2,0.3,30,CS,Gauss-Newton,0.01,False,True,True,LS,-22.387,0.25,-1.053,0.28
0,0.3,30,CS,Gauss-Newton,0.01,False,True,False,LT,-22.416,0.25,-1.021,0.278
1,0.3,30,CS,Gauss-Newton,0.01,False,True,False,ID,-22.788,0.248,-0.896,0.276
2,0.3,30,CS,Gauss-Newton,0.01,False,True,False,LS,-22.387,0.25,-1.053,0.28
0,0.3,30,CS,Gauss-Newton,0.01,False,False,True,LT,-22.416,0.25,-1.021,0.278
1,0.3,30,CS,Gauss-Newton,0.01,False,False,True,ID,-22.788,0.248,-0.896,0.276
2,0.3,30,CS,Gauss-Newton,0.01,False,False,True,LS,-22.387,0.25,-1.053,0.28
0,0.3,30,CS,Gauss-Newton,0.01,False,False,False,LT,-22.416,0.25,-1.021,0.278
1,0.3,30,CS,Gauss-Newton,0.01,False,False,False,ID,-22.788,0.248,-0.896,0.276
2,0.3,30,CS,Gauss-Newton,0.01,False,False,False,LS,-22.387,0.25,-1.053,0.28
0,0.3,30,CS,Gauss-Newton,0.07,True,True,True,LT,-16.174,0.204,0.484,0.136
1,0.3,30,CS,Gauss-Newton,0.07,True,True,True,ID,-14.0,0.193,0.568,0.129
2,0.3,30,CS,Gauss-Newton,0.07,True,True,True,LS,-16.12,0.203,0.46,0.14
0,0.3,30,CS,Gauss-Newton,0.07,True,True,False,LT,-16.174,0.204,0.484,0.136
1,0.3,30,CS,Gauss-Newton,0.07,True,True,False,ID,-14.0,0.193,0.568,0.129
2,0.3,30,CS,Gauss-Newton,0.07,True,True,False,LS,-16.12,0.203,0.46,0.14
0,0.3,30,CS,Gauss-Newton,0.07,True,False,True,LT,-16.174,0.204,0.484,0.136
1,0.3,30,CS,Gauss-Newton,0.07,True,False,True,ID,-14.0,0.193,0.568,0.129
2,0.3,30,CS,Gauss-Newton,0.07,True,False,True,LS,-16.12,0.203,0.46,0.14
0,0.3,30,CS,Gauss-Newton,0.07,True,False,False,LT,-16.174,0.204,0.484,0.136
1,0.3,30,CS,Gauss-Newton,0.07,True,False,False,ID,-14.0,0.193,0.568,0.129
2,0.3,30,CS,Gauss-Newton,0.07,True,False,False,LS,-16.12,0.203,0.46,0.14
0,0.3,30,CS,Gauss-Newton,0.07,False,True,True,LT,-16.481,0.206,0.336,0.159
1,0.3,30,CS,Gauss-Newton,0.07,False,True,True,ID,-14.436,0.197,0.399,0.152
2,0.3,30,CS,Gauss-Newton,0.07,False,True,True,LS,-16.591,0.207,0.306,0.163
0,0.3,30,CS,Gauss-Newton,0.07,False,True,False,LT,-16.481,0.206,0.336,0.159
1,0.3,30,CS,Gauss-Newton,0.07,False,True,False,ID,-14.436,0.197,0.399,0.152
2,0.3,30,CS,Gauss-Newton,0.07,False,True,False,LS,-16.591,0.207,0.306,0.163
0,0.3,30,CS,Gauss-Newton,0.07,False,False,True,LT,-16.481,0.206,0.336,0.159
1,0.3,30,CS,Gauss-Newton,0.07,False,False,True,ID,-14.436,0.197,0.399,0.152
2,0.3,30,CS,Gauss-Newton,0.07,False,False,True,LS,-16.591,0.207,0.306,0.163
0,0.3,30,CS,Gauss-Newton,0.07,False,False,False,LT,-16.481,0.206,0.336,0.159
1,0.3,30,CS,Gauss-Newton,0.07,False,False,False,ID,-14.436,0.197,0.399,0.152
2,0.3,30,CS,Gauss-Newton,0.07,False,False,False,LS,-16.591,0.207,0.306,0.163
0,0.3,30,CS,Gauss-Newton,0.2,True,True,True,LT,-18.922,0.219,0.287,0.16
1,0.3,30,CS,Gauss-Newton,0.2,True,True,True,ID,-17.633,0.216,0.361,0.158
2,0.3,30,CS,Gauss-Newton,0.2,True,True,True,LS,-18.92,0.22,0.264,0.163
0,0.3,30,CS,Gauss-Newton,0.2,True,True,False,LT,-18.922,0.219,0.287,0.16
1,0.3,30,CS,Gauss-Newton,0.2,True,True,False,ID,-17.633,0.216,0.361,0.158
2,0.3,30,CS,Gauss-Newton,0.2,True,True,False,LS,-18.92,0.22,0.264,0.163
0,0.3,30,CS,Gauss-Newton,0.2,True,False,True,LT,-18.922,0.219,0.287,0.16
1,0.3,30,CS,Gauss-Newton,0.2,True,False,True,ID,-17.633,0.216,0.361,0.158
2,0.3,30,CS,Gauss-Newton,0.2,True,False,True,LS,-18.92,0.22,0.264,0.163
0,0.3,30,CS,Gauss-Newton,0.2,True,False,False,LT,-18.922,0.219,0.287,0.16
1,0.3,30,CS,Gauss-Newton,0.2,True,False,False,ID,-17.633,0.216,0.361,0.158
