cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,closest,FSeq,ROPE,0.07,True,False,True,LT,-18.602,0.222,-0.356,0.222
0.3,30,closest,FSeq,ROPE,0.07,True,False,True,ID,-16.476,0.211,-0.247,0.212
0.3,30,closest,FSeq,ROPE,0.07,True,False,True,LS,-17.935,0.218,-0.29,0.218
