cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,closest,CS,Gauss-Newton,0.2,False,True,False,LT,-6.388,0.236,0.1,0.164
0.2,20,closest,CS,Gauss-Newton,0.2,False,True,False,ID,-8.457,0.266,0.928,0.044
0.2,20,closest,CS,Gauss-Newton,0.2,False,True,False,LS,-6.748,0.24,0.398,0.134
