cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,FSlin,ROPE,0.2,True,True,True,LT,-17.008,0.216,-0.304,0.222
0.2,20,FSlin,ROPE,0.2,True,True,True,ID,-15.964,0.214,-0.286,0.22
0.2,20,FSlin,ROPE,0.2,True,True,True,LS,-16.19,0.21,-0.245,0.218
