cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,10,FSeq,Gauss-Newton,0.2,True,True,False,LT,-19.511,0.226,0.3,0.156
0.4,10,FSeq,Gauss-Newton,0.2,True,True,False,ID,-18.022,0.219,0.366,0.156
0.4,10,FSeq,Gauss-Newton,0.2,True,True,False,LS,-19.587,0.225,0.288,0.158
