cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,mean,observed,CS,ROPE,0.07,True,False,True,LT,-12.58,0.189,-0.269,0.212
0.3,20,mean,observed,CS,ROPE,0.07,True,False,True,ID,-11.45,0.186,-0.312,0.215
0.3,20,mean,observed,CS,ROPE,0.07,True,False,True,LS,-11.7,0.183,-0.218,0.208
