cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,CS,ROPE,0.07,False,True,True,LT,-13.264,0.194,-0.134,0.208
0.2,20,CS,ROPE,0.07,False,True,True,ID,-11.724,0.188,-0.133,0.201
0.2,20,CS,ROPE,0.07,False,True,True,LS,-12.445,0.191,-0.088,0.202
