cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,closest,FSeq,ROPE,0.2,False,True,False,LT,-1.084,0.074,-0.186,0.216
0.3,20,closest,FSeq,ROPE,0.2,False,True,False,ID,-2.512,0.094,-0.345,0.222
0.3,20,closest,FSeq,ROPE,0.2,False,True,False,LS,-1.067,0.074,-0.208,0.218
