cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,20,FSlin,Gauss-Newton,0.01,True,True,False,LT,-10.426,0.169,0.744,0.098
0.4,20,FSlin,Gauss-Newton,0.01,True,True,False,ID,-9.494,0.16,0.776,0.091
0.4,20,FSlin,Gauss-Newton,0.01,True,True,False,LS,-9.975,0.165,0.739,0.1
