,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.01,False,False,True,LT,-2.045,0.149,-0.486,0.238
2,0.2,10.0,mean,observed,FSeq,ROPE,0.01,False,False,True,ID,-4.152,0.194,-0.791,0.256
3,0.2,10.0,mean,observed,FSeq,ROPE,0.01,False,False,True,LS,-1.343,0.132,-0.432,0.234
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.01,False,False,True,LT,-2.045,0.149,-0.486,0.238
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.01,False,False,True,ID,-4.152,0.194,-0.791,0.256
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.01,False,False,True,LS,-1.343,0.132,-0.432,0.234
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.01,False,False,False,LT,-5.174,0.212,-1.492,0.29
2,0.2,10.0,mean,observed,FSeq,ROPE,0.01,False,False,False,ID,-8.471,0.265,-2.011,0.326
3,0.2,10.0,mean,observed,FSeq,ROPE,0.01,False,False,False,LS,-6.748,0.24,-1.748,0.312
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.01,False,False,False,LT,-5.174,0.212,-1.492,0.29
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.01,False,False,False,ID,-8.471,0.265,-2.011,0.326
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.01,False,False,False,LS,-6.748,0.24,-1.748,0.312
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,True,True,LT,-3.738,0.192,-0.726,0.254
2,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,True,True,ID,-5.802,0.229,-0.979,0.272
3,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,True,True,LS,-2.621,0.164,-0.59,0.242
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,True,True,LT,-3.738,0.192,-0.726,0.254
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,True,True,ID,-5.802,0.229,-0.979,0.272
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,True,True,LS,-2.621,0.164,-0.59,0.242
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,True,False,LT,-4.442,0.202,-1.482,0.29
2,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,True,False,ID,-7.475,0.255,-1.801,0.314
3,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,True,False,LS,-5.826,0.228,-1.789,0.31
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,True,False,LT,-4.442,0.202,-1.482,0.29
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,True,False,ID,-7.475,0.255,-1.801,0.314
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,True,False,LS,-5.826,0.228,-1.789,0.31
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,False,True,LT,-3.104,0.174,-1.032,0.276
2,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,False,True,ID,-5.028,0.212,-1.276,0.29
3,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,False,True,LS,-2.226,0.156,-0.91,0.26
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,False,True,LT,-3.104,0.174,-1.032,0.276
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,False,True,ID,-5.028,0.212,-1.276,0.29
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,False,True,LS,-2.226,0.156,-0.91,0.26
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,False,False,LT,-4.303,0.199,-1.176,0.273
2,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,False,False,ID,-7.548,0.256,-1.592,0.311
3,0.2,10.0,mean,observed,FSeq,ROPE,0.07,True,False,False,LS,-5.569,0.224,-1.427,0.29
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,False,False,LT,-4.303,0.199,-1.176,0.273
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,False,False,ID,-7.548,0.256,-1.592,0.311
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,True,False,False,LS,-5.569,0.224,-1.427,0.29
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,True,True,LT,-2.866,0.175,-0.814,0.26
2,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,True,True,ID,-4.932,0.216,-1.07,0.279
3,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,True,True,LS,-2.025,0.154,-0.722,0.252
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,True,True,LT,-2.866,0.175,-0.814,0.26
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,True,True,ID,-4.932,0.216,-1.07,0.279
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,True,True,LS,-2.025,0.154,-0.722,0.252
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,True,False,LT,-4.331,0.204,-1.386,0.276
2,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,True,False,ID,-7.43,0.254,-1.754,0.314
3,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,True,False,LS,-5.764,0.224,-1.723,0.303
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,True,False,LT,-4.331,0.204,-1.386,0.276
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,True,False,ID,-7.43,0.254,-1.754,0.314
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,True,False,LS,-5.764,0.224,-1.723,0.303
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,False,True,LT,-3.048,0.174,-0.71,0.248
2,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,False,True,ID,-5.378,0.224,-1.015,0.272
3,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,False,True,LS,-2.367,0.158,-0.606,0.243
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,False,True,LT,-3.048,0.174,-0.71,0.248
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,False,True,ID,-5.378,0.224,-1.015,0.272
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,False,True,LS,-2.367,0.158,-0.606,0.243
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,False,False,LT,-4.057,0.196,-1.216,0.28
2,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,False,False,ID,-7.494,0.252,-1.762,0.32
3,0.2,10.0,mean,observed,FSeq,ROPE,0.07,False,False,False,LS,-5.79,0.224,-1.648,0.298
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,False,False,LT,-4.057,0.196,-1.216,0.28
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,False,False,ID,-7.494,0.252,-1.762,0.32
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.07,False,False,False,LS,-5.79,0.224,-1.648,0.298
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,True,True,LT,-2.644,0.17,-0.597,0.245
2,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,True,True,ID,-5.556,0.228,-1.018,0.274
3,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,True,True,LS,-2.011,0.152,-0.56,0.236
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,True,True,LT,-2.644,0.17,-0.597,0.245
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,True,True,ID,-5.556,0.228,-1.018,0.274
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,True,True,LS,-2.011,0.152,-0.56,0.236
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,True,False,LT,-4.043,0.201,-1.333,0.284
2,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,True,False,ID,-7.318,0.256,-1.882,0.319
3,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,True,False,LS,-5.56,0.225,-1.656,0.304
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,True,False,LT,-4.043,0.201,-1.333,0.284
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,True,False,ID,-7.318,0.256,-1.882,0.319
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,True,False,LS,-5.56,0.225,-1.656,0.304
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,False,True,LT,-2.292,0.157,-0.544,0.236
2,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,False,True,ID,-5.012,0.215,-0.968,0.266
3,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,False,True,LS,-1.718,0.139,-0.529,0.235
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,False,True,LT,-2.292,0.157,-0.544,0.236
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,False,True,ID,-5.012,0.215,-0.968,0.266
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,False,True,LS,-1.718,0.139,-0.529,0.235
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,False,False,LT,-4.516,0.208,-1.354,0.278
2,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,False,False,ID,-8.04,0.26,-1.774,0.322
3,0.2,10.0,mean,observed,FSeq,ROPE,0.2,True,False,False,LS,-5.944,0.234,-1.583,0.3
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,False,False,LT,-4.516,0.208,-1.354,0.278
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,False,False,ID,-8.04,0.26,-1.774,0.322
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,True,False,False,LS,-5.944,0.234,-1.583,0.3
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,True,True,LT,-2.415,0.16,-0.718,0.257
2,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,True,True,ID,-4.45,0.202,-1.092,0.272
3,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,True,True,LS,-1.767,0.143,-0.691,0.251
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,True,True,LT,-2.415,0.16,-0.718,0.257
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,True,True,ID,-4.45,0.202,-1.092,0.272
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,True,True,LS,-1.767,0.143,-0.691,0.251
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,True,False,LT,-3.746,0.192,-1.257,0.276
2,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,True,False,ID,-6.972,0.244,-1.729,0.312
3,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,True,False,LS,-5.107,0.212,-1.52,0.296
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,True,False,LT,-3.746,0.192,-1.257,0.276
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,True,False,ID,-6.972,0.244,-1.729,0.312
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,True,False,LS,-5.107,0.212,-1.52,0.296
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,False,True,LT,-2.455,0.16,-0.548,0.24
2,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,False,True,ID,-5.641,0.23,-1.038,0.274
3,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,False,True,LS,-1.99,0.152,-0.514,0.236
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,False,True,LT,-2.455,0.16,-0.548,0.24
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,False,True,ID,-5.641,0.23,-1.038,0.274
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,False,True,LS,-1.99,0.152,-0.514,0.236
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,False,False,LT,-4.607,0.202,-1.292,0.277
2,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,False,False,ID,-7.721,0.258,-1.735,0.317
3,0.2,10.0,mean,observed,FSeq,ROPE,0.2,False,False,False,LS,-5.698,0.225,-1.558,0.298
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,False,False,LT,-4.607,0.202,-1.292,0.277
6,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,False,False,ID,-7.721,0.258,-1.735,0.317
7,0.2,10.0,mean,Observed,FSeq,ROPE,0.2,False,False,False,LS,-5.698,0.225,-1.558,0.298
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,True,True,LT,-7.496,0.253,-1.778,0.312
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,True,True,ID,-9.451,0.284,-2.188,0.336
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,True,True,LS,-7.678,0.254,-1.813,0.314
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,True,True,LT,-7.496,0.253,-1.778,0.312
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,True,True,ID,-9.451,0.284,-2.188,0.336
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,True,True,LS,-7.678,0.254,-1.813,0.314
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,True,False,LT,-7.496,0.253,-1.778,0.312
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,True,False,ID,-9.451,0.284,-2.188,0.336
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,True,False,LS,-7.678,0.254,-1.813,0.314
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,True,False,LT,-7.496,0.253,-1.778,0.312
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,True,False,ID,-9.451,0.284,-2.188,0.336
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,True,False,LS,-7.678,0.254,-1.813,0.314
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,False,True,LT,-7.496,0.253,-1.778,0.312
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,False,True,ID,-9.451,0.284,-2.188,0.336
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,False,True,LS,-7.678,0.254,-1.813,0.314
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,False,True,LT,-7.496,0.253,-1.778,0.312
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,False,True,ID,-9.451,0.284,-2.188,0.336
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,False,True,LS,-7.678,0.254,-1.813,0.314
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,False,False,LT,-7.496,0.253,-1.778,0.312
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,False,False,ID,-9.451,0.284,-2.188,0.336
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,True,False,False,LS,-7.678,0.254,-1.813,0.314
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,False,False,LT,-7.496,0.253,-1.778,0.312
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,False,False,ID,-9.451,0.284,-2.188,0.336
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,True,False,False,LS,-7.678,0.254,-1.813,0.314
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,True,True,LT,-5.954,0.223,-1.856,0.31
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,True,True,ID,-8.561,0.262,-2.294,0.342
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,True,True,LS,-6.868,0.238,-1.951,0.322
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,True,True,LT,-5.954,0.223,-1.856,0.31
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,True,True,ID,-8.561,0.262,-2.294,0.342
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,True,True,LS,-6.868,0.238,-1.951,0.322
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,True,False,LT,-5.954,0.223,-1.856,0.31
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,True,False,ID,-8.561,0.262,-2.294,0.342
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,True,False,LS,-6.868,0.238,-1.951,0.322
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,True,False,LT,-5.954,0.223,-1.856,0.31
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,True,False,ID,-8.561,0.262,-2.294,0.342
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,True,False,LS,-6.868,0.238,-1.951,0.322
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,False,True,LT,-5.954,0.223,-1.856,0.31
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,False,True,ID,-8.561,0.262,-2.294,0.342
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,False,True,LS,-6.868,0.238,-1.951,0.322
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,False,True,LT,-5.954,0.223,-1.856,0.31
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,False,True,ID,-8.561,0.262,-2.294,0.342
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,False,True,LS,-6.868,0.238,-1.951,0.322
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,False,False,LT,-5.954,0.223,-1.856,0.31
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,False,False,ID,-8.561,0.262,-2.294,0.342
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.01,False,False,False,LS,-6.868,0.238,-1.951,0.322
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,False,False,LT,-5.954,0.223,-1.856,0.31
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,False,False,ID,-8.561,0.262,-2.294,0.342
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.01,False,False,False,LS,-6.868,0.238,-1.951,0.322
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,True,True,LT,-7.786,0.256,-1.622,0.31
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,True,True,ID,-9.392,0.28,-1.954,0.333
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,True,True,LS,-7.336,0.252,-1.674,0.311
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,True,True,LT,-7.786,0.256,-1.622,0.31
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,True,True,ID,-9.392,0.28,-1.954,0.333
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,True,True,LS,-7.336,0.252,-1.674,0.311
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,True,False,LT,-7.786,0.256,-1.622,0.31
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,True,False,ID,-9.392,0.28,-1.954,0.333
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,True,False,LS,-7.336,0.252,-1.674,0.311
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,True,False,LT,-7.786,0.256,-1.622,0.31
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,True,False,ID,-9.392,0.28,-1.954,0.333
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,True,False,LS,-7.336,0.252,-1.674,0.311
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,False,True,LT,-7.786,0.256,-1.622,0.31
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,False,True,ID,-9.392,0.28,-1.954,0.333
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,False,True,LS,-7.336,0.252,-1.674,0.311
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,False,True,LT,-7.786,0.256,-1.622,0.31
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,False,True,ID,-9.392,0.28,-1.954,0.333
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,False,True,LS,-7.336,0.252,-1.674,0.311
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,False,False,LT,-7.786,0.256,-1.622,0.31
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,False,False,ID,-9.392,0.28,-1.954,0.333
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,True,False,False,LS,-7.336,0.252,-1.674,0.311
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,False,False,LT,-7.786,0.256,-1.622,0.31
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,False,False,ID,-9.392,0.28,-1.954,0.333
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,True,False,False,LS,-7.336,0.252,-1.674,0.311
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,False,True,True,LT,-6.155,0.232,-1.632,0.302
2,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,False,True,True,ID,-8.33,0.264,-1.97,0.327
3,0.2,10.0,mean,observed,CS,Gauss-Newton,0.07,False,True,True,LS,-6.449,0.236,-1.693,0.307
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,False,True,True,LT,-6.155,0.232,-1.632,0.302
6,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,False,True,True,ID,-8.33,0.264,-1.97,0.327
7,0.2,10.0,mean,Observed,CS,Gauss-Newton,0.07,False,True,True,LS,-6.449,0.236,-1.693,0.307
