cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,True,LT,-17.158,0.219,-0.738,0.254
0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,True,ID,-16.447,0.209,-0.58,0.245
0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,True,LS,-16.67,0.215,-0.694,0.25
