cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,CS,ROPE,0.2,True,False,True,LT,-17.104,0.218,-0.318,0.224
0.2,10,CS,ROPE,0.2,True,False,True,ID,-13.664,0.196,-0.195,0.214
0.2,10,CS,ROPE,0.2,True,False,True,LS,-16.346,0.213,-0.256,0.22
