cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,30,closest,FSlin,ROPE,0.07,False,False,False,LT,-1.203,0.073,-0.158,0.212
0.2,30,closest,FSlin,ROPE,0.07,False,False,False,ID,-2.446,0.091,-0.287,0.214
0.2,30,closest,FSlin,ROPE,0.07,False,False,False,LS,-1.181,0.072,-0.18,0.214
