cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,mean,FSeq,ROPE,0.2,True,False,False,LT,-4.424,0.206,-0.99,0.263
0.3,30,mean,FSeq,ROPE,0.2,True,False,False,ID,-8.118,0.266,-1.538,0.31
0.3,30,mean,FSeq,ROPE,0.2,True,False,False,LS,-5.652,0.228,-1.25,0.282
