cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,closest,FSeq,Gauss-Newton,0.01,False,False,True,LT,-7.146,0.245,0.36,0.139
0.3,30,closest,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.67,0.303,0.4,0.128
0.3,30,closest,FSeq,Gauss-Newton,0.01,False,False,True,LS,-8.672,0.266,0.25,0.152
