cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,FSeq,ROPE,0.01,True,True,False,LT,-0.471,0.064,0.007,0.194
0.3,20,FSeq,ROPE,0.01,True,True,False,ID,-2.202,0.09,-0.145,0.202
0.3,20,FSeq,ROPE,0.01,True,True,False,LS,-0.708,0.066,-0.037,0.198
