cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,FSeq,Gauss-Newton,0.07,True,False,True,LT,-15.7,0.204,0.638,0.112
0.3,10,FSeq,Gauss-Newton,0.07,True,False,True,ID,-13.849,0.194,0.743,0.101
0.3,10,FSeq,Gauss-Newton,0.07,True,False,True,LS,-15.49,0.203,0.635,0.112
