cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,closest,FSeq,ROPE,0.07,True,True,False,LT,-1.03,0.075,-0.079,0.212
0.3,20,closest,FSeq,ROPE,0.07,True,True,False,ID,-2.257,0.091,-0.194,0.214
0.3,20,closest,FSeq,ROPE,0.07,True,True,False,LS,-1.042,0.076,-0.103,0.214
