,Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
0,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,True,True,LT,-6.942,0.242,0.204,0.176,0.324,0.144,0.915814095374052
1,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,True,True,ID,-10.239,0.288,0.26,0.193,0.922,0.045,0.915814095374052
2,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,True,True,LS,-7.522,0.245,0.206,0.184,0.462,0.126,0.915814095374052
0,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,True,False,LT,-6.942,0.242,0.204,0.176,0.324,0.144,0.915814095374052
1,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,True,False,ID,-10.239,0.288,0.26,0.193,0.922,0.045,0.915814095374052
2,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,True,False,LS,-7.522,0.245,0.206,0.184,0.462,0.126,0.915814095374052
0,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,False,True,LT,-7.196,0.244,0.208,0.175,0.314,0.145,0.9131738635629476
1,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,False,True,ID,-10.41,0.29,0.264,0.192,0.917,0.046,0.9131738635629476
2,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,False,True,LS,-7.692,0.248,0.211,0.182,0.461,0.129,0.9131738635629476
0,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,False,False,LT,-7.196,0.244,0.208,0.175,0.314,0.145,0.9131738635629476
1,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,False,False,ID,-10.41,0.29,0.264,0.192,0.917,0.046,0.9131738635629476
2,0.5,mean,log,FSeq,Gauss-Newton,0.07,False,False,False,LS,-7.692,0.248,0.211,0.182,0.461,0.129,0.9131738635629476
0,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,True,True,LT,-7.763,0.257,0.214,0.172,-0.024,0.176,0.9680516624379252
1,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.572,0.282,0.248,0.165,0.876,0.058,0.9680516624379252
2,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.47,0.252,0.207,0.169,0.28,0.149,0.9680516624379252
0,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,True,False,LT,-7.763,0.257,0.214,0.172,-0.024,0.176,0.9680516624379252
1,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.572,0.282,0.248,0.165,0.876,0.058,0.9680516624379252
2,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.47,0.252,0.207,0.169,0.28,0.149,0.9680516624379252
0,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,False,True,LT,-7.773,0.258,0.214,0.172,-0.022,0.176,0.9688693001777684
1,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.578,0.282,0.248,0.165,0.875,0.058,0.9688693001777684
2,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.493,0.253,0.208,0.169,0.274,0.15,0.9688693001777684
0,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,False,False,LT,-7.773,0.258,0.214,0.172,-0.022,0.176,0.9688693001777684
1,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.578,0.282,0.248,0.165,0.875,0.058,0.9688693001777684
2,0.5,mean,log,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.493,0.253,0.208,0.169,0.274,0.15,0.9688693001777684
0,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,True,True,LT,-6.429,0.238,0.196,0.167,0.192,0.157,0.8984893971389916
1,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,True,True,ID,-9.168,0.278,0.24,0.17,0.988,0.019,0.8984893971389916
2,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.417,0.238,0.191,0.168,0.436,0.133,0.8984893971389916
0,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,True,False,LT,-6.429,0.238,0.196,0.167,0.192,0.157,0.8984893971389916
1,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,True,False,ID,-9.168,0.278,0.24,0.17,0.988,0.019,0.8984893971389916
2,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,True,False,LS,-6.417,0.238,0.191,0.168,0.436,0.133,0.8984893971389916
0,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,False,True,LT,-6.562,0.241,0.199,0.164,0.189,0.157,0.8964098968815041
1,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,False,True,ID,-9.29,0.28,0.243,0.168,0.986,0.02,0.8964098968815041
2,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,False,True,LS,-6.573,0.24,0.195,0.167,0.43,0.134,0.8964098968815041
0,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,False,False,LT,-6.562,0.241,0.199,0.164,0.189,0.157,0.8964098968815041
1,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,False,False,ID,-9.29,0.28,0.243,0.168,0.986,0.02,0.8964098968815041
2,0.5,mean,log,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.573,0.24,0.195,0.167,0.43,0.134,0.8964098968815041
0,0.5,mean,log,FSeq,ROPE,0.01,True,True,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.01,True,True,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.01,True,True,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.01,True,True,False,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.01,True,True,False,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.01,True,True,False,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.01,True,False,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.01,True,False,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.01,True,False,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.01,True,False,False,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.01,True,False,False,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.01,True,False,False,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.01,False,True,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.01,False,True,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.01,False,True,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.01,False,True,False,LT,-3.03,0.173,0.141,0.117,0.062,0.174,0.0652199894229345
1,0.5,mean,log,FSeq,ROPE,0.01,False,True,False,ID,-6.406,0.232,0.209,0.141,0.566,0.112,0.0652199894229345
2,0.5,mean,log,FSeq,ROPE,0.01,False,True,False,LS,-4.881,0.208,0.164,0.146,0.334,0.147,0.0652199894229345
0,0.5,mean,log,FSeq,ROPE,0.01,False,False,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.01,False,False,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.01,False,False,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.01,False,False,False,LT,-4.073,0.192,0.163,0.135,0.226,0.151,0.2169420242562533
1,0.5,mean,log,FSeq,ROPE,0.01,False,False,False,ID,-7.696,0.252,0.222,0.155,0.75,0.084,0.2169420242562533
2,0.5,mean,log,FSeq,ROPE,0.01,False,False,False,LS,-5.794,0.222,0.185,0.162,0.432,0.13,0.2169420242562533
0,0.5,mean,log,FSeq,ROPE,0.07,True,True,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.07,True,True,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.07,True,True,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.07,True,True,False,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.07,True,True,False,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.07,True,True,False,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.07,True,False,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.07,True,False,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.07,True,False,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.07,True,False,False,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.07,True,False,False,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.07,True,False,False,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.07,False,True,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.07,False,True,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.07,False,True,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.07,False,True,False,LT,-3.83,0.191,0.157,0.11,0.262,0.146,0.0743591286262366
1,0.5,mean,log,FSeq,ROPE,0.07,False,True,False,ID,-7.86,0.262,0.238,0.146,0.619,0.108,0.0743591286262366
2,0.5,mean,log,FSeq,ROPE,0.07,False,True,False,LS,-5.508,0.222,0.174,0.14,0.493,0.123,0.0743591286262366
0,0.5,mean,log,FSeq,ROPE,0.07,False,False,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.07,False,False,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.07,False,False,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.07,False,False,False,LT,-3.432,0.18,0.154,0.12,0.178,0.146,0.1036549090453561
1,0.5,mean,log,FSeq,ROPE,0.07,False,False,False,ID,-6.998,0.248,0.218,0.15,0.674,0.098,0.1036549090453561
2,0.5,mean,log,FSeq,ROPE,0.07,False,False,False,LS,-5.155,0.216,0.171,0.147,0.398,0.129,0.1036549090453561
0,0.5,mean,log,FSeq,ROPE,0.2,True,True,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.2,True,True,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.2,True,True,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.2,True,True,False,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.2,True,True,False,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.2,True,True,False,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.2,True,False,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.2,True,False,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.2,True,False,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.2,True,False,False,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.2,True,False,False,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.2,True,False,False,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.2,False,True,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.2,False,True,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.2,False,True,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.2,False,True,False,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.2,False,True,False,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.2,False,True,False,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.2,False,False,True,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.2,False,False,True,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.2,False,False,True,LS,,,,,,,
0,0.5,mean,log,FSeq,ROPE,0.2,False,False,False,LT,,,,,,,
1,0.5,mean,log,FSeq,ROPE,0.2,False,False,False,ID,,,,,,,
2,0.5,mean,log,FSeq,ROPE,0.2,False,False,False,LS,,,,,,,
0,0.5,mean,log,CS,Gauss-Newton,0.01,True,True,True,LT,-8.005,0.256,0.231,0.182,0.065,0.168,0.9697867218315313
1,0.5,mean,log,CS,Gauss-Newton,0.01,True,True,True,ID,-10.098,0.29,0.266,0.192,0.841,0.065,0.9697867218315313
2,0.5,mean,log,CS,Gauss-Newton,0.01,True,True,True,LS,-8.377,0.261,0.233,0.188,0.205,0.158,0.9697867218315313
0,0.5,mean,log,CS,Gauss-Newton,0.01,True,True,False,LT,-8.005,0.256,0.231,0.182,0.065,0.168,0.9697867218315313
1,0.5,mean,log,CS,Gauss-Newton,0.01,True,True,False,ID,-10.098,0.29,0.266,0.192,0.841,0.065,0.9697867218315313
2,0.5,mean,log,CS,Gauss-Newton,0.01,True,True,False,LS,-8.377,0.261,0.233,0.188,0.205,0.158,0.9697867218315313
0,0.5,mean,log,CS,Gauss-Newton,0.01,True,False,True,LT,-8.005,0.256,0.231,0.182,0.065,0.168,0.9697867218315313
1,0.5,mean,log,CS,Gauss-Newton,0.01,True,False,True,ID,-10.098,0.29,0.266,0.192,0.841,0.065,0.9697867218315313
2,0.5,mean,log,CS,Gauss-Newton,0.01,True,False,True,LS,-8.377,0.261,0.233,0.188,0.205,0.158,0.9697867218315313
0,0.5,mean,log,CS,Gauss-Newton,0.01,True,False,False,LT,-8.005,0.256,0.231,0.182,0.065,0.168,0.9697867218315313
1,0.5,mean,log,CS,Gauss-Newton,0.01,True,False,False,ID,-10.098,0.29,0.266,0.192,0.841,0.065,0.9697867218315313
2,0.5,mean,log,CS,Gauss-Newton,0.01,True,False,False,LS,-8.377,0.261,0.233,0.188,0.205,0.158,0.9697867218315313
0,0.5,mean,log,CS,Gauss-Newton,0.01,False,True,True,LT,-7.536,0.252,0.216,0.202,-0.014,0.174,0.9263207029398984
1,0.5,mean,log,CS,Gauss-Newton,0.01,False,True,True,ID,-11.226,0.294,0.274,0.228,0.467,0.122,0.9263207029398984
2,0.5,mean,log,CS,Gauss-Newton,0.01,False,True,True,LS,-8.485,0.264,0.222,0.215,0.03,0.172,0.9263207029398984
0,0.5,mean,log,CS,Gauss-Newton,0.01,False,True,False,LT,-7.536,0.252,0.216,0.202,-0.014,0.174,0.9263207029398984
1,0.5,mean,log,CS,Gauss-Newton,0.01,False,True,False,ID,-11.226,0.294,0.274,0.228,0.467,0.122,0.9263207029398984
2,0.5,mean,log,CS,Gauss-Newton,0.01,False,True,False,LS,-8.485,0.264,0.222,0.215,0.03,0.172,0.9263207029398984
0,0.5,mean,log,CS,Gauss-Newton,0.01,False,False,True,LT,-7.536,0.252,0.216,0.202,-0.014,0.174,0.9263207029398984
1,0.5,mean,log,CS,Gauss-Newton,0.01,False,False,True,ID,-11.226,0.294,0.274,0.228,0.467,0.122,0.9263207029398984
2,0.5,mean,log,CS,Gauss-Newton,0.01,False,False,True,LS,-8.485,0.264,0.222,0.215,0.03,0.172,0.9263207029398984
0,0.5,mean,log,CS,Gauss-Newton,0.01,False,False,False,LT,-7.536,0.252,0.216,0.202,-0.014,0.174,0.9263207029398984
1,0.5,mean,log,CS,Gauss-Newton,0.01,False,False,False,ID,-11.226,0.294,0.274,0.228,0.467,0.122,0.9263207029398984
2,0.5,mean,log,CS,Gauss-Newton,0.01,False,False,False,LS,-8.485,0.264,0.222,0.215,0.03,0.172,0.9263207029398984
0,0.5,mean,log,CS,Gauss-Newton,0.07,True,True,True,LT,-7.494,0.253,0.208,0.17,0.037,0.17,0.9646492114110476
1,0.5,mean,log,CS,Gauss-Newton,0.07,True,True,True,ID,-9.333,0.279,0.244,0.163,0.938,0.042,0.9646492114110476
2,0.5,mean,log,CS,Gauss-Newton,0.07,True,True,True,LS,-7.188,0.25,0.207,0.168,0.319,0.144,0.9646492114110476
0,0.5,mean,log,CS,Gauss-Newton,0.07,True,True,False,LT,-7.494,0.253,0.208,0.17,0.037,0.17,0.9646492114110476
1,0.5,mean,log,CS,Gauss-Newton,0.07,True,True,False,ID,-9.333,0.279,0.244,0.163,0.938,0.042,0.9646492114110476
2,0.5,mean,log,CS,Gauss-Newton,0.07,True,True,False,LS,-7.188,0.25,0.207,0.168,0.319,0.144,0.9646492114110476
0,0.5,mean,log,CS,Gauss-Newton,0.07,True,False,True,LT,-7.494,0.253,0.208,0.17,0.037,0.17,0.9646492114110476
1,0.5,mean,log,CS,Gauss-Newton,0.07,True,False,True,ID,-9.333,0.279,0.244,0.163,0.938,0.042,0.9646492114110476
2,0.5,mean,log,CS,Gauss-Newton,0.07,True,False,True,LS,-7.188,0.25,0.207,0.168,0.319,0.144,0.9646492114110476
0,0.5,mean,log,CS,Gauss-Newton,0.07,True,False,False,LT,-7.494,0.253,0.208,0.17,0.037,0.17,0.9646492114110476
1,0.5,mean,log,CS,Gauss-Newton,0.07,True,False,False,ID,-9.333,0.279,0.244,0.163,0.938,0.042,0.9646492114110476
2,0.5,mean,log,CS,Gauss-Newton,0.07,True,False,False,LS,-7.188,0.25,0.207,0.168,0.319,0.144,0.9646492114110476
0,0.5,mean,log,CS,Gauss-Newton,0.07,False,True,True,LT,-6.284,0.234,0.194,0.172,0.142,0.163,0.8910720386169952
1,0.5,mean,log,CS,Gauss-Newton,0.07,False,True,True,ID,-8.576,0.27,0.236,0.173,0.966,0.031,0.8910720386169952
2,0.5,mean,log,CS,Gauss-Newton,0.07,False,True,True,LS,-6.678,0.24,0.198,0.176,0.363,0.143,0.8910720386169952
0,0.5,mean,log,CS,Gauss-Newton,0.07,False,True,False,LT,-6.284,0.234,0.194,0.172,0.142,0.163,0.8910720386169952
1,0.5,mean,log,CS,Gauss-Newton,0.07,False,True,False,ID,-8.576,0.27,0.236,0.173,0.966,0.031,0.8910720386169952
2,0.5,mean,log,CS,Gauss-Newton,0.07,False,True,False,LS,-6.678,0.24,0.198,0.176,0.363,0.143,0.8910720386169952
0,0.5,mean,log,CS,Gauss-Newton,0.07,False,False,True,LT,-6.284,0.234,0.194,0.172,0.142,0.163,0.8910720386169952
1,0.5,mean,log,CS,Gauss-Newton,0.07,False,False,True,ID,-8.576,0.27,0.236,0.173,0.966,0.031,0.8910720386169952
2,0.5,mean,log,CS,Gauss-Newton,0.07,False,False,True,LS,-6.678,0.24,0.198,0.176,0.363,0.143,0.8910720386169952
0,0.5,mean,log,CS,Gauss-Newton,0.07,False,False,False,LT,-6.284,0.234,0.194,0.172,0.142,0.163,0.8910720386169952
1,0.5,mean,log,CS,Gauss-Newton,0.07,False,False,False,ID,-8.576,0.27,0.236,0.173,0.966,0.031,0.8910720386169952
2,0.5,mean,log,CS,Gauss-Newton,0.07,False,False,False,LS,-6.678,0.24,0.198,0.176,0.363,0.143,0.8910720386169952
0,0.5,mean,log,CS,Gauss-Newton,0.2,True,True,True,LT,-7.406,0.25,0.208,0.168,0.02,0.172,0.9574103985139696
1,0.5,mean,log,CS,Gauss-Newton,0.2,True,True,True,ID,-9.233,0.278,0.24,0.162,0.898,0.054,0.9574103985139696
2,0.5,mean,log,CS,Gauss-Newton,0.2,True,True,True,LS,-7.132,0.248,0.201,0.168,0.339,0.144,0.9574103985139696
0,0.5,mean,log,CS,Gauss-Newton,0.2,True,True,False,LT,-7.406,0.25,0.208,0.168,0.02,0.172,0.9574103985139696
1,0.5,mean,log,CS,Gauss-Newton,0.2,True,True,False,ID,-9.233,0.278,0.24,0.162,0.898,0.054,0.9574103985139696
2,0.5,mean,log,CS,Gauss-Newton,0.2,True,True,False,LS,-7.132,0.248,0.201,0.168,0.339,0.144,0.9574103985139696
0,0.5,mean,log,CS,Gauss-Newton,0.2,True,False,True,LT,-7.406,0.25,0.208,0.168,0.02,0.172,0.9574103985139696
1,0.5,mean,log,CS,Gauss-Newton,0.2,True,False,True,ID,-9.233,0.278,0.24,0.162,0.898,0.054,0.9574103985139696
2,0.5,mean,log,CS,Gauss-Newton,0.2,True,False,True,LS,-7.132,0.248,0.201,0.168,0.339,0.144,0.9574103985139696
0,0.5,mean,log,CS,Gauss-Newton,0.2,True,False,False,LT,-7.406,0.25,0.208,0.168,0.02,0.172,0.9574103985139696
1,0.5,mean,log,CS,Gauss-Newton,0.2,True,False,False,ID,-9.233,0.278,0.24,0.162,0.898,0.054,0.9574103985139696
2,0.5,mean,log,CS,Gauss-Newton,0.2,True,False,False,LS,-7.132,0.248,0.201,0.168,0.339,0.144,0.9574103985139696
0,0.5,mean,log,CS,Gauss-Newton,0.2,False,True,True,LT,-6.032,0.229,0.186,0.165,0.095,0.166,0.8795891347425393
1,0.5,mean,log,CS,Gauss-Newton,0.2,False,True,True,ID,-8.418,0.262,0.224,0.162,0.957,0.036,0.8795891347425393
2,0.5,mean,log,CS,Gauss-Newton,0.2,False,True,True,LS,-6.183,0.234,0.188,0.169,0.381,0.139,0.8795891347425393
0,0.5,mean,log,CS,Gauss-Newton,0.2,False,True,False,LT,-6.032,0.229,0.186,0.165,0.095,0.166,0.8795891347425393
1,0.5,mean,log,CS,Gauss-Newton,0.2,False,True,False,ID,-8.418,0.262,0.224,0.162,0.957,0.036,0.8795891347425393
2,0.5,mean,log,CS,Gauss-Newton,0.2,False,True,False,LS,-6.183,0.234,0.188,0.169,0.381,0.139,0.8795891347425393
0,0.5,mean,log,CS,Gauss-Newton,0.2,False,False,True,LT,-6.032,0.229,0.186,0.165,0.095,0.166,0.8795891347425393
1,0.5,mean,log,CS,Gauss-Newton,0.2,False,False,True,ID,-8.418,0.262,0.224,0.162,0.957,0.036,0.8795891347425393
2,0.5,mean,log,CS,Gauss-Newton,0.2,False,False,True,LS,-6.183,0.234,0.188,0.169,0.381,0.139,0.8795891347425393
0,0.5,mean,log,CS,Gauss-Newton,0.2,False,False,False,LT,-6.032,0.229,0.186,0.165,0.095,0.166,0.8795891347425393
1,0.5,mean,log,CS,Gauss-Newton,0.2,False,False,False,ID,-8.418,0.262,0.224,0.162,0.957,0.036,0.8795891347425393
2,0.5,mean,log,CS,Gauss-Newton,0.2,False,False,False,LS,-6.183,0.234,0.188,0.169,0.381,0.139,0.8795891347425393
0,0.5,mean,log,CS,ROPE,0.01,True,True,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,True,True,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,True,True,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,True,True,False,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,True,True,False,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,True,True,False,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,True,False,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,True,False,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,True,False,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,True,False,False,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,True,False,False,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,True,False,False,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,False,True,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,False,True,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,False,True,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,False,True,False,LT,-2.907,0.174,0.143,0.131,0.064,0.164,0.0710210943009391
1,0.5,mean,log,CS,ROPE,0.01,False,True,False,ID,-6.12,0.233,0.207,0.146,0.709,0.094,0.0710210943009391
2,0.5,mean,log,CS,ROPE,0.01,False,True,False,LS,-4.559,0.203,0.162,0.153,0.33,0.139,0.0710210943009391
0,0.5,mean,log,CS,ROPE,0.01,False,False,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,False,False,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,False,False,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,False,False,False,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,False,False,False,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,False,False,False,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,True,True,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,True,True,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,True,True,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,True,True,False,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,True,True,False,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,True,True,False,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,True,False,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,True,False,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,True,False,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,True,False,False,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,True,False,False,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,True,False,False,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,False,True,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,False,True,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,False,True,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,False,True,False,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,False,True,False,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,False,True,False,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,False,False,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,False,False,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,False,False,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,False,False,False,LT,-3.593,0.183,0.148,0.13,0.295,0.141,0.1856270613586522
1,0.5,mean,log,CS,ROPE,0.07,False,False,False,ID,-7.502,0.247,0.224,0.16,0.718,0.084,0.1856270613586522
2,0.5,mean,log,CS,ROPE,0.07,False,False,False,LS,-5.552,0.22,0.178,0.16,0.489,0.126,0.1856270613586522
0,0.5,mean,log,CS,ROPE,0.2,True,True,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,True,True,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,True,True,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,True,True,False,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,True,True,False,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,True,True,False,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,True,False,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,True,False,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,True,False,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,True,False,False,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,True,False,False,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,True,False,False,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,False,True,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,False,True,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,False,True,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,False,True,False,LT,-3.152,0.178,0.14,0.121,0.212,0.146,0.0201081705082019
1,0.5,mean,log,CS,ROPE,0.2,False,True,False,ID,-6.817,0.245,0.211,0.152,0.706,0.092,0.0201081705082019
2,0.5,mean,log,CS,ROPE,0.2,False,True,False,LS,-4.893,0.21,0.16,0.15,0.478,0.122,0.0201081705082019
0,0.5,mean,log,CS,ROPE,0.2,False,False,True,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,False,False,True,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,False,False,True,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,False,False,False,LT,-3.681,0.193,0.166,0.127,0.078,0.166,0.004982028415428
