cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,FSeq,ROPE,0.01,False,False,True,LT,-1.57,0.14,-0.79,0.234
0.3,10,FSeq,ROPE,0.01,False,False,True,ID,-3.846,0.19,0.053,0.164
0.3,10,FSeq,ROPE,0.01,False,False,True,LS,-1.363,0.132,-0.227,0.188
