cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,30,closest,FSeq,ROPE,0.07,True,True,True,LT,-15.306,0.206,-0.248,0.22
0.2,30,closest,FSeq,ROPE,0.07,True,True,True,ID,-14.298,0.198,-0.292,0.219
0.2,30,closest,FSeq,ROPE,0.07,True,True,True,LS,-14.344,0.201,-0.214,0.214
