cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,closest,CS,ROPE,0.07,False,False,False,LT,-1.34,0.075,-0.096,0.203
0.3,20,closest,CS,ROPE,0.07,False,False,False,ID,-1.97,0.085,-0.137,0.207
0.3,20,closest,CS,ROPE,0.07,False,False,False,LS,-1.364,0.076,-0.13,0.205
