cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,closest,CS,ROPE,0.07,True,True,True,LT,-2.883,0.174,-1.078,0.248
0.3,30,closest,CS,ROPE,0.07,True,True,True,ID,-4.414,0.204,-0.049,0.179
0.3,30,closest,CS,ROPE,0.07,True,True,True,LS,-1.857,0.149,-0.346,0.2
