cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,mean,FSlin,Gauss-Newton,0.01,True,True,True,LT,-9.971,0.167,0.771,0.088
0.3,20,mean,FSlin,Gauss-Newton,0.01,True,True,True,ID,-9.11,0.155,0.8,0.085
0.3,20,mean,FSlin,Gauss-Newton,0.01,True,True,True,LS,-9.54,0.163,0.764,0.09
