cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,FSlin,ROPE,0.01,False,True,True,LT,-2.914,0.174,-0.766,0.225
0.2,20,FSlin,ROPE,0.01,False,True,True,ID,-5.474,0.224,-0.076,0.176
0.2,20,FSlin,ROPE,0.01,False,True,True,LS,-2.47,0.164,-0.09,0.172
