Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
0.5,closest,observed,FSeq,Gauss-Newton,0.01,True,False,True,LT,-7.874,0.26,0.222,0.178,0.058,0.168,0.9788038401272484
0.5,closest,observed,FSeq,Gauss-Newton,0.01,True,False,True,ID,-9.77,0.292,0.258,0.178,0.913,0.051,0.9788038401272484
0.5,closest,observed,FSeq,Gauss-Newton,0.01,True,False,True,LS,-7.884,0.258,0.225,0.178,0.32,0.139,0.9788038401272484
