cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,30,mean,FSeq,Gauss-Newton,0.07,False,True,True,LT,-5.666,0.225,-1.43,0.29
0.4,30,mean,FSeq,Gauss-Newton,0.07,False,True,True,ID,-8.74,0.268,-1.95,0.324
0.4,30,mean,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.197,0.232,-1.596,0.3
