cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,closest,CS,ROPE,0.01,True,False,False,LT,-0.956,0.072,-0.013,0.199
0.3,30,closest,CS,ROPE,0.01,True,False,False,ID,-1.732,0.084,-0.07,0.198
0.3,30,closest,CS,ROPE,0.01,True,False,False,LS,-1.006,0.073,-0.054,0.201
