cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,10,FSeq,ROPE,0.01,True,False,True,LT,-3.455,0.182,-1.006,0.242
0.4,10,FSeq,ROPE,0.01,True,False,True,ID,-5.25,0.218,-0.136,0.186
0.4,10,FSeq,ROPE,0.01,True,False,True,LS,-2.277,0.154,-0.22,0.188
