cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,10,closest,CS,ROPE,0.01,True,True,True,LT,-3.162,0.18,-1.186,0.254
0.4,10,closest,CS,ROPE,0.01,True,True,True,ID,-4.965,0.216,-0.29,0.194
0.4,10,closest,CS,ROPE,0.01,True,True,True,LS,-1.981,0.154,-0.401,0.202
