x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP
553916.5593368076,5645421.617815467,28.55,32700.119999999995,141.93869451472005,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.559336117,5645421.617881828,28.55,32700.320000000007,141.73869451472007,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.559335293,5645421.617961006,28.55,32700.520000000004,142.13869451472004,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5593343241,5645421.6180541115,28.55,32700.72,142.03869451472005,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5593109574,5645421.620299481,28.55,32700.92,141.73869451472007,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5592792488,5645421.623346425,28.55,32701.11,141.83869451472006,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.5900813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5591370432,5645421.628731376,28.55,32702.130000000005,141.73869451472007,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.5900813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5590199933,5645421.628730148,28.55,32702.33,141.83869451472006,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5587411211,5645421.628727231,28.55,32702.61,141.93869451472005,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.5900813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5585727699,5645421.628725477,28.55,32702.729999999996,142.03869451472005,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5556438239,5645421.628694996,28.55,32702.929999999993,142.03869451472005,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
553916.5515668521,5645421.628652568,28.55,32703.130000000005,142.03869451472005,70.05267031627506,137.48585600376808,107.76013146921886,102.17148127979242,129.73283002777495,1.6000813411032553,0.2645036055436795,3.311992022917812,0.37360745942765766,4.544878883561502,-4.266518388894561
