x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP
41744.094,204213.781,0.15,45216.1,140.3191485,47.32570389,217.5529032,117.1122885,246.9525606,217.9470487,1.010119097,0.060182897,6.95616206,1.754439321,32.59755408,16.89942736
41744.093,204213.781,0.15,45217.89,140.3191485,47.32570389,216.7529032,117.1122885,246.9525606,217.9470487,1.010119097,0.060182897,6.97616206,1.754439321,32.59755408,16.89942736
41744.093,204213.783,0.15,45230.1,140.3191485,47.32570389,217.2529032,117.2122885,246.9525606,217.9470487,1.010119097,0.060182897,6.97616206,1.724439321,32.59755408,16.89942736
41744.093,204213.783,0.15,45231.12,140.3191485,47.32570389,216.4529032,117.2122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.59755408,16.89942736
41744.093,204213.783,0.15,45231.3,140.3191485,47.32570389,216.8529032,117.2122885,246.9525606,217.9470487,1.010119097,0.060182897,6.99616206,1.724439321,32.59755408,16.89942736
41744.093,204213.783,0.15,45231.5,140.3191485,47.32570389,216.9529032,117.2122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.59755408,16.89942736
41744.093,204213.783,0.15,45231.7,140.3191485,47.32570389,216.9529032,117.2122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.59755408,16.89942736
41744.092,204213.784,0.15,45231.9,140.3191485,47.32570389,216.8529032,117.2122885,246.9525606,217.9470487,1.010119097,0.060182897,6.99616206,1.724439321,32.59755408,16.89942736
41744.092,204213.786,0.15,45258.1,140.3191485,47.32570389,216.5529032,117.0122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.744439321,32.59755408,16.89942736
41744.092,204213.786,0.15,45258.71,140.3191485,47.32570389,217.3529032,117.0122885,246.9525606,217.9470487,1.010119097,0.060182897,6.99616206,1.744439321,32.59755408,16.89942736
41744.091,204213.786,0.15,45258.91,140.3191485,47.32570389,217.3529032,117.0122885,246.9525606,217.9470487,1.010119097,0.060182897,6.99616206,1.754439321,32.59755408,16.89942736
41744.091,204213.788,0.15,45260.12,140.3191485,47.32570389,216.7529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.764439321,32.59755408,16.89942736
41744.091,204213.788,0.15,45261.52,140.3191485,47.32570389,217.2529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,6.99616206,1.764439321,32.59755408,16.89942736
41744.091,204213.788,0.15,45261.73,140.3191485,47.32570389,217.0529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,6.97616206,1.764439321,32.59755408,16.89942736
41744.09,204213.789,0.15,45261.93,140.3191485,47.32570389,217.0529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.734439321,32.59755408,16.89942736
41744.09,204213.791,0.15,45269.31,140.3191485,47.32570389,217.2529032,116.3122885,246.9525606,217.9470487,1.010119097,0.060182897,6.96616206,1.724439321,32.59755408,16.89942736
41744.089,204213.791,0.15,45274.5,140.3191485,47.32570389,216.7529032,116.3122885,246.9525606,217.9470487,1.010119097,0.060182897,6.93616206,1.724439321,32.59755408,16.89942736
41744.089,204213.793,0.15,45301.11,140.3191485,47.32570389,216.9529032,117.0122885,246.9525606,217.9470487,1.010119097,0.060182897,6.99616206,1.714439321,32.59755408,16.89942736
41744.089,204213.793,0.15,45312.14,140.3191485,47.32570389,216.8529032,117.0122885,246.9525606,217.9470487,1.010119097,0.060182897,6.96616206,1.714439321,32.59755408,16.89942736
41744.088,204213.794,0.15,45314.09,140.3191485,47.32570389,216.9529032,117.3122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.59755408,16.89942736
41744.088,204213.795,0.15,45318.72,140.3191485,47.32570389,216.8529032,117.3122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.59755408,16.89942736
41744.087,204213.796,0.15,45319.96,140.3191485,47.32570389,216.6529032,117.3122885,246.9525606,217.9470487,1.010119097,0.060182897,6.96616206,1.724439321,32.59755408,16.89942736
41744.087,204213.797,0.15,45340.14,140.3191485,47.32570389,217.1529032,117.5122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.724439321,32.59755408,16.89942736
41744.086,204213.799,0.15,45345.09,140.3191485,47.32570389,216.8529032,117.5122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.59755408,16.89942736
41744.086,204213.8,0.15,45345.29,140.3191485,47.32570389,216.9529032,117.5122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.724439321,32.59755408,16.89942736
41744.086,204213.8,0.15,45345.5,140.3191485,47.32570389,216.9529032,117.5122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.724439321,32.59755408,16.89942736
41744.086,204213.8,0.15,45345.7,140.3191485,47.32570389,217.0529032,117.5122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.724439321,32.59755408,16.89942736
41744.085,204213.803,0.15,45346.9,140.3191485,47.32570389,216.7529032,117.4122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.694439321,32.59755408,16.89942736
41744.079,204213.817,0.15,45448.11,140.3191485,47.32570389,216.8529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,7.02616206,1.714439321,32.59755408,16.89942736
41744.078,204213.819,0.15,45476.72,140.3191485,47.32570389,216.9529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,6.99616206,1.714439321,32.59755408,16.89942736
41744.078,204213.819,0.15,45477.13,140.3191485,47.32570389,216.9529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,7.04616206,1.714439321,32.59755408,16.89942736
41744.078,204213.819,0.15,45477.33,140.3191485,47.32570389,216.8529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,7.01616206,1.714439321,32.59755408,16.89942736
41744.078,204213.819,0.15,45477.53,140.3191485,47.32570389,216.9529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.714439321,32.59755408,16.89942736
41744.078,204213.819,0.15,45477.94,140.3191485,47.32570389,217.0529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.714439321,32.59755408,16.89942736
41744.077,204213.822,0.15,45485.13,140.3191485,47.32570389,217.1529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.714439321,32.59755408,16.89942736
41744.077,204213.822,0.15,45485.33,140.3191485,47.32570389,216.8529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,6.98616206,1.714439321,32.59755408,16.89942736
41744.077,204213.822,0.15,45485.53,140.3191485,47.32570389,216.9529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.714439321,32.59755408,16.89942736
41744.077,204213.822,0.15,45485.73,140.3191485,47.32570389,217.1529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,7.02616206,1.714439321,32.59755408,16.89942736
41744.076,204213.824,0.15,45485.93,140.3191485,47.32570389,217.2529032,116.9122885,246.9525606,217.9470487,1.010119097,0.060182897,7.00616206,1.714439321,32.59755408,16.89942736
41744.075,204213.827,0.15,45486.1,140.3191485,47.32570389,217.1529032,116.9122885,244.2525606,217.9470487,1.010119097,0.060182897,6.99616206,1.714439321,32.60755408,16.89942736
41744.074,204213.83,0.15,45486.3,140.3191485,47.32570389,216.8529032,116.9122885,244.2525606,217.9470487,1.010119097,0.060182897,6.98616206,1.714439321,32.60755408,16.89942736
41744.073,204213.832,0.15,45486.51,140.3191485,47.32570389,216.9529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.99616206,1.724439321,32.60755408,16.89942736
41744.073,204213.832,0.15,45486.71,140.3191485,47.32570389,216.7529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.99616206,1.724439321,32.60755408,16.89942736
41744.072,204213.833,0.15,45487.91,140.3191485,47.32570389,217.1529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,7.00616206,1.724439321,32.60755408,16.89942736
41744.072,204213.834,0.15,45488.11,140.3191485,47.32570389,217.4529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,7.00616206,1.724439321,32.60755408,16.89942736
41744.071,204213.836,0.15,45488.31,140.3191485,47.32570389,217.4529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,7.00616206,1.724439321,32.60755408,16.89942736
41744.071,204213.837,0.15,45488.51,140.3191485,47.32570389,217.3529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.60755408,16.89942736
41744.071,204213.837,0.15,45491.13,140.3191485,47.32570389,217.5529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.60755408,16.89942736
41744.071,204213.837,0.15,45491.33,140.3191485,47.32570389,217.5529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.60755408,16.89942736
41744.071,204213.837,0.15,45491.53,140.3191485,47.32570389,217.0529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.60755408,16.89942736
41744.071,204213.837,0.15,45491.73,140.3191485,47.32570389,216.7529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.97616206,1.724439321,32.60755408,16.89942736
41744.07,204213.839,0.15,45491.94,140.3191485,47.32570389,216.8529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,7.00616206,1.724439321,32.60755408,16.89942736
41744.069,204213.841,0.15,45492.1,140.3191485,47.32570389,217.2529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.98616206,1.724439321,32.60755408,16.89942736
41744.067,204213.845,0.15,45492.29,140.3191485,47.32570389,217.1529032,116.8122885,244.2525606,217.9470487,1.010119097,0.060182897,6.97616206,1.724439321,32.60755408,16.89942736
