,coilconfig,slope,intercept
0,HCP1QP,1.5410503193137703,-66.45917857366962
1,PRP1QP,2.0325164557723006,-31.694150358768198
2,HCP2QP,1.2856169641243733,-37.245259754603154
3,PRP2QP,1.617443146801741,-34.39264019346402
4,HCP4QP,0.9276330208296761,13.469100056222203
5,PRP4QP,1.3565723781861598,-42.807022149195774
