x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,119.60147513819017,56.06040597393518,158.49021214038552,88.02434922963204,236.47708643604378,143.49940599443048,1.96,0.12,6.41,0.41,26.9,0.68,11.0
41668.31481,204315.4004,0.7204512,53970.75,119.60147513819017,56.06040597393518,158.49021214038552,88.02434922963204,236.47708643604378,143.49940599443048,1.96,0.12,6.41,0.41,26.9,0.68,12.0
41668.44947,204314.7587,0.692525,53970.95,123.37997634881275,58.874239659870184,164.33836323422798,93.17945960783818,239.56349609123313,152.25090506348778,1.99,0.19,6.38,0.45,27.16,1.34,13.0
41668.57399,204314.1439,0.6645152,53971.14,126.3367469385228,65.06593709403428,168.74518832285014,96.6582188365932,245.57580096958847,162.09479512644276,1.97,0.25,6.33,0.34,27.62,2.49,14.0
41668.70589,204313.4887,0.6504672,53971.34,129.77184432705593,69.57007951128425,175.4559132270199,102.78005490940699,253.03362229653453,171.2757214587485,1.94,0.25,6.35,0.38,28.03,2.57,15.0
41668.70589,204313.4887,0.6504672,53971.34,129.77184432705593,69.57007951128425,175.4559132270199,102.78005490940699,253.03362229653453,171.2757214587485,1.94,0.25,6.35,0.38,28.03,2.57,16.0
41668.84943,204312.794,0.65,53971.55,136.65873665221133,71.54093007135364,183.83344704439634,110.71003390311894,263.40403700158527,179.66654922665342,1.98,0.2,6.55,0.57,28.55,2.63,17.0
41668.98012,204312.1909,0.65,53971.75,142.3748426510528,71.25936925439149,194.18731389773546,115.15937957364419,277.1254779954595,187.8520813496048,1.99,0.19,6.8,0.69,29.27,3.74,18.0
41669.12606,204311.5522,0.65,53971.94,146.67165904968817,70.4147082760564,202.97843584637724,115.76084919196511,294.00002655614327,195.9491053696481,2.0,0.18,6.92,0.65,29.88,4.19,19.0
41669.12606,204311.5522,0.65,53971.94,146.67165904968817,70.4147082760564,202.97843584637724,115.76084919196511,294.00002655614327,195.9491053696481,2.0,0.18,6.92,0.65,29.88,4.19,20.0
41669.28864,204310.8778,0.65,53972.15,149.89969233993034,70.27393457799334,209.89224556832283,117.2045770462318,312.5486842562522,201.682744003662,2.01,0.13,6.95,0.62,30.56,4.05,21.0
41669.46967,204310.1615,0.643925,53972.36,153.01252560209093,72.10406243973648,214.8950004348225,119.00963544921618,328.9056931608467,202.7594737347654,2.02,0.16,7.0,0.74,31.35,4.46,22.0
41669.46967,204310.1615,0.643925,53972.36,153.01252560209093,72.10406243973648,214.8950004348225,119.00963544921618,328.9056931608467,202.7594737347654,2.02,0.16,7.0,0.74,31.35,4.46,23.0
41669.65117,204309.472,0.621825,53972.55,155.17005258167902,73.37116259026106,217.54371140886363,118.76893540801373,339.77239164725165,202.04159515135558,2.03,0.22,7.21,0.78,32.09,4.98,24.0
41669.81435,204308.8737,0.592525,53972.76,156.36955443205923,72.66720911918641,219.49909122333844,118.04688252294319,343.9136715246535,202.1612252537525,2.06,0.19,7.41,0.7,32.53,5.44,25.0
41670.00186,204308.2093,0.565625,53972.96,157.44963928278108,71.9632780061342,221.17762783802314,118.76893540801373,344.4686575738285,202.6398109751568,2.1,0.16,7.33,0.72,32.93,5.55,26.0
41670.00186,204308.2093,0.565625,53972.96,157.44963928278108,71.9632780061342,221.17762783802314,118.76893540801373,344.4686575738285,202.6398109751568,2.1,0.16,7.33,0.72,32.93,5.55,27.0
41670.15453,204307.6858,0.550725,53973.13,157.80977964070198,71.11859018813867,221.17762783802314,120.213253747447,343.6364912334334,203.11850120066316,2.11,0.19,7.33,0.74,33.31,5.27,28.0
41670.3466,204307.0499,0.5553312,53973.33,158.53022806626456,71.11859018813867,224.12061135971433,121.17629009790846,343.35931094221314,204.55519923163746,2.1,0.2,7.35,0.76,33.74,5.99,29.0
41670.52277,204306.4886,0.5553312,53973.53,158.77042725254208,70.69625835689966,225.2436037423881,121.41706886690078,345.0242112701311,207.43142147345037,2.07,0.2,7.33,0.74,34.16,6.82,30.0
41670.73131,204305.8502,0.5768192,53973.73,159.01065123565436,71.11859018813867,226.08651993838015,122.13945241136595,352.8737035949586,210.43149996980858,2.08,0.15,7.32,0.71,34.5,6.24,31.0
41670.73131,204305.8502,0.5768192,53973.73,159.01065123565436,71.11859018813867,226.08651993838015,122.13945241136595,352.8737035949586,210.43149996980858,2.08,0.15,7.32,0.71,34.5,6.24,32.0
41670.91631,204305.3064,0.607475,53973.93,159.3710336702073,71.68171182182249,228.9003991430421,122.25985655660763,367.52051281016065,212.11333594818618,2.08,0.14,7.4,0.75,34.96,6.2,33.0
41671.12674,204304.7098,0.634375,53974.15,159.61131965793595,70.4147082760564,232.99188672212827,119.73178280996054,383.8517543640374,212.59409709772004,2.07,0.19,7.48,0.76,35.51,6.91,34.0
41671.35487,204304.085,0.6489632,53974.35,160.0919659210107,67.31789367699523,235.25501578723456,116.00145081782337,398.5908510381601,212.59409709772004,2.08,0.18,7.53,0.68,36.03,7.1,35.0
41671.59446,204303.4493,0.643925,53974.56,158.8905361475922,64.92519742257934,235.82143769446284,114.19713054261202,410.9228133882911,212.11333594818618,2.1,0.15,7.53,0.68,36.45,6.95,36.0
41671.59446,204303.4493,0.643925,53974.56,158.8905361475922,64.92519742257934,235.82143769446284,114.19713054261202,410.9228133882911,212.11333594818618,2.1,0.15,7.53,0.68,36.45,6.95,37.0
41671.80629,204302.9022,0.6204512,53974.76,159.25089998380304,65.76964889190364,236.5298247576788,115.03909155611021,417.0524950677716,210.1913427819933,2.1,0.15,7.56,0.7,36.84,6.47,38.0
41672.04435,204302.3028,0.592525,53974.96,162.1358158250411,67.0363865646717,238.51543521791695,116.84361851104619,415.43151847686863,209.1109603396556,2.09,0.17,7.64,0.72,37.2,5.7,39.0
41672.25241,204301.7912,0.5645152,53975.14,163.45925638100525,66.47338308594254,238.51543521791695,117.68588265187837,409.0039082490639,208.63096095180538,2.1,0.2,7.64,0.76,37.36,5.35,40.0
41672.50386,204301.1875,0.5504672,53975.34,162.37638595985436,65.76964889190364,240.93074687976355,117.80621397425618,400.78013408662264,209.4710287561341,2.13,0.21,7.83,0.75,37.33,5.8,41.0
41672.71463,204300.6931,0.55,53975.53,162.1358158250411,65.91039393926135,240.93074687976355,118.88928444467591,394.24298870828756,211.87299481863724,2.14,0.2,7.83,0.74,37.29,6.48,42.0
41672.71463,204300.6931,0.55,53975.53,162.1358158250411,65.91039393926135,240.93074687976355,118.88928444467591,394.24298870828756,211.87299481863724,2.14,0.2,7.83,0.74,37.29,6.48,43.0
41672.97563,204300.0954,0.55,53975.74,162.73728741560987,66.33263445543888,239.65147684612793,121.29667849809003,388.4074017205532,214.63850619661963,2.13,0.17,7.9,0.77,37.28,7.0,44.0
41673.24592,204299.4919,0.55,53975.94,163.45925638100525,67.45864857672528,241.35745798025386,123.46400626201478,382.9459251967186,217.76893147342906,2.13,0.15,7.87,0.79,37.43,6.99,45.0
41673.52098,204298.892,0.55,53976.16,165.02428118962214,68.0216771302116,241.92663008780073,125.27059983878137,383.8517543640374,221.3865045710835,2.12,0.16,7.89,0.89,37.5,7.17,46.0
41673.52098,204298.892,0.55,53976.16,165.02428118962214,68.0216771302116,241.92663008780073,125.27059983878137,383.8517543640374,221.3865045710835,2.12,0.16,7.89,0.89,37.5,7.17,47.0
41673.78986,204298.3172,0.55,53976.36,164.90385786824484,67.88091864890359,241.92663008780073,125.02969511143974,392.0844534463143,224.88915144189085,2.13,0.19,7.95,0.9,37.77,7.49,48.0
41674.09147,204297.6848,0.55,53976.57,164.06106626905907,68.86624681979966,243.49317239268993,124.18659055467499,406.14042676626116,227.18701223615741,2.15,0.17,8.02,0.82,38.1,7.45,49.0
41674.34996,204297.1527,0.55,53976.74,164.30183316191912,67.59940437203619,248.2044091155543,123.94572125261338,425.90661326526345,228.15524971259893,2.2,0.19,8.01,0.85,38.45,7.38,50.0
41674.60376,204296.6378,0.55,53976.94,164.90385786824484,65.2066776613578,252.64598223836438,122.25985655660763,446.56529980179533,227.5500514569552,2.21,0.25,8.04,0.9,38.96,7.2,51.0
41674.60376,204296.6378,0.55,53976.94,164.90385786824484,65.2066776613578,252.64598223836438,122.25985655660763,446.56529980179533,227.5500514569552,2.21,0.25,8.04,0.9,38.96,7.2,52.0
41674.89751,204296.0484,0.55,53977.15,166.83136553248832,65.91039393926135,253.9383507217331,119.85214759256891,462.0723962046633,225.97731316228692,2.18,0.22,8.16,0.86,39.39,7.5,53.0
41675.19683,204295.4501,0.55,53977.35,168.2780223466592,66.1918867208572,254.36942815390557,119.12998842146058,466.39581563717013,223.55990544338317,2.16,0.18,8.14,0.77,39.61,7.99,54.0
41675.50823,204294.8259,0.55,53977.56,169.2429475133322,67.0363865646717,253.9383507217331,121.17629009790846,456.3716991957359,221.02447957810708,2.16,0.14,8.09,0.76,39.65,7.6,55.0
41675.50823,204294.8259,0.55,53977.56,169.2429475133322,67.0363865646717,253.9383507217331,121.17629009790846,456.3716991957359,221.02447957810708,2.16,0.14,8.09,0.76,39.65,7.6,56.0
41675.77523,204294.2865,0.55,53977.75,171.05323008979516,69.28854374914131,253.6510457122077,124.90924569943695,441.0552200181417,219.81815940725585,2.16,0.14,8.08,0.79,39.6,7.34,57.0
41676.04072,204293.7455,0.55,53977.96,173.46905936021054,72.24484776774116,254.5131526545648,129.8492853902839,422.9362081494689,221.50719280228722,2.17,0.19,8.08,0.82,39.52,7.81,58.0
41676.29089,204293.231,0.55,53978.14,175.8873008004735,74.77913659287955,255.95127769686982,134.67202445499453,406.7754050631588,226.34015316921284,2.17,0.18,8.15,0.81,39.45,7.92,59.0
41676.59609,204292.5978,0.55,53978.34,177.21835787316311,76.4688233842801,258.11146575475556,138.65315459293328,399.2150670318214,232.8815043888461,2.18,0.16,8.24,0.84,39.47,7.41,60.0
41676.59609,204292.5978,0.55,53978.34,177.21835787316311,76.4688233842801,258.11146575475556,138.65315459293328,399.2150670318214,232.8815043888461,2.18,0.16,8.24,0.84,39.47,7.41,61.0
41676.87209,204292.0204,0.5431392,53978.54,178.79235962311373,78.72193924760825,261.28625620817894,142.0327638415181,403.92576463627114,239.07730081910947,2.19,0.17,8.33,0.95,39.7,7.04,62.0
41677.14555,204291.4439,0.5204512,53978.74,180.36737074314334,79.70774933605037,266.7882398987563,143.11939448475488,420.3118379807602,245.0465327720461,2.19,0.22,8.44,1.02,40.32,7.26,63.0
41677.43202,204290.8352,0.4895686,53978.94,180.85219224167136,78.44028725913353,272.45907051174186,141.4291490296113,442.7700510517173,250.54270351544517,2.21,0.25,8.66,1.05,40.86,8.37,64.0
41677.43202,204290.8352,0.4895686,53978.94,180.85219224167136,78.44028725913353,272.45907051174186,141.4291490296113,442.7700510517173,250.54270351544517,2.21,0.25,8.66,1.05,40.86,8.37,65.0
41677.74764,204290.1592,0.4667648,53979.16,181.21587080810326,76.1871999824157,276.8378439879681,140.94629260629142,467.1203497418743,255.07201723792366,2.25,0.22,8.71,1.01,41.43,9.4,66.0
41678.03277,204289.5444,0.45,53979.36,183.03506607285826,76.4688233842801,280.20468405749114,142.87790723289476,491.7160901687434,257.6468318861878,2.24,0.16,8.67,0.99,42.04,9.09,67.0
41678.2827,204289.0021,0.45,53979.56,185.46273421023446,79.70774933605037,283.87392755852983,145.41391600440585,510.5008493509062,258.7512396396461,2.25,0.16,8.77,1.07,42.59,8.47,68.0
41678.2827,204289.0021,0.45,53979.56,185.46273421023446,79.70774933605037,283.87392755852983,145.41391600440585,510.5008493509062,258.7512396396461,2.25,0.16,8.77,1.07,42.59,8.47,69.0
41678.59956,204288.3099,0.45,53979.77,186.55595605978897,79.8485829204838,289.9132318039825,148.91745020745506,519.3867326129713,260.3474665154906,2.33,0.27,8.88,1.11,43.19,8.87,70.0
