x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,93.88724349,48.67013616,128.844685,83.32997488,147.8798988,126.9763676,1.96,0.12,6.41,0.41,26.9,0.68,11
41668.31481,204315.4004,0.7204512,53970.75,93.88724349,48.67013616,128.844685,83.32997488,147.8798988,126.9763676,1.96,0.12,6.41,0.41,26.9,0.68,12
41668.44947,204314.7587,0.692525,53970.95,98.88916708,52.78246426,134.6012578,90.37785561,149.2131741,137.3117751,1.99,0.19,6.38,0.45,27.16,1.34,13
41668.57399,204314.1439,0.6645152,53971.14,102.7969199,61.82958606,138.9186873,95.1310775,151.7844908,148.8874316,1.97,0.25,6.33,0.34,27.62,2.49,14
41668.70589,204313.4887,0.6504672,53971.34,107.3299131,68.40931101,145.4602473,103.4901919,154.9272112,159.6362554,1.94,0.25,6.35,0.38,28.03,2.57,15
41668.70589,204313.4887,0.6504672,53971.34,107.3299131,68.40931101,145.4602473,103.4901919,154.9272112,159.6362554,1.94,0.25,6.35,0.38,28.03,2.57,16
41668.84943,204312.794,0.65,53971.55,116.3958996,71.28794068,153.5717816,114.3078693,159.2127389,169.4204412,1.98,0.2,6.55,0.57,28.55,2.63,17
41668.98012,204312.1909,0.65,53971.75,123.898785,70.87670787,163.5149528,120.3723248,164.736308,178.9290161,1.99,0.19,6.8,0.69,29.27,3.74,18
41669.12606,204311.5522,0.65,53971.94,129.525949,69.64300944,171.8881495,121.1918458,171.3074506,188.2997856,2,0.18,6.92,0.65,29.88,4.19,19
41669.12606,204311.5522,0.65,53971.94,129.525949,69.64300944,171.8881495,121.1918458,171.3074506,188.2997856,2,0.18,6.92,0.65,29.88,4.19,20
41669.28864,204310.8778,0.65,53972.15,133.746322,69.43739304,178.4297095,123.1586962,178.259529,194.9144464,2.01,0.13,6.95,0.62,30.56,4.05,21
41669.46967,204310.1615,0.643925,53972.36,137.810385,72.1104063,183.1396326,125.6172593,184.1640339,196.1546953,2.02,0.16,7,0.74,31.35,4.46,22
41669.46967,204310.1615,0.643925,53972.36,137.810385,72.1104063,183.1396326,125.6172593,184.1640339,196.1546953,2.02,0.16,7,0.74,31.35,4.46,23
41669.65117,204309.472,0.621825,53972.55,140.623967,73.96095394,185.6254254,125.2894509,187.9733919,195.3278627,2.03,0.22,7.21,0.78,32.09,4.98,24
41669.81435,204308.8737,0.592525,53972.76,142.1870681,72.93287192,187.4570622,124.3060256,189.4019011,195.4656681,2.06,0.19,7.41,0.7,32.53,5.44,25
41670.00186,204308.2093,0.565625,53972.96,143.5938591,71.90478989,189.0270366,125.2894509,189.592369,196.0168899,2.1,0.16,7.33,0.72,32.93,5.55,26
41670.00186,204308.2093,0.565625,53972.96,143.5938591,71.90478989,189.0270366,125.2894509,189.592369,196.0168899,2.1,0.16,7.33,0.72,32.93,5.55,27
41670.15453,204307.6858,0.550725,53973.13,144.0627894,70.67109146,189.0270366,127.2563013,189.3066672,196.5681116,2.11,0.19,7.33,0.74,33.31,5.27,28
41670.3466,204307.0499,0.5553312,53973.33,145.0006501,70.67109146,191.7744918,128.5675349,189.2114332,198.2217768,2.1,0.2,7.35,0.76,33.74,5.99,29
41670.52277,204306.4886,0.5553312,53973.53,145.3132703,70.05424225,192.8211414,128.8953433,189.7828369,201.5291072,2.07,0.2,7.33,0.74,34.16,6.82,30
41670.73131,204305.8502,0.5768192,53973.73,145.6258905,70.67109146,193.6061286,129.8787685,192.4493875,204.974243,2.08,0.15,7.32,0.71,34.5,6.24,31
41670.73131,204305.8502,0.5768192,53973.73,145.6258905,70.67109146,193.6061286,129.8787685,192.4493875,204.974243,2.08,0.15,7.32,0.71,34.5,6.24,32
41670.91631,204305.3064,0.607475,53973.93,146.0948209,71.49355708,196.2227526,130.0426727,197.306319,206.9035191,2.08,0.14,7.4,0.75,34.96,6.2,33
41671.12674,204304.7098,0.634375,53974.15,146.4074411,69.64300944,200.0168573,126.6006845,202.5441863,207.4547409,2.07,0.19,7.48,0.76,35.51,6.91,34
41671.35487,204304.085,0.6489632,53974.35,147.0326816,65.11944854,202.1101565,121.5196542,207.1154159,207.4547409,2.08,0.18,7.53,0.68,36.03,7.1,35
41671.59446,204303.4493,0.643925,53974.56,145.4695804,61.62396966,202.6334813,119.0610911,210.8295399,206.9035191,2.1,0.15,7.53,0.68,36.45,6.95,36
41671.59446,204303.4493,0.643925,53974.56,145.4695804,61.62396966,202.6334813,119.0610911,210.8295399,206.9035191,2.1,0.15,7.53,0.68,36.45,6.95,37
41671.80629,204302.9022,0.6204512,53974.76,145.9385108,62.85766809,203.2876373,120.2084206,212.638985,204.6986322,2.1,0.15,7.56,0.7,36.84,6.47,38
41672.04435,204302.3028,0.592525,53974.96,149.6899535,64.70821573,205.1192741,122.6669836,212.1628152,203.4583833,2.09,0.17,7.64,0.72,37.2,5.7,39
41672.25241,204301.7912,0.5645152,53975.14,151.4093647,63.88575011,205.1192741,123.814313,210.2581362,202.9071615,2.1,0.2,7.64,0.76,37.36,5.35,40
41672.50386,204301.1875,0.5504672,53975.34,150.0025737,62.85766809,207.3434045,123.9782172,207.7820535,203.8717996,2.13,0.21,7.83,0.75,37.33,5.8,41
41672.71463,204300.6931,0.55,53975.53,149.6899535,63.06328449,207.3434045,125.4533551,205.7821406,206.6279083,2.14,0.2,7.83,0.74,37.29,6.48,42
41672.71463,204300.6931,0.55,53975.53,149.6899535,63.06328449,207.3434045,125.4533551,205.7821406,206.6279083,2.14,0.2,7.83,0.74,37.29,6.48,43
41672.97563,204300.0954,0.55,53975.74,150.471504,63.68013371,206.1659237,128.7314391,203.9726955,209.7974332,2.13,0.17,7.9,0.77,37.28,7,44
41673.24592,204299.4919,0.55,53975.94,151.4093647,65.32506494,207.7358981,131.6817148,202.2584844,213.3803745,2.13,0.15,7.87,0.79,37.43,6.99,45
41673.52098,204298.892,0.55,53976.16,153.4413961,66.14753056,208.2592229,134.1402778,202.5441863,217.5145375,2.12,0.16,7.89,0.89,37.5,7.17,46
41673.52098,204298.892,0.55,53976.16,153.4413961,66.14753056,208.2592229,134.1402778,202.5441863,217.5145375,2.12,0.16,7.89,0.89,37.5,7.17,47
41673.78986,204298.3172,0.55,53976.36,153.285086,65.94191416,208.2592229,133.8124694,205.1155029,221.5108951,2.13,0.19,7.95,0.9,37.77,7.49,48
41674.09147,204297.6848,0.55,53976.57,152.1909153,67.38122899,209.6983661,132.66514,209.4010307,224.1291983,2.15,0.17,8.02,0.82,38.1,7.45,49
41674.34996,204297.1527,0.55,53976.74,152.5035355,65.53068135,214.0157956,132.3373316,215.2103016,225.2316418,2.2,0.19,8.01,0.85,38.45,7.38,50
41674.60376,204296.6378,0.55,53976.94,153.285086,62.03520247,218.0715628,130.0426727,221.0195726,224.5426146,2.21,0.25,8.04,0.9,38.96,7.2,51
41674.60376,204296.6378,0.55,53976.94,153.285086,62.03520247,218.0715628,130.0426727,221.0195726,224.5426146,2.21,0.25,8.04,0.9,38.96,7.2,52
41674.89751,204296.0484,0.55,53977.15,155.7860478,63.06328449,219.2490436,126.7645887,225.2098664,222.751144,2.18,0.22,8.16,0.86,39.39,7.5,53
41675.19683,204295.4501,0.55,53977.35,157.6617692,63.4745173,219.6415372,125.7811635,226.3526738,219.9950353,2.16,0.18,8.14,0.77,39.61,7.99,54
41675.50823,204294.8259,0.55,53977.56,158.9122501,64.70821573,219.2490436,128.5675349,223.6861232,217.1011212,2.16,0.14,8.09,0.76,39.65,7.6,55
41675.50823,204294.8259,0.55,53977.56,158.9122501,64.70821573,219.2490436,128.5675349,223.6861232,217.1011212,2.16,0.14,8.09,0.76,39.65,7.6,56
41675.77523,204294.2865,0.55,53977.75,161.2569017,67.9980782,218.9873812,133.6485652,219.4958294,215.7230669,2.16,0.14,8.08,0.79,39.6,7.34,57
41676.04072,204293.7455,0.55,53977.96,164.383104,72.3160227,219.7723684,140.3686375,214.3531961,217.6523429,2.17,0.19,8.08,0.82,39.52,7.81,58
41676.29089,204293.231,0.55,53978.14,167.5093062,76.01711799,221.0806804,146.9248057,209.5914986,223.1645603,2.17,0.18,8.15,0.81,39.45,7.92,59
41676.59609,204292.5978,0.55,53978.34,169.2287175,78.48451484,223.0431484,152.3336444,207.3058838,230.6060537,2.18,0.16,8.24,0.84,39.47,7.41,60
41676.59609,204292.5978,0.55,53978.34,169.2287175,78.48451484,223.0431484,152.3336444,207.3058838,230.6060537,2.18,0.16,8.24,0.84,39.47,7.41,61
41676.87209,204292.0204,0.5431392,53978.54,171.2607489,81.77437732,225.9214348,156.922962,208.734393,237.6341308,2.19,0.17,8.33,0.95,39.7,7.04,62
41677.14555,204291.4439,0.5204512,53978.74,173.2927804,83.21369215,230.8930203,158.3980999,213.5913245,244.3865971,2.19,0.22,8.44,1.02,40.32,7.26,63
41677.43202,204290.8352,0.4895686,53978.94,173.9180208,81.36314451,235.9954371,156.103441,219.9719991,250.5878416,2.21,0.25,8.66,1.05,40.86,8.37,64
41677.43202,204290.8352,0.4895686,53978.94,173.9180208,81.36314451,235.9954371,156.103441,219.9719991,250.5878416,2.21,0.25,8.66,1.05,40.86,8.37,65
41677.74764,204290.1592,0.4667648,53979.16,174.3869511,78.07328203,239.9203731,155.4478242,226.5431417,255.6866426,2.25,0.22,8.71,1.01,41.43,9.4,66
41678.03277,204289.5444,0.45,53979.36,176.7316028,78.48451484,242.9294907,158.0702915,232.8285824,258.5805567,2.24,0.16,8.67,0.99,42.04,9.09,67
41678.2827,204289.0021,0.45,53979.56,179.8578051,83.21369215,246.2002706,161.5122797,237.399812,259.8208056,2.25,0.16,8.77,1.07,42.59,8.47,68
41678.2827,204289.0021,0.45,53979.56,179.8578051,83.21369215,246.2002706,161.5122797,237.399812,259.8208056,2.25,0.16,8.77,1.07,42.59,8.47,69
41678.59956,204288.3099,0.45,53979.77,181.2645961,83.41930855,251.5643498,166.2655016,239.4949589,261.6122763,2.33,0.27,8.88,1.11,43.19,8.87,70
41678.84775,204287.7648,0.45,53979.97,185.6412792,81.97999372,257.3209226,170.3631067,240.5425324,266.4354664,2.35,0.31,9.01,1.13,43.47,9.63,71
41679.07986,204287.2537,0.45,53980.13,192.5189241,85.68108901,257.3209226,174.9524244,241.8758077,274.9794033,2.3,0.2,9.01,1.1,43.67,10.23,72
41679.35791,204286.6417,0.45,53980.33,199.0839488,90.41026631,268.9648993,183.9671555,243.8757206,285.0392,2.28,0.17,8.96,1.12,44.12,11.07,73
41679.35791,204286.6417,0.45,53980.33,199.0839488,90.41026631,268.9648993,183.9671555,243.8757206,285.0392,2.28,0.17,8.96,1.12,44.12,11.07,74
41679.61891,204286.0692,0.45,53980.54,205.8052837,95.13944362,278.2539144,194.1292161,245.6851657,294.9611912,2.28,0.2,9.04,1.23,44.52,11.44,75
41679.92256,204285.4073,0.45,53980.74,213.6207892,99.45738812,287.2812672,202.1605221,246.4470373,303.9185444,2.3,0.2,9.2,1.29,44.7,11.36,76
41680.17222,204284.8667,0.45,53980.94,221.4362948,103.1584834,293.2995023,209.0444986,247.8755465,310.9466215,2.34,0.2,9.27,1.44,44.96,11.46,77
41680.17222,204284.8667,0.45,53980.94,221.4362948,103.1584834,293.2995023,209.0444986,247.8755465,310.9466215,2.34,0.2,9.27,1.44,44.96,11.46,78
41680.46309,204284.2403,0.45,53981.15,225.6566679,106.2427295,297.3552695,213.7977205,248.827886,316.3210334,2.36,0.27,9.38,1.51,45.25,11.75,79
41680.72465,204283.6791,0.45,53981.36,229.5644207,108.5045099,301.1493743,217.8953256,248.7326521,321.282029,2.39,0.31,9.55,1.48,45.69,12.93,80
41681.01064,204283.067,0.45,53981.56,233.6284836,108.9157427,303.8968295,222.4846433,248.1612484,326.9320518,2.38,0.28,9.59,1.46,45.91,13.7,81
41681.01064,204283.067,0.45,53981.56,233.6284836,108.9157427,303.8968295,222.4846433,248.1612484,326.9320518,2.38,0.28,9.59,1.46,45.91,13.7,82
41681.27949,204282.4925,0.45,53981.76,237.067306,111.7943724,306.7751158,228.2212904,248.1612484,332.3064637,2.36,0.22,9.56,1.51,46.11,13.46,83
41681.54837,204281.9186,0.45,53981.96,242.0692296,115.2898513,310.5692206,232.6467038,249.0183539,336.4406267,2.36,0.24,9.59,1.56,46.45,13.56,84
41681.80318,204281.3745,0.45,53982.14,244.5701914,114.0561529,310.5692206,232.4827996,250.827799,339.4723463,2.36,0.29,9.59,1.59,46.84,13.6,85
41682.08997,204280.7607,0.45,53982.34,244.4138813,112.616838,315.6716374,230.0242366,253.4943496,343.193093,2.39,0.26,9.93,1.5,47.14,13.48,86
41682.08997,204280.7607,0.45,53982.34,244.4138813,112.616838,315.6716374,230.0242366,253.4943496,343.193093,2.39,0.26,9.93,1.5,47.14,13.48,87
41682.32344,204280.2589,0.4453694,53982.53,245.1954319,111.1775232,319.0732486,229.2047156,257.3037076,346.6382288,2.41,0.22,9.9,1.46,47.37,13.76,88
41682.6051,204279.6501,0.4245174,53982.74,246.1332925,108.0932771,322.8673533,229.2047156,259.7797903,347.8784777,2.4,0.22,9.83,1.43,47.44,13.86,89
41682.88919,204279.032,0.3940128,53982.94,248.0090139,108.0932771,323.6523405,230.0242366,259.9702582,346.0870071,2.39,0.21,9.85,1.43,47.48,13.51,90
41682.88919,204279.032,0.3940128,53982.94,248.0090139,108.0932771,323.6523405,230.0242366,259.9702582,346.0870071,2.39,0.21,9.85,1.43,47.48,13.51,91
41683.20143,204278.3488,0.3667648,53983.15,250.6662858,113.2336872,320.643223,230.6798534,257.9703453,340.988206,2.39,0.21,9.85,1.4,47.27,13.12,92
41683.47068,204277.7578,0.3510368,53983.35,251.9167667,116.9347825,316.4566246,230.1881408,253.1134138,334.0979344,2.39,0.24,9.82,1.41,46.95,12.6,93
41683.69099,204277.2739,0.35,53983.53,251.1352161,118.1684809,316.4566246,228.8769072,246.1613354,326.6564409,2.39,0.26,9.82,1.43,46.5,12.33,94
41683.96418,204276.6737,0.35,53983.73,248.165324,116.9347825,311.7467014,224.9432063,239.4949589,320.1795856,2.38,0.26,9.78,1.42,45.96,12.15,95
41683.96418,204276.6737,0.35,53983.73,248.165324,116.9347825,311.7467014,224.9432063,239.4949589,320.1795856,2.38,0.26,9.78,1.42,45.96,12.15,96
41684.26677,204276.0093,0.35,53983.94,241.9129195,113.8505364,295.6544639,218.3870382,234.7332614,314.6673682,2.37,0.25,9.57,1.34,45.43,11.97,97
41684.55239,204275.3832,0.35,53984.15,233.9411038,109.5325919,287.804592,210.5196364,232.1619448,308.1905128,2.35,0.25,9.45,1.27,44.93,12.14,98
41684.55239,204275.3832,0.35,53984.15,233.9411038,109.5325919,287.804592,210.5196364,232.1619448,308.1905128,2.35,0.25,9.45,1.27,44.93,12.14,99
41684.7968,204274.8488,0.35,53984.35,225.6566679,102.3360178,279.95472,200.1936716,231.781009,301.4380466,2.32,0.25,9.27,1.21,44.64,12.25,100
41685.06687,204274.2605,0.35,53984.55,215.6528207,94.72821081,273.1514977,188.8842816,233.3999861,297.1660781,2.3,0.21,9.14,1.11,44.48,11.88,101
41685.34879,204273.6497,0.35,53984.76,206.8994544,90.82149912,268.7032369,182.3281135,236.7331744,291.9294717,2.28,0.17,9.09,1.09,44.49,11.04,102
41685.63115,204273.0413,0.35,53984.96,203.1480117,89.38218429,265.8249505,176.5914664,239.8758947,282.6965076,2.26,0.19,9.06,1.12,44.51,10.13,103
41685.63115,204273.0413,0.35,53984.96,203.1480117,89.38218429,265.8249505,176.5914664,239.8758947,282.6965076,2.26,0.19,9.06,1.12,44.51,10.13,104
41685.88641,204272.493,0.35,53985.14,200.0218095,86.50355462,261.6383521,168.2323521,241.7805737,272.4989055,2.25,0.22,9.13,1.01,44.45,9.5,105
41686.15911,204271.9073,0.35,53985.34,194.3946455,83.83054136,256.7975978,161.3483755,242.5424453,263.2659415,2.27,0.2,9.08,0.89,44.24,8.74,106
41686.40347,204271.3808,0.35,53985.54,191.4247534,83.00807575,253.5268178,157.7424831,241.8758077,255.1354209,2.28,0.18,8.92,0.86,43.93,8.06,107
41686.67177,204270.7996,0.35,53985.74,189.549032,79.92382967,251.3026874,155.4478242,238.8283213,247.9695383,2.26,0.21,8.82,0.84,43.53,7.51,108
41686.67177,204270.7996,0.35,53985.74,189.549032,79.92382967,251.3026874,155.4478242,238.8283213,247.9695383,2.26,0.21,8.82,0.84,43.53,7.51,109
41686.95446,204270.1836,0.35,53985.94,186.2665197,77.25081641,247.6394138,152.825357,233.9713898,243.1463482,2.24,0.21,8.85,0.79,43.12,7.36,110
