x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,94.70876534,48.87486879,130.2432231,83.93735745,149.4963322,128.3551778,1.96,0.12,6.41,0.41,26.9,0.68,11
41668.31481,204315.4004,0.7204512,53970.75,94.70876534,48.87486879,130.2432231,83.93735745,149.4963322,128.3551778,1.96,0.12,6.41,0.41,26.9,0.68,12
41668.44947,204314.7587,0.692525,53970.95,99.68652771,52.98200949,135.9579795,90.96135527,150.8107594,138.627728,1.99,0.19,6.38,0.45,27.16,1.34,13
41668.57399,204314.1439,0.6645152,53971.14,103.5754046,62.01771901,140.2440468,95.69847008,153.3457262,150.1329842,1.97,0.25,6.33,0.34,27.62,2.49,14
41668.70589,204313.4887,0.6504672,53971.34,108.0865017,68.58914412,146.7380882,104.0292582,156.444019,160.8164365,1.94,0.25,6.35,0.38,28.03,2.57,15
41668.70589,204313.4887,0.6504672,53971.34,108.0865017,68.58914412,146.7380882,104.0292582,156.444019,160.8164365,1.94,0.25,6.35,0.38,28.03,2.57,16
41668.84943,204312.794,0.65,53971.55,117.108696,71.46414261,154.7906995,114.8102781,160.6689637,170.5411173,1.98,0.2,6.55,0.57,28.55,2.63,17
41668.98012,204312.1909,0.65,53971.75,124.5753395,71.05342854,164.6616423,120.8541832,166.1144479,179.9918635,1.99,0.19,6.8,0.69,29.27,3.74,18
41669.12606,204311.5522,0.65,53971.94,130.1753222,69.82128633,172.9740153,121.6709271,172.5926964,189.3056424,2,0.18,6.92,0.65,29.88,4.19,19
41669.12606,204311.5522,0.65,53971.94,130.1753222,69.82128633,172.9740153,121.6709271,172.5926964,189.3056424,2,0.18,6.92,0.65,29.88,4.19,20
41669.28864,204310.8778,0.65,53972.15,134.3753092,69.61592929,179.4680567,123.6311126,179.4464956,195.8800745,2.01,0.13,6.95,0.62,30.56,4.05,21
41669.46967,204310.1615,0.643925,53972.36,138.4197411,72.28557074,184.1437664,126.0813444,185.2675305,197.1127806,2.02,0.16,7,0.74,31.35,4.46,22
41669.46967,204310.1615,0.643925,53972.36,138.4197411,72.28557074,184.1437664,126.0813444,185.2675305,197.1127806,2.02,0.16,7,0.74,31.35,4.46,23
41669.65117,204309.472,0.621825,53972.55,141.2197325,74.13378406,186.6115022,125.7546468,189.0230369,196.2909765,2.03,0.22,7.21,0.78,32.09,4.98,24
41669.81435,204308.8737,0.592525,53972.76,142.7752832,73.10699888,188.4298337,124.7745541,190.4313518,196.4279439,2.06,0.19,7.41,0.7,32.53,5.44,25
41670.00186,204308.2093,0.565625,53972.96,144.1752789,72.08021371,189.9884037,125.7546468,190.6191271,196.9758132,2.1,0.16,7.33,0.72,32.93,5.55,26
41670.00186,204308.2093,0.565625,53972.96,144.1752789,72.08021371,189.9884037,125.7546468,190.6191271,196.9758132,2.1,0.16,7.33,0.72,32.93,5.55,27
41670.15453,204307.6858,0.550725,53973.13,144.6419441,70.8480715,189.9884037,127.7148322,190.3374641,197.5236826,2.11,0.19,7.33,0.74,33.31,5.27,28
41670.3466,204307.0499,0.5553312,53973.33,145.5752745,70.8480715,192.715901,129.0216225,190.2435764,199.1672906,2.1,0.2,7.35,0.76,33.74,5.99,29
41670.52277,204306.4886,0.5553312,53973.53,145.8863847,70.2320004,193.7549477,129.3483201,190.8069024,202.4545067,2.07,0.2,7.33,0.74,34.16,6.82,30
41670.73131,204305.8502,0.5768192,53973.73,146.1974948,70.8480715,194.5342326,130.3284128,193.4357569,205.8786901,2.08,0.15,7.32,0.71,34.5,6.24,31
41670.73131,204305.8502,0.5768192,53973.73,146.1974948,70.8480715,194.5342326,130.3284128,193.4357569,205.8786901,2.08,0.15,7.32,0.71,34.5,6.24,32
41670.91631,204305.3064,0.607475,53973.93,146.66416,71.66949964,197.1318492,130.4917616,198.2240275,207.7962328,2.08,0.14,7.4,0.75,34.96,6.2,33
41671.12674,204304.7098,0.634375,53974.15,146.9752702,69.82128633,200.8983932,127.0614371,203.3878488,208.3441021,2.07,0.19,7.48,0.76,35.51,6.91,34
41671.35487,204304.085,0.6489632,53974.35,147.5974905,65.30343157,202.9764864,121.9976247,207.8944564,208.3441021,2.08,0.18,7.53,0.68,36.03,7.1,35
41671.59446,204303.4493,0.643925,53974.56,146.0419397,61.81236198,203.4960097,119.5473929,211.5560751,207.7962328,2.1,0.15,7.53,0.68,36.45,6.95,36
41671.59446,204303.4493,0.643925,53974.56,146.0419397,61.81236198,203.4960097,119.5473929,211.5560751,207.7962328,2.1,0.15,7.53,0.68,36.45,6.95,37
41671.80629,204302.9022,0.6204512,53974.76,146.508605,63.04450419,204.1454139,120.6908344,213.3399407,205.6047554,2.1,0.15,7.56,0.7,36.84,6.47,38
41672.04435,204302.3028,0.592525,53974.96,150.2419267,64.8927175,205.9637454,123.1410662,212.8705024,204.3720494,2.09,0.17,7.64,0.72,37.2,5.7,39
41672.25241,204301.7912,0.5645152,53975.14,151.9530326,64.07128936,205.9637454,124.2845077,210.9927492,203.82418,2.1,0.2,7.64,0.76,37.36,5.35,40
41672.50386,204301.1875,0.5504672,53975.34,150.5530369,63.04450419,208.1717195,124.4478565,208.55167,204.7829514,2.13,0.21,7.83,0.75,37.33,5.8,41
41672.71463,204300.6931,0.55,53975.53,150.2419267,63.24986122,208.1717195,125.9179956,206.5800292,207.5222981,2.14,0.2,7.83,0.74,37.29,6.48,42
41672.71463,204300.6931,0.55,53975.53,150.2419267,63.24986122,208.1717195,125.9179956,206.5800292,207.5222981,2.14,0.2,7.83,0.74,37.29,6.48,43
41672.97563,204300.0954,0.55,53975.74,151.0197021,63.86593232,207.0027921,129.1849713,204.7961637,210.6725468,2.13,0.17,7.9,0.77,37.28,7,44
41673.24592,204299.4919,0.55,53975.94,151.9530326,65.5087886,208.561362,132.1252495,203.1061858,214.2336976,2.13,0.15,7.87,0.79,37.43,6.99,45
41673.52098,204298.892,0.55,53976.16,153.9752485,66.33021674,209.0808853,134.5754813,203.3878488,218.3427177,2.12,0.16,7.89,0.89,37.5,7.17,46
41673.52098,204298.892,0.55,53976.16,153.9752485,66.33021674,209.0808853,134.5754813,203.3878488,218.3427177,2.12,0.16,7.89,0.89,37.5,7.17,47
41673.78986,204298.3172,0.55,53976.36,153.8196934,66.1248597,209.0808853,134.2487837,205.9228156,222.3147704,2.13,0.19,7.95,0.9,37.77,7.49,48
41674.09147,204297.6848,0.55,53976.57,152.7308079,67.56235895,210.5095744,133.1053422,210.1477602,224.9171498,2.15,0.17,8.02,0.82,38.1,7.45,49
41674.34996,204297.1527,0.55,53976.74,153.0419181,65.71414564,214.7956417,132.7786446,215.8749075,226.0128885,2.2,0.19,8.01,0.85,38.45,7.38,50
41674.60376,204296.6378,0.55,53976.94,153.8196934,62.22307605,218.8219473,130.4917616,221.6020547,225.3280518,2.21,0.25,8.04,0.9,38.96,7.2,51
41674.60376,204296.6378,0.55,53976.94,153.8196934,62.22307605,218.8219473,130.4917616,221.6020547,225.3280518,2.21,0.25,8.04,0.9,38.96,7.2,52
41674.89751,204296.0484,0.55,53977.15,156.3085746,63.24986122,219.9908748,127.2247859,225.7331117,223.5474764,2.18,0.22,8.16,0.86,39.39,7.5,53
41675.19683,204295.4501,0.55,53977.35,158.1752355,63.66057529,220.3805173,126.2446932,226.8597636,220.8081297,2.16,0.18,8.14,0.77,39.61,7.99,54
41675.50823,204294.8259,0.55,53977.56,159.4196761,64.8927175,219.9908748,129.0216225,224.2309092,217.9318157,2.16,0.14,8.09,0.76,39.65,7.6,55
41675.50823,204294.8259,0.55,53977.56,159.4196761,64.8927175,219.9908748,129.0216225,224.2309092,217.9318157,2.16,0.14,8.09,0.76,39.65,7.6,56
41675.77523,204294.2865,0.55,53977.75,161.7530022,68.17843005,219.7311131,134.0854349,220.0998522,216.5621423,2.16,0.14,8.08,0.79,39.6,7.34,57
41676.04072,204293.7455,0.55,53977.96,164.8641037,72.49092778,220.5103981,140.7827352,215.0299185,218.479685,2.17,0.19,8.08,0.82,39.52,7.81,58
41676.29089,204293.231,0.55,53978.14,167.9752052,76.1873544,221.8092064,147.3166866,210.3355356,223.9583784,2.17,0.18,8.15,0.81,39.45,7.92,59
41676.59609,204292.5978,0.55,53978.34,169.686311,78.65163882,223.7574188,152.7071966,208.0822317,231.3546146,2.18,0.16,8.24,0.84,39.47,7.41,60
41676.59609,204292.5978,0.55,53978.34,169.686311,78.65163882,223.7574188,152.7071966,208.0822317,231.3546146,2.18,0.16,8.24,0.84,39.47,7.41,61
41676.87209,204292.0204,0.5431392,53978.54,171.708527,81.93735137,226.614797,157.2809626,209.4905466,238.3399487,2.19,0.17,8.33,0.95,39.7,7.04,62
41677.14555,204291.4439,0.5204512,53978.74,173.7307429,83.37485062,231.5502684,158.7511017,214.2788173,245.0513482,2.19,0.22,8.44,1.02,40.32,7.26,63
41677.43202,204290.8352,0.4895686,53978.94,174.3529632,81.5266373,236.6156207,156.4642187,220.5692904,251.2148783,2.21,0.25,8.66,1.05,40.86,8.37,64
41677.43202,204290.8352,0.4895686,53978.94,174.3529632,81.5266373,236.6156207,156.4642187,220.5692904,251.2148783,2.21,0.25,8.66,1.05,40.86,8.37,65
41677.74764,204290.1592,0.4667648,53979.16,174.8196284,78.24092475,240.5120455,155.8108235,227.047539,256.2826698,2.25,0.22,8.71,1.01,41.43,9.4,66
41678.03277,204289.5444,0.45,53979.36,177.1529545,78.65163882,243.4993045,158.4244041,233.2441245,259.1589838,2.24,0.16,8.67,0.99,42.04,9.09,67
41678.2827,204289.0021,0.45,53979.56,180.264056,83.37485062,246.7463252,161.8547286,237.7507321,260.3916899,2.25,0.16,8.77,1.07,42.59,8.47,68
41678.2827,204289.0021,0.45,53979.56,180.264056,83.37485062,246.7463252,161.8547286,237.7507321,260.3916899,2.25,0.16,8.77,1.07,42.59,8.47,69
41678.59956,204288.3099,0.45,53979.77,181.6640517,83.58020765,252.0714391,166.5918434,239.8162606,262.1722652,2.33,0.27,8.88,1.11,43.19,8.87,70
41678.84775,204287.7648,0.45,53979.97,186.0195938,82.14270841,257.7861955,170.6755631,240.8490249,266.966122,2.35,0.31,9.01,1.13,43.47,9.63,71
41679.07986,204287.2537,0.45,53980.13,192.864017,85.83913503,257.7861955,175.2493291,242.1634521,275.4580969,2.3,0.2,9.01,1.1,43.67,10.23,72
41679.35791,204286.6417,0.45,53980.33,199.3973301,90.56234683,269.3455892,184.2335124,244.135093,285.4567124,2.28,0.17,8.96,1.12,44.12,11.07,73
41679.35791,204286.6417,0.45,53980.33,199.3973301,90.56234683,269.3455892,184.2335124,244.135093,285.4567124,2.28,0.17,8.96,1.12,44.12,11.07,74
41679.61891,204286.0692,0.45,53980.54,206.0861983,95.28555863,278.5671279,194.3611371,245.9189585,295.3183606,2.28,0.2,9.04,1.23,44.52,11.44,75
41679.92256,204285.4073,0.45,53980.74,213.863952,99.59805635,287.528905,202.3652277,246.6700598,304.2212375,2.3,0.2,9.2,1.29,44.7,11.36,76
41680.17222,204284.8667,0.45,53980.94,221.6417057,103.294483,293.5034231,209.2258767,248.0783747,311.2065716,2.34,0.2,9.27,1.44,44.96,11.46,77
41680.17222,204284.8667,0.45,53980.94,221.6417057,103.294483,293.5034231,209.2258767,248.0783747,311.2065716,2.34,0.2,9.27,1.44,44.96,11.46,78
41680.46309,204284.2403,0.45,53981.15,225.8416927,106.3748385,297.5297287,213.9629915,249.0172513,316.5482977,2.36,0.27,9.38,1.51,45.25,11.75,79
