x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,99.57631893,67.16574394,140.7573635,94.60886254,208.5976053,128.7032473,1.96,0.12,6.41,0.41,26.9,0.68,11
41668.31481,204315.4004,0.7204512,53970.75,99.57631893,67.16574394,140.7573635,94.60886254,208.5976053,128.7032473,1.96,0.12,6.41,0.41,26.9,0.68,12
41668.44947,204314.7587,0.692525,53970.95,105.680237,73.01623679,148.8073524,103.3437035,211.7155352,141.5108496,1.99,0.19,6.38,0.45,27.16,1.34,13
41668.57399,204314.1439,0.6645152,53971.14,110.4624666,85.89275508,154.8857979,109.2405317,217.7911168,155.946247,1.97,0.25,6.33,0.34,27.62,2.49,14
41668.70589,204313.4887,0.6504672,53971.34,116.0244685,95.26217882,164.1620513,119.6223194,225.3307674,169.4372619,1.94,0.25,6.35,0.38,28.03,2.57,15
41668.70589,204313.4887,0.6504672,53971.34,116.0244685,95.26217882,164.1620513,119.6223194,225.3307674,169.4372619,1.94,0.25,6.35,0.38,28.03,2.57,16
41668.84943,204312.794,0.65,53971.55,127.1945403,99.36253955,175.7752123,133.0793418,235.8205724,181.7907727,1.98,0.2,6.55,0.57,28.55,2.63,17
41668.98012,204312.1909,0.65,53971.75,136.4840582,98.77672764,190.176734,140.6341717,249.709681,193.8637187,1.99,0.19,6.8,0.69,29.27,3.74,18
41669.12606,204311.5522,0.65,53971.94,143.4774919,97.01938408,202.4454565,141.6556866,266.8036914,205.8272413,2,0.18,6.92,0.65,29.88,4.19,19
41669.12606,204311.5522,0.65,53971.94,143.4774919,97.01938408,202.4454565,141.6556866,266.8036914,205.8272413,2,0.18,6.92,0.65,29.88,4.19,20
41669.28864,204310.8778,0.65,53972.15,148.737102,96.72650693,212.1198598,144.1078973,285.6093615,214.311544,2.01,0.13,6.95,0.62,30.56,4.05,21
41669.46967,204310.1615,0.643925,53972.36,153.8135315,100.5342094,219.133928,147.1743022,302.2052452,215.9060048,2.02,0.16,7,0.74,31.35,4.46,22
41669.46967,204310.1615,0.643925,53972.36,153.8135315,100.5342094,219.133928,147.1743022,302.2052452,215.9060048,2.02,0.16,7,0.74,31.35,4.46,23
41669.65117,204309.472,0.621825,53972.55,157.3345939,103.1706913,222.8521509,146.7653749,313.2365932,214.8429024,2.03,0.22,7.21,0.78,32.09,4.98,24
41669.81435,204308.8737,0.592525,53972.76,159.2930595,101.7059408,225.5991206,145.5387284,317.4419828,215.0200505,2.06,0.19,7.41,0.7,32.53,5.44,25
41670.00186,204308.2093,0.565625,53972.96,161.0570884,100.2412862,227.9585453,146.7653749,318.0055046,215.7287854,2.1,0.16,7.33,0.72,32.93,5.55,26
41670.00186,204308.2093,0.565625,53972.96,161.0570884,100.2412862,227.9585453,146.7653749,318.0055046,215.7287854,2.1,0.16,7.33,0.72,32.93,5.55,27
41670.15453,204307.6858,0.550725,53973.13,161.6453939,98.48382744,227.9585453,149.2192768,317.1602458,216.4377488,2.11,0.19,7.33,0.74,33.31,5.27,28
41670.3466,204307.0499,0.5553312,53973.33,162.8224478,98.48382744,232.0983736,150.8556624,316.8790905,218.5660113,2.1,0.2,7.35,0.76,33.74,5.99,29
41670.52277,204306.4886,0.5553312,53973.53,163.2149301,97.6051499,233.679078,151.2648151,318.5698826,222.8287214,2.07,0.2,7.33,0.74,34.16,6.82,30
41670.73131,204305.8502,0.5768192,53973.73,163.6074778,98.48382744,234.8659195,152.4924088,326.5424025,227.2778355,2.08,0.15,7.32,0.71,34.5,6.24,31
41670.73131,204305.8502,0.5768192,53973.73,163.6074778,98.48382744,234.8659195,152.4924088,326.5424025,227.2778355,2.08,0.15,7.32,0.71,34.5,6.24,32
