x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107763.8972,183306.3371,27.5189976,42159.27,34.97801404660392,22.409791199946223,46.66646217281906,30.23161548579212,64.82073414567276,46.363699323920414,0.98,1.01,1.01,0.34,1.41,-2.85,11.0
107764.0323,183306.1285,27.5318496,42159.17,35.785959153935266,23.50672603512894,48.84961584807371,31.399778762097167,66.78218727519419,47.89096931004962,0.98,1.01,1.01,0.32,1.42,-2.99,12.0
107764.3457,183305.6431,27.5563384,42158.97,38.75109801842512,25.700663812882883,54.622198255422404,34.43729619517494,71.61850171621496,51.13749787659475,0.98,1.01,1.01,0.32,1.43,-3.1,13.0
107764.6566,183305.1606,27.5810024,42158.77,42.801030630294875,26.43199657112411,57.41754005092948,37.708941509831234,76.1238668370205,56.296765850209944,0.97,1.01,1.01,0.34,1.42,-3.02,14.0
107764.9495,183304.7066,27.6074264,42158.57,48.21219051021188,29.35742833631861,63.82713590343092,42.85108739758063,79.56524905738071,62.9902116856772,0.97,1.01,1.03,0.37,1.44,-2.82,15.0
107765.2262,183304.2798,27.6308104,42158.37,54.45011675826905,36.305973649138934,68.048301839378,49.631214121531585,81.20054225062233,66.05214156401415,0.97,1.01,1.03,0.36,1.45,-2.8,16.0
107765.5199,183303.8306,27.6463544,42158.17,59.07064666480384,40.69499523474535,73.49228477971127,54.0745008423508,85.94319878097274,70.45593869027266,0.98,1.01,1.02,0.32,1.47,-2.93,17.0
107765.665,183303.6102,27.6481,42158.07,61.24782123705052,41.426533898165204,76.72704375439234,55.711727361314416,88.87528650198414,73.71264153852347,0.98,1.01,1.01,0.31,1.46,-3.02,18.0
107765.9775,183303.1391,27.65,42157.86,66.42560196331392,42.52386066368051,84.63813124413588,60.62413676891447,94.2156852566549,82.91593593102402,0.98,1.01,1.02,0.3,1.49,-3.2,19.0
107766.2798,183302.6873,27.65,42157.67,69.97382165422823,46.913392790251564,89.93243747910147,67.17571690423046,97.17632722595346,93.0914490155418,0.98,1.01,1.02,0.33,1.48,-3.05,20.0
107766.5826,183302.2372,27.65,42157.47,72.97957991351173,50.57161100056529,92.38130351622931,70.9203485903761,97.17632722595346,95.78169214132011,0.97,1.02,1.02,0.36,1.46,-2.92,21.0
107766.9205,183301.737,27.65,42157.26,75.7147547952139,52.76666168259437,95.44705970534135,74.19742071653117,99.21758818818888,98.47292613979306,0.97,1.01,1.02,0.33,1.45,-2.89,22.0
107767.0703,183301.5159,27.65,42157.16,76.80952641617026,53.4983651873601,96.67480340947165,74.19742071653117,100.51903071064025,99.81891467617838,0.97,1.01,1.02,0.33,1.44,-2.96,23.0
107767.4281,183300.9884,27.6553312,42156.94,78.72633081048026,54.961802099104496,98.92778793866923,77.24084998248479,101.0773756393011,101.16515087903282,0.98,1.01,1.02,0.33,1.44,-3.07,24.0
107767.7068,183300.5785,27.6768192,42156.74,79.54818742089805,56.425278863465444,99.13274015447561,77.47497721653684,103.5009061986417,99.62661543526653,0.98,1.01,1.02,0.32,1.47,-3.03,25.0
107768.029,183300.1056,27.7059872,42156.54,80.09621412826019,56.059405937295836,99.9527741596394,76.53848309827755,107.05473997401621,100.0112189707861,0.98,1.01,1.03,0.32,1.48,-3.11,26.0
107768.3297,183299.665,27.7320666,42156.34,80.09621412826019,54.59593913413184,101.59391810633763,75.36792102470818,109.49430959948657,100.20352831863752,0.98,1.01,1.04,0.3,1.52,-3.14,27.0
107768.5048,183299.4087,27.7423126,42156.24,79.54818742089805,54.59593913413184,101.79916170441258,75.13381602150415,110.8106049805616,99.81891467617838,0.98,1.01,1.03,0.3,1.53,-3.18,28.0
107768.9068,183298.8208,27.75,42155.97,75.98841034376856,52.03496814816573,98.3130662792868,72.55882408302935,112.88284829211038,98.66519505303278,0.98,1.01,1.03,0.32,1.52,-3.15,29.0
107769.0577,183298.6003,27.75,42155.86,74.34685253868484,50.20577794905485,98.72285817860538,69.98413128824694,115.90523828782706,97.89614973282781,0.98,1.01,1.03,0.31,1.5,-3.14,30.0
107769.3743,183298.1381,27.75,42155.66,72.97957991351173,47.64501646109531,99.54271217297627,66.9416984602589,117.98876065871735,99.24203211772958,0.98,1.01,1.04,0.32,1.52,-3.08,31.0
107769.6467,183297.741,27.75,42155.46,75.98841034376856,48.376650120057455,99.54271217297627,68.57987955198641,115.71605424784482,99.04974804242426,0.97,1.01,1.04,0.35,1.52,-2.98,32.0
107769.9654,183297.2773,27.75,42155.26,77.08328144839295,54.230078660300514,98.10820426674097,73.49515018594987,110.99880001870427,96.74273340003214,0.98,1.01,1.04,0.36,1.52,-2.9,33.0
107770.2848,183296.8136,27.7503136,42155.06,75.98841034376856,56.79115427958605,94.83349580272056,74.66561342715303,109.11856956736789,96.16609347779695,0.98,1.01,1.05,0.35,1.5,-2.89,34.0
107770.5726,183296.3966,27.7601376,42154.86,74.62038281894705,52.76666168259437,96.26546442403158,71.62253753621734,108.9307570348141,96.93495681801656,0.98,1.01,1.03,0.34,1.54,-2.99,35.0
107770.8661,183295.9717,27.7778712,42154.66,75.4411241924432,51.303284586511644,97.28898207161681,71.62253753621734,109.49430959948657,99.24203211772958,0.97,1.01,1.03,0.35,1.54,-2.98,36.0
107771.0316,183295.7324,27.7900192,42154.56,75.16751866671754,52.76666168259437,97.4937536728692,72.32474873739264,108.55524666239297,99.24203211772958,0.98,1.01,1.04,0.35,1.53,-2.98,37.0
107771.2925,183295.355,27.8163552,42154.37,74.89393823762978,53.86422067816336,95.65162674191474,72.7929019010236,107.80468631329454,98.08840348018886,0.98,1.01,1.04,0.32,1.52,-2.98,38.0
107771.614,183294.8899,27.8425443,42154.17,73.79986769877733,52.400813668734145,94.42456741424678,71.85660546430789,107.05473997401621,97.31941881705326,0.98,1.01,1.03,0.32,1.52,-3.07,39.0
