,coilconfig,slope,intercept
0,HCP1QP,1.6309380933750843,-83.56176768846476
1,PRP1QP,2.0780017881659165,-35.1203675822551
2,HCP2QP,1.3982996283980342,-65.906942391081
3,PRP2QP,1.6924629617620888,-45.681251746068
4,HCP4QP,1.0749758121152173,-24.18766555520014
5,PRP4QP,1.4721687306690647,-72.95120627718234
