x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,119.6014751,56.06040597,158.4902121,88.02434923,236.4770864,143.499406,1.96,0.12,6.41,0.41,26.9,0.68,11
41668.31481,204315.4004,0.7204512,53970.75,119.6014751,56.06040597,158.4902121,88.02434923,236.4770864,143.499406,1.96,0.12,6.41,0.41,26.9,0.68,12
41668.44947,204314.7587,0.692525,53970.95,123.3799763,58.87423966,164.3383632,93.17945961,239.5634961,152.2509051,1.99,0.19,6.38,0.45,27.16,1.34,13
41668.57399,204314.1439,0.6645152,53971.14,126.3367469,65.06593709,168.7451883,96.65821884,245.575801,162.0947951,1.97,0.25,6.33,0.34,27.62,2.49,14
41668.70589,204313.4887,0.6504672,53971.34,129.7718443,69.57007951,175.4559132,102.7800549,253.0336223,171.2757215,1.94,0.25,6.35,0.38,28.03,2.57,15
41668.70589,204313.4887,0.6504672,53971.34,129.7718443,69.57007951,175.4559132,102.7800549,253.0336223,171.2757215,1.94,0.25,6.35,0.38,28.03,2.57,16
41668.84943,204312.794,0.65,53971.55,136.6587367,71.54093007,183.833447,110.7100339,263.404037,179.6665492,1.98,0.2,6.55,0.57,28.55,2.63,17
41668.98012,204312.1909,0.65,53971.75,142.3748427,71.25936925,194.1873139,115.1593796,277.125478,187.8520813,1.99,0.19,6.8,0.69,29.27,3.74,18
41669.12606,204311.5522,0.65,53971.94,146.671659,70.41470828,202.9784358,115.7608492,294.0000266,195.9491054,2,0.18,6.92,0.65,29.88,4.19,19
41669.12606,204311.5522,0.65,53971.94,146.671659,70.41470828,202.9784358,115.7608492,294.0000266,195.9491054,2,0.18,6.92,0.65,29.88,4.19,20
41669.28864,204310.8778,0.65,53972.15,149.8996923,70.27393458,209.8922456,117.204577,312.5486843,201.682744,2.01,0.13,6.95,0.62,30.56,4.05,21
41669.46967,204310.1615,0.643925,53972.36,153.0125256,72.10406244,214.8950004,119.0096354,328.9056932,202.7594737,2.02,0.16,7,0.74,31.35,4.46,22
41669.46967,204310.1615,0.643925,53972.36,153.0125256,72.10406244,214.8950004,119.0096354,328.9056932,202.7594737,2.02,0.16,7,0.74,31.35,4.46,23
41669.65117,204309.472,0.621825,53972.55,155.1700526,73.37116259,217.5437114,118.7689354,339.7723916,202.0415952,2.03,0.22,7.21,0.78,32.09,4.98,24
41669.81435,204308.8737,0.592525,53972.76,156.3695544,72.66720912,219.4990912,118.0468825,343.9136715,202.1612253,2.06,0.19,7.41,0.7,32.53,5.44,25
41670.00186,204308.2093,0.565625,53972.96,157.4496393,71.96327801,221.1776278,118.7689354,344.4686576,202.639811,2.1,0.16,7.33,0.72,32.93,5.55,26
