,coilconfig,slope,intercept
0,HCP1QP,1.5485294028932979,-68.07513952142813
1,PRP1QP,2.0347770151135594,-31.989886231106524
2,HCP2QP,1.2950196660651234,-39.88476309550927
3,PRP2QP,1.622967404954713,-35.412195424915694
4,HCP4QP,0.9409595341127117,9.869374395632263
5,PRP4QP,1.3648574342619564,-45.244276981395785
