x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,95.45541191,49.8413623,130.6123856,84.87692673,149.4078303,128.6653182,1.96,0.12,6.41,0.41,26.9,0.68,11
41668.31481,204315.4004,0.7204512,53970.75,95.45541191,49.8413623,130.6123856,84.87692673,149.4078303,128.6653182,1.96,0.12,6.41,0.41,26.9,0.68,12
41668.44947,204314.7587,0.692525,53970.95,100.4325477,53.94503803,136.3252536,91.88111701,150.7278922,138.951482,1.99,0.19,6.38,0.45,27.16,1.34,13
41668.57399,204314.1439,0.6645152,53971.14,104.3209351,62.97312465,140.6099045,96.60487325,153.273726,150.4719854,1.97,0.25,6.33,0.34,27.62,2.49,14
41668.70589,204313.4887,0.6504672,53971.34,108.8314645,69.53900583,147.1017999,104.9121687,156.3853007,161.1695957,1.94,0.25,6.35,0.38,28.03,2.57,15
41668.70589,204313.4887,0.6504672,53971.34,108.8314645,69.53900583,147.1017999,104.9121687,156.3853007,161.1695957,1.94,0.25,6.35,0.38,28.03,2.57,16
41668.84943,204312.794,0.65,53971.55,117.8525232,72.41157884,155.1517503,115.6627863,160.628357,170.9071641,1.98,0.2,6.55,0.57,28.55,2.63,17
41668.98012,204312.1909,0.65,53971.75,125.3182269,72.00121127,165.0194313,121.6896478,166.0971852,180.3704348,1.99,0.19,6.8,0.69,29.27,3.74,18
41669.12606,204311.5522,0.65,53971.94,130.9175048,70.77010855,173.3290574,122.5040885,172.6032049,189.6965566,2,0.18,6.92,0.65,29.88,4.19,19
41669.12606,204311.5522,0.65,53971.94,130.9175048,70.77010855,173.3290574,122.5040885,172.6032049,189.6965566,2,0.18,6.92,0.65,29.88,4.19,20
41669.28864,204310.8778,0.65,53972.15,135.1169631,70.56492476,179.8209528,124.4587462,179.4863851,196.2797014,2.01,0.13,6.95,0.62,30.56,4.05,21
41669.46967,204310.1615,0.643925,53972.36,139.160886,73.23231399,184.4951175,126.9020684,185.3323739,197.514041,2.02,0.16,7,0.74,31.35,4.46,22
41669.46967,204310.1615,0.643925,53972.36,139.160886,73.23231399,184.4951175,126.9020684,185.3323739,197.514041,2.02,0.16,7,0.74,31.35,4.46,23
41669.65117,204309.472,0.621825,53972.55,141.9605249,75.07896807,186.9620378,126.5762921,189.1039795,196.6911479,2.03,0.22,7.21,0.78,32.09,4.98,24
41669.81435,204308.8737,0.592525,53972.76,143.5158798,74.05304914,188.7797685,125.5989633,190.5183316,196.8282968,2.06,0.19,7.41,0.7,32.53,5.44,25
41670.00186,204308.2093,0.565625,53972.96,144.9156993,73.0271302,190.3378234,126.5762921,190.7069119,197.3768922,2.1,0.16,7.33,0.72,32.93,5.55,26
41670.00186,204308.2093,0.565625,53972.96,144.9156993,73.0271302,190.3378234,126.5762921,190.7069119,197.3768922,2.1,0.16,7.33,0.72,32.93,5.55,27
41670.15453,204307.6858,0.550725,53973.13,145.3823058,71.79602748,190.3378234,128.5309499,190.4240415,197.9254876,2.11,0.19,7.33,0.74,33.31,5.27,28
41670.3466,204307.0499,0.5553312,53973.33,146.3155188,71.79602748,193.0644195,129.8340551,190.3297513,199.5712738,2.1,0.2,7.35,0.76,33.74,5.99,29
41670.52277,204306.4886,0.5553312,53973.53,146.6265897,71.18047612,194.1031227,130.1598314,190.8954922,202.8628462,2.07,0.2,7.33,0.74,34.16,6.82,30
41670.73131,204305.8502,0.5768192,53973.73,146.9376607,71.79602748,194.8821502,131.1371602,193.5356161,206.2915675,2.08,0.15,7.32,0.71,34.5,6.24,31
41670.73131,204305.8502,0.5768192,53973.73,146.9376607,71.79602748,194.8821502,131.1371602,193.5356161,206.2915675,2.08,0.15,7.32,0.71,34.5,6.24,32
41670.91631,204305.3064,0.607475,53973.93,147.4042672,72.61676263,197.4789083,131.3000484,198.3444133,208.2116514,2.08,0.14,7.4,0.75,34.96,6.2,33
41671.12674,204304.7098,0.634375,53974.15,147.7153382,70.77010855,201.2442077,127.8793973,203.530371,208.7602468,2.07,0.19,7.48,0.76,35.51,6.91,34
