x,y,Unnamed: 0,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,geometry,p_ID
41669.46967016879,204310.1615306707,27268,0.6439250000004455,53972.35999999999,134.16846777710902,71.48112415065641,176.13872328461872,123.05730554161227,175.8653330794418,188.65317716271045,2.02,0.16,7.0,0.74,31.35,4.46,POINT (487463.71626753575 5665262.922139511),23.0
41669.65117214991,204309.47202122584,27269,0.6218249999992056,53972.54999999999,137.10415634518418,73.35132576000575,178.795492578575,122.71881294925984,180.16523632790268,187.76987592430902,2.03,0.22,7.21,0.78,32.09,4.98,POINT (487463.9103491563 5665262.236361433),24.0
41669.81434892595,204308.8736750465,27270,0.5925250000017288,53972.76000000001,138.73509443855926,72.31232486592279,180.75311205833225,121.7033351722026,181.7777000460755,187.91709279737591,2.06,0.19,7.41,0.7,32.53,5.44,POINT (487464.08443912864 5665261.641357608),25.0
41670.00186012541,204308.20930048265,27271,0.565625,53972.95999999999,140.2029387225968,71.27332397183983,182.43107161240988,122.71881294925984,181.99269520849856,188.50596028964355,2.1,0.16,7.33,0.72,32.93,5.55,POINT (487464.2840642078 5665260.980810632),26.0
41670.00186012541,204308.20930048265,27271,0.565625,53972.95999999999,140.2029387225968,71.27332397183983,182.43107161240988,122.71881294925984,181.99269520849856,188.50596028964355,2.1,0.16,7.33,0.72,32.93,5.55,POINT (487464.2840642078 5665260.980810632),27.0
41670.15453301741,204307.68582947276,27272,0.5507249999996684,53973.130000000005,140.69222015060933,70.02652289894029,182.43107161240988,124.74976850337436,181.67020246486396,189.0948277819112,2.11,0.19,7.33,0.74,33.31,5.27,POINT (487464.4462790056 5665260.460446116),28.0
41670.3466010084,204307.04993949272,27273,0.5553312000010096,53973.32999999999,141.6707830066344,70.02652289894029,185.36750083204572,126.10373887278402,181.56270488365246,190.86143025871405,2.1,0.2,7.35,0.76,33.74,5.99,POINT (487464.6499343284 5665259.82845131),29.0
41670.52276987607,204306.4885657234,27274,0.5553312000010096,53973.53,141.99697062530942,69.40312236249049,186.4861405347642,126.44223146513644,182.2076903709216,194.39463521231983,2.07,0.2,7.33,0.74,34.16,6.82,POINT (487464.8363289129 5665259.270637819),30.0
41670.73131043158,204305.85020176973,27275,0.5768191999995296,53973.73000000001,142.32315824398444,70.02652289894029,187.32512031180298,127.45770924219369,185.2176226448442,198.0750570389925,2.08,0.15,7.32,0.71,34.5,6.24,POINT (487465.0564929252 5665258.636473451),31.0
41670.73131043158,204305.85020176973,27275,0.5768191999995296,53973.73000000001,142.32315824398444,70.02652289894029,187.32512031180298,127.45770924219369,185.2176226448442,198.0750570389925,2.08,0.15,7.32,0.71,34.5,6.24,POINT (487465.0564929252 5665258.636473451),32.0
41670.91631137834,204305.30644678415,27276,0.6074749999982714,53973.92999999999,142.81243967199697,70.85772361420665,190.12171956859905,127.62695553836991,190.6999992866318,200.13609326192915,2.08,0.14,7.4,0.75,34.96,6.2,POINT (487465.2513904741 5665258.096431165),33.0
41671.12673796913,204304.7097594645,27277,0.6343750000000001,53974.15,143.13862729067196,68.98752200485733,194.17678849095338,124.07278331866951,196.6123662532655,200.7249607541968,2.07,0.19,7.48,0.76,35.51,6.91,POINT (487465.47267283686 5665257.503954382),34.0
41671.35486905182,204304.08500868548,27278,0.6489632000000791,53974.350000000006,143.791002528022,64.4159180708923,196.4140678963902,118.82614813720704,201.77225015141852,200.7249607541968,2.08,0.18,7.53,0.68,36.03,7.1,POINT (487465.7121658146 5665256.883755785),35.0
41671.59446340622,204303.44931308087,27279,0.6439250000004455,53974.56,142.16006443464693,60.883315031010255,196.97338774774946,116.28745369456391,205.9646558186679,200.13609326192915,2.1,0.15,7.53,0.68,36.45,6.95,POINT (487465.9633168572 5665256.252829456),36.0
41671.59446340622,204303.44931308087,27279,0.6439250000004455,53974.56,142.16006443464693,60.883315031010255,196.97338774774946,116.28745369456391,205.9646558186679,200.13609326192915,2.1,0.15,7.53,0.68,36.45,6.95,POINT (487465.9633168572 5665256.252829456),37.0
41671.80628945716,204302.9021905661,27280,0.6204512000019313,53974.76000000001,142.64934586265943,62.130116103909785,197.67253756194847,117.47217776779738,208.00710986168679,197.78062329285865,2.1,0.15,7.56,0.7,36.84,6.47,POINT (487466.1850861757 5665255.709914984),38.0
41672.04434704296,204302.3027658537,27281,0.5925250000017288,53974.95999999999,146.56359728675963,64.00031771325912,199.6301570417057,120.01087221044051,207.46962195562918,196.45567143525653,2.09,0.17,7.64,0.72,37.2,5.7,POINT (487466.4340341493 5665255.11521062),39.0
41672.25241060696,204301.79118356667,27282,0.5645151999989808,53975.140000000014,148.35762918947222,63.169116997992745,199.6301570417057,121.19559628367395,205.31967033139875,195.8668039429889,2.1,0.2,7.64,0.76,37.36,5.35,POINT (487466.6513893881 5665254.607746921),40.0
41672.503863015605,204301.1875217855,27283,0.550467200000188,53975.34,146.88978490543468,62.130116103909785,202.00726640998235,121.36484257985018,202.5247332198992,196.89732205445722,2.13,0.21,7.83,0.75,37.33,5.8,POINT (487466.9138024937 5665254.009054288),41.0
41672.71462560749,204300.6931134053,27284,0.55,53975.53,146.56359728675963,62.33791628272638,202.00726640998235,122.88805924543604,200.26728401445723,199.84165951579536,2.14,0.2,7.83,0.74,37.29,6.48,POINT (487467.1335393222 5665253.518804362),42.0
41672.71462560749,204300.6931134053,27284,0.55,53975.53,146.56359728675963,62.33791628272638,202.00726640998235,122.88805924543604,200.26728401445723,199.84165951579536,2.14,0.2,7.83,0.74,37.29,6.48,POINT (487467.1335393222 5665253.518804362),43.0
41672.97563440674,204300.0953883985,27285,0.55,53975.73999999999,147.37906633344718,62.96131681917616,200.74879674442408,126.27298516896022,198.22482997143834,203.22764759633418,2.13,0.17,7.9,0.77,37.28,7.0,POINT (487467.4053941735 5665252.926220903),44.0
41673.245921935406,204299.49192509148,27286,0.55,53975.94,148.35762918947222,64.62371824970889,202.42675629850177,129.319418500132,196.28987350963092,207.05528629607375,2.13,0.15,7.87,0.79,37.43,6.99,POINT (487467.6866280217 5665252.328073085),45.0
41673.52098487642,204298.89203033785,27287,0.55,53976.16,150.47784871085986,65.45491896497526,202.98607614986102,131.8581129427751,196.6123662532655,211.47179248808095,2.12,0.16,7.89,0.89,37.5,7.17,POINT (487467.9725689217 5665251.733579631),46.0
41673.52098487642,204298.89203033785,27287,0.55,53976.16,150.47784871085986,65.45491896497526,202.98607614986102,131.8581129427751,196.6123662532655,211.47179248808095,2.12,0.16,7.89,0.89,37.5,7.17,POINT (487467.9725689217 5665251.733579631),47.0
41673.78985643909,204298.31719867792,27288,0.55,53976.35999999999,150.31475490152235,65.24711878615867,202.98607614986102,131.5196203504227,199.5148009459766,215.74108180702126,2.13,0.19,7.95,0.9,37.77,7.49,POINT (487468.25186095305 5665251.164021107),48.0
41674.09146700898,204297.68482478708,27289,0.55,53976.57000000001,149.17309823615977,66.70172003787481,204.52420574109883,130.33489627718924,204.35219210049505,218.5382023952925,2.15,0.17,8.02,0.82,38.1,7.45,POINT (487468.56493179227 5665250.537555338),49.0
41674.34995752243,204297.1526568597,27290,0.55,53976.73999999999,149.4992858548348,64.83151842852548,209.1385945148123,129.99640368483682,210.90954455439788,219.71593737982772,2.2,0.19,8.01,0.85,38.45,7.38,POINT (487468.8330639198 5665250.010445295),50.0
41674.603755998745,204296.6378078936,27291,0.55,53976.94,150.31475490152235,61.29891538864342,213.47332336284623,127.62695553836991,217.46689700830072,218.97985301449324,2.21,0.25,8.04,0.9,38.96,7.2,POINT (487469.09618811327 5665249.500558036),51.0
41674.603755998745,204296.6378078936,27291,0.55,53976.94,150.31475490152235,61.29891538864342,213.47332336284623,127.62695553836991,217.46689700830072,218.97985301449324,2.21,0.25,8.04,0.9,38.96,7.2,POINT (487469.09618811327 5665249.500558036),52.0
41674.89750608063,204296.0483531617,27292,0.55,53977.15,152.92425585092246,62.33791628272638,214.73179302840444,124.24202961484573,222.19679058160764,217.06603366462343,2.18,0.22,8.16,0.86,39.39,7.5,POINT (487469.40061347646 5665248.916842391),53.0
41675.19682940887,204295.4500849089,27293,0.55,53977.350000000006,154.88138156297256,62.75351664035958,215.15128291692386,123.22655183778846,223.48676155614592,214.1216962032853,2.16,0.18,8.14,0.77,39.61,7.99,POINT (487469.7107710308 5665248.324420763),54.0
41675.50822552272,204294.8258572528,27294,0.55,53977.56,156.18613203767265,64.00031771325912,214.73179302840444,126.10373887278402,220.47682928222332,211.03014186888026,2.16,0.14,8.09,0.76,39.65,7.6,POINT (487470.0334719996 5665247.706276585),55.0
41675.50822552272,204294.8258572528,27294,0.55,53977.56,156.18613203767265,64.00031771325912,214.73179302840444,126.10373887278402,220.47682928222332,211.03014186888026,2.16,0.14,8.09,0.76,39.65,7.6,POINT (487470.0334719996 5665247.706276585),56.0
41675.77523364296,204294.28650159852,27295,0.55,53977.75,158.63253917773528,67.32512057432459,214.45213310272484,131.3503740542465,215.74693570891634,209.5579731382112,2.16,0.14,8.08,0.79,39.6,7.34,POINT (487470.3102490984 5665247.17213958),57.0
41676.04072332213,204293.7454813989,27296,0.55,53977.95999999999,161.89441536448544,71.68892432947301,215.2911128797637,138.28947219747104,209.9420663234942,211.6190093611479,2.17,0.19,8.08,0.82,39.52,7.81,POINT (487470.58553923975 5665246.636311047),58.0
41676.29088908677,204293.23096918035,27297,0.55,53978.140000000014,165.1562915512356,75.42932754817167,216.68941250816172,145.0593240445194,204.5671872629181,217.50768428382418,2.17,0.18,8.15,0.81,39.45,7.92,POINT (487470.8450266 5665246.126693524),59.0
41676.59608548877,204292.5978281377,27298,0.55,53978.34,166.9503234539482,77.92292969397076,218.78686195075878,150.6444518183343,201.98724531384158,225.45739542943704,2.18,0.16,8.24,0.84,39.47,7.41,POINT (487471.1616953466 5665245.499526996),60.0
41676.59608548877,204292.5978281377,27298,0.55,53978.34,166.9503234539482,77.92292969397076,218.78686195075878,150.6444518183343,201.98724531384158,225.45739542943704,2.18,0.16,8.24,0.84,39.47,7.41,POINT (487471.1616953466 5665245.499526996),61.0
41676.872094416045,204292.0204495443,27299,0.5431391999997186,53978.54000000001,169.07054297533583,81.24773255503622,221.86312113323444,155.38334811126813,203.5997090320144,232.96545595584934,2.19,0.17,8.33,0.95,39.7,7.04,POINT (487471.4481675332 5665244.927554273),62.0
41677.14554893079,204291.4438965768,27300,0.5204512000019312,53978.73999999999,171.1907624967234,82.70233380675238,227.176659721147,156.90656477685403,209.08208567380203,240.17908273612773,2.19,0.22,8.44,1.02,40.32,7.26,POINT (487471.7320715761 5665244.356359718),63.0
41677.432023104615,204290.83517360035,27301,0.4895685999989727,53978.94,171.84313773407345,80.83213219740304,232.6300282718993,154.5371166303871,216.28442361497395,246.80384202413853,2.21,0.25,8.66,1.05,40.86,8.37,POINT (487472.0295796075 5665243.753252966),64.0
41677.432023104615,204290.83517360035,27301,0.4895685999989727,53978.94,171.84313773407345,80.83213219740304,232.6300282718993,154.5371166303871,216.28442361497395,246.80384202413853,2.21,0.25,8.66,1.05,40.86,8.37,POINT (487472.0295796075 5665243.753252966),65.0
41677.747642964925,204290.15923046228,27302,0.4667648000010751,53979.16,172.33241916208598,77.50732933633758,236.8249271570934,153.86013144568227,223.70175671856896,252.25086632761406,2.25,0.22,8.71,1.01,41.43,9.4,POINT (487472.3574531927 5665243.083500456),66.0
41678.03277019988,204289.54441132865,27303,0.4499999999999999,53979.35999999999,174.7788263021486,77.92292969397076,240.0410163024089,156.5680721845016,230.7965970785294,255.3424206620191,2.24,0.16,8.67,0.99,42.04,9.09,POINT (487472.6537271885 5665242.474276241),67.0
41678.28270319075,204289.0020564916,27304,0.4499999999999999,53979.56,178.0407024888988,82.70233380675238,243.536765373404,160.12224440420198,235.95648097668246,256.66737251962127,2.25,0.16,8.77,1.07,42.59,8.47,POINT (487472.9134940572 5665241.936827675),68.0
41678.28270319075,204289.0020564916,27304,0.4499999999999999,53979.56,178.0407024888988,82.70233380675238,243.536765373404,160.12224440420198,235.95648097668246,256.66737251962127,2.25,0.16,8.77,1.07,42.59,8.47,POINT (487472.9134940572 5665241.936827675),69.0
41678.599564873264,204288.3099427028,27305,0.4499999999999999,53979.76999999999,179.50854677293634,82.91013398556895,249.2697938498359,165.03038699331205,238.3214277633359,258.581191869491,2.33,0.27,8.88,1.11,43.19,8.87,POINT (487473.2429062074 5665241.250936566),70.0
41678.84774713876,204287.76484628487,27306,0.4499999999999999,53979.97,184.07517343438658,81.45553273385282,255.4223122147873,169.26154439771727,239.5039011566627,263.73378242683276,2.35,0.31,9.01,1.13,43.47,9.63,POINT (487473.50097377866 5665240.710715775),71.0
41679.07986385124,204287.25367667805,27307,0.4499999999999999,53980.130000000005,191.25130104523694,85.19593595255147,255.4223122147873,174.00044069065115,241.00886729362398,272.86122855698096,2.3,0.2,9.01,1.1,43.67,10.23,POINT (487473.7423608882 5665240.204106956),72.0
41679.35791145997,204286.64167168364,27308,0.4499999999999999,53980.32999999999,198.10124103741228,89.97534006533309,267.8671789075297,183.30898698034264,243.26631649906594,283.6080602908651,2.28,0.17,8.96,1.12,44.12,11.07,POINT (487474.03150752943 5665239.597565052),73.0
41679.35791145997,204286.64167168364,27308,0.4499999999999999,53980.32999999999,198.10124103741228,89.97534006533309,267.8671789075297,183.30898698034264,243.26631649906594,283.6080602908651,2.28,0.17,8.96,1.12,44.12,11.07,POINT (487474.03150752943 5665239.597565052),74.0
41679.6189069207,204286.0692351386,27309,0.4499999999999999,53980.54000000001,205.11427483892518,94.75474417811468,277.7951062691558,193.80225734326757,245.30877054208483,294.2076751516824,2.28,0.2,9.04,1.23,44.52,11.44,POINT (487474.3028839021 5665239.030255395),75.0
41679.92256302128,204285.4073103331,27310,0.4499999999999999,53980.73999999999,213.2689653058006,99.11854793326309,287.4433737051022,202.09532585590182,246.16875119177703,303.77677190103134,2.3,0.2,9.2,1.29,44.7,11.36,POINT (487474.6185426905 5665238.374293164),76.0
41680.17222194804,204284.86667900527,27311,0.4499999999999999,53980.94,221.42365577267603,102.85895115196176,293.8755519957332,209.20367029530257,247.78121490994985,311.2848324274436,2.34,0.2,9.27,1.44,44.96,11.46,POINT (487474.8780039528 5665237.838562082),77.0
41680.17222194804,204284.86667900527,27311,0.4499999999999999,53980.94,221.42365577267603,102.85895115196176,293.8755519957332,209.20367029530257,247.78121490994985,311.2848324274436,2.34,0.2,9.27,1.44,44.96,11.46,POINT (487474.8780039528 5665237.838562082),78.0
41680.46309119994,204284.24025907836,27312,0.4499999999999999,53981.15,225.8271886247887,105.97595383421064,298.2102808437671,214.11181288441261,248.85619072206507,317.0262904770529,2.36,0.27,9.38,1.51,45.25,11.75,POINT (487475.1802300897 5665237.217849298),79.0
41680.72464958012,204283.6791197993,27313,0.4499999999999999,53981.35999999999,229.90453385822642,108.26175580119313,302.2653497661214,218.34297028881784,248.74869314085353,322.32609790746153,2.39,0.31,9.55,1.48,45.69,12.93,POINT (487475.4519612583 5665236.661840826),80.0
41681.01063969494,204283.0669840509,27314,0.4499999999999999,53981.56,234.1449729010017,108.67735615882633,305.2017789857573,223.0818665817517,248.1037076535844,328.36198970320476,2.38,0.28,9.59,1.46,45.91,13.7,POINT (487475.749048291 5665236.055314339),81.0
41681.01063969494,204283.0669840509,27314,0.4499999999999999,53981.56,234.1449729010017,108.67735615882633,305.2017789857573,223.0818665817517,248.1037076535844,328.36198970320476,2.38,0.28,9.59,1.46,45.91,13.7,POINT (487475.749048291 5665236.055314339),82.0
41681.279487748674,204282.49254861195,27315,0.4499999999999999,53981.76000000001,237.73303670642687,111.58655866225858,308.278038168233,229.00548694791902,248.1037076535844,334.1034477528141,2.36,0.22,9.56,1.51,46.11,13.46,POINT (487476.0283095561 5665235.486151367),83.0
41681.54836775429,204281.91861173324,27316,0.4499999999999999,53981.95999999999,242.9520386052271,115.11916170214066,312.3331070905873,233.57513694467664,249.07118588448807,338.5199539448213,2.36,0.24,9.59,1.56,46.45,13.56,POINT (487476.3075935849 5665234.917487263),84.0
41681.80317597908,204281.37454626523,27317,0.4499999999999999,53982.140000000014,245.56153955462727,113.87236062924113,312.3331070905873,233.40589064850045,251.11363992750702,341.75872515229315,2.36,0.29,9.59,1.59,46.84,13.6,POINT (487476.5722643844 5665234.378418711),85.0
41682.08997426258,204280.7607363155,27318,0.4499999999999999,53982.34,245.39844574528976,112.41775937752497,317.7864756413395,230.8671962058573,254.1235722014296,345.7335807250996,2.39,0.26,9.93,1.5,47.14,13.48,POINT (487476.870189924 5665233.770233838),86.0
41682.08997426258,204280.7607363155,27318,0.4499999999999999,53982.34,245.39844574528976,112.41775937752497,317.7864756413395,230.8671962058573,254.1235722014296,345.7335807250996,2.39,0.26,9.93,1.5,47.14,13.48,POINT (487476.870189924 5665233.770233838),87.0
41682.32343906193,204280.2589385724,27319,0.4453693999996839,53982.53,246.21391479197726,110.96315812580882,321.42205467517454,230.02096472497627,258.4234754498905,349.4140025517723,2.41,0.22,9.9,1.46,47.37,13.76,POINT (487477.1127519704 5665233.273016336),88.0
41682.60509848445,204279.65012767536,27320,0.4245174000016987,53982.73999999999,247.19247764800238,107.84615544355997,325.4771235975287,230.02096472497627,261.2184125613901,350.7389544093745,2.4,0.22,9.83,1.43,47.44,13.86,POINT (487477.4054496232 5665232.669733143),89.0
41682.88919197633,204279.03198406476,27321,0.3940127999987854,53982.94,249.14960336005245,107.84615544355997,326.31610337456755,230.8671962058573,261.43340772381305,348.8251350595047,2.39,0.21,9.85,1.43,47.48,13.51,POINT (487477.7007516285 5665232.057167325),90.0
41682.88919197633,204279.03198406476,27321,0.3940127999987854,53982.94,249.14960336005245,107.84615544355997,326.31610337456755,230.8671962058573,261.43340772381305,348.8251350595047,2.39,0.21,9.85,1.43,47.48,13.51,POINT (487477.7007516285 5665232.057167325),91.0
41683.20143022936,204278.3487942526,27322,0.3667648000010752,53983.15,251.92219811879008,113.04115991397474,323.1000142292521,231.54418139056216,259.1759585183712,343.3781107560292,2.39,0.21,9.85,1.4,47.27,13.12,POINT (487478.0253788452 5665231.380110058),92.0
41683.47067980573,204277.75783322845,27323,0.3510367999999211,53983.350000000006,253.22694859349016,116.78156313267338,318.62545541837846,231.0364425020335,253.69358187658352,336.0172671026839,2.39,0.24,9.82,1.41,46.95,12.6,POINT (487478.3053453862 5665230.794438299),93.0
41683.69098753149,204277.2738636406,27324,0.3500000000000001,53983.53,252.4114795468026,118.02836420557294,318.62545541837846,229.68247213262381,245.84625844814244,328.06755595707085,2.39,0.26,9.82,1.43,46.5,12.33,POINT (487478.53442991903 5665230.314796781),94.0
41683.96417930428,204276.6736504091,27325,0.3500000000000001,53983.73000000001,249.31269716938996,116.78156313267338,313.5915767561454,225.62056102439485,238.3214277633359,321.14836292292625,2.38,0.26,9.78,1.42,45.96,12.15,POINT (487478.81850660034 5665229.719950597),95.0
41683.96417930428,204276.6736504091,27325,0.3500000000000001,53983.73000000001,249.31269716938996,116.78156313267338,313.5915767561454,225.62056102439485,238.3214277633359,321.14836292292625,2.38,0.26,9.78,1.42,45.96,12.15,POINT (487478.81850660034 5665229.719950597),96.0
41684.26677030428,204276.0092916079,27326,0.3500000000000001,53983.94,242.7889447958896,113.6645604504245,296.3924913268497,218.8507091773465,232.94654870275983,315.25968800025004,2.37,0.25,9.57,1.34,45.43,11.97,POINT (487479.1331456784 5665229.061536159),97.0
41684.552394368,204275.3831829764,27327,0.3500000000000001,53984.15,234.47116051967672,109.30075669527609,288.0026935564615,210.72688696088844,230.04411401004876,308.34049496610544,2.35,0.25,9.45,1.27,44.93,12.14,POINT (487479.4301238991 5665228.441038009),98.0
41684.552394368,204275.3831829764,27327,0.3500000000000001,53984.15,234.47116051967672,109.30075669527609,288.0026935564615,210.72688696088844,230.04411401004876,308.34049496610544,2.35,0.25,9.45,1.27,44.93,12.14,POINT (487479.4301238991 5665228.441038009),99.0
41684.79679758969,204274.8487903662,27328,0.3500000000000001,53984.350000000006,225.8271886247887,102.0277504366954,279.6128957860733,200.06437030178728,229.61412368520266,301.126868185827,2.32,0.25,9.27,1.21,44.64,12.25,POINT (487479.684217703 5665227.911445406),100.0
41685.06686573515,204274.2605252005,27329,0.3500000000000001,53984.54999999999,215.38918482718825,94.33914382048148,272.34173771840346,188.3863758656289,231.44158256579854,296.5631451207529,2.3,0.21,9.14,1.11,44.48,11.88,POINT (487479.9649527623 5665227.3284830265),101.0
41685.348793596,204273.6497259019,27330,0.3500000000000001,53984.76000000001,206.2559315042877,90.39094042296625,267.58751898185017,181.61652401858055,235.20399790820179,290.96890394421047,2.28,0.17,9.09,1.09,44.49,11.04,POINT (487480.2579552827 5665226.723217498),102.0
41685.63114712716,204273.04129615147,27331,0.3500000000000001,53984.95999999999,202.34168008018756,88.93633917125013,264.51125979937456,175.69290365241324,238.75141808818202,281.10537344872773,2.26,0.19,9.06,1.12,44.51,10.13,POINT (487480.5513396454 5665226.120327999),103.0
41685.63114712716,204273.04129615147,27331,0.3500000000000001,53984.95999999999,202.34168008018756,88.93633917125013,264.51125979937456,175.69290365241324,238.75141808818202,281.10537344872773,2.26,0.19,9.06,1.12,44.51,10.13,POINT (487480.5513396454 5665226.120327999),104.0
41685.88640923161,204272.493019104,27332,0.3500000000000001,53985.140000000014,199.0798038934374,86.02713666781783,260.0367009885008,167.06134254742656,240.90136971241245,270.2113248417766,2.25,0.22,9.13,1.01,44.45,9.5,POINT (487480.81654154457 5665225.577058608),105.0
41686.15911207112,204271.90727635848,27333,0.3500000000000001,53985.34,193.20842675728701,83.32573434320214,254.86299236342805,159.95299810802578,241.76135036210465,260.34779434629394,2.27,0.2,9.08,0.89,44.24,8.74,POINT (487481.0998634016 5665224.996665672),106.0
41686.40347070957,204271.3807630064,27334,0.3500000000000001,53985.54000000001,190.10964437987442,82.49453362793578,251.36724329243296,156.22957959214918,241.00886729362398,251.66199883534642,2.28,0.18,8.92,0.86,43.93,8.06,POINT (487481.3537677177 5665224.474947024),107.0
41686.67177496145,204270.79961751588,27335,0.3500000000000001,53985.73999999999,188.1525186678243,79.3775309456869,248.9901339241563,153.86013144568227,237.56894469485528,244.0067214358673,2.26,0.21,8.82,0.84,43.53,7.51,POINT (487481.6326089303 5665223.8990678135),108.0
41686.67177496145,204270.79961751588,27335,0.3500000000000001,53985.73999999999,188.1525186678243,79.3775309456869,248.9901339241563,153.86013144568227,237.56894469485528,244.0067214358673,2.26,0.21,8.82,0.84,43.53,7.51,POINT (487481.6326089303 5665223.8990678135),109.0
41686.95445910582,204270.18362723663,27336,0.3500000000000001,53985.94,184.72754867173663,76.6761286210712,245.0748949646418,151.1521907068629,232.08656805306768,238.8541308785256,2.24,0.21,8.85,0.79,43.12,7.36,POINT (487481.9264627921 5665223.288628168),110.0
