x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,geometry,p_ID
41668.19202084596,204315.99513202533,0.7431391999997186,53970.54999999999,89.25409488541754,45.22185968477922,124.72359697497112,75.09919750637239,151.42070428739783,120.33185454645971,1.9186001658285536,0.1194861316989191,6.28881118334942,0.234712418626332,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),11
41668.3472825393,204315.37241863552,0.7204512000019314,53970.75,95.52081172790835,48.692963001835324,131.86709210793532,84.27821214040803,151.78566946101472,130.01190190770527,1.9386001658285537,0.1494861316989191,6.33881118334942,0.4247124186263319,26.901725046521687,0.9401806743096268,POINT (487462.4986687489 5665268.109413626),12
41668.50903895529,204314.7196479328,0.6925250000017289,53970.95000000001,100.41190780009629,52.77661396307782,137.47983828383582,91.20273195204894,153.06304756867388,140.09528457566938,1.9686001658285537,0.2194861316989191,6.30881118334942,0.464712418626332,27.16172504652169,1.6001806743096267,POINT (487462.67234026536 5665267.459990165),13
41668.63501882799,204314.19051255006,0.6645151999989809,53971.140000000014,104.23307660649311,61.76064607781129,141.6893979157612,95.87275694129511,155.52656249058796,151.38867316378924,1.9486001658285537,0.2794861316989191,6.25881118334942,0.354712418626332,27.62172504652169,2.750180674309627,POINT (487462.8079814366 5665266.933473508),14
41668.77709984346,204313.54194829613,0.6504672000001881,53971.34,108.66563242191341,68.29448761579928,148.06751857019356,104.08555950859017,158.53752517292742,161.8753911384719,1.9186001658285536,0.2794861316989191,6.278811183349419,0.394712418626332,28.03172504652169,2.8301806743096267,POINT (487462.9619113865 5665266.287892182),15
41668.77709984346,204313.54194829613,0.6504672000001881,53971.34,108.66563242191341,68.29448761579928,148.06751857019356,104.08555950859017,158.53752517292742,161.8753911384719,1.9186001658285536,0.2794861316989191,6.278811183349419,0.394712418626332,28.03172504652169,2.8301806743096267,POINT (487462.9619113865 5665266.287892182),16
41668.90555317087,204312.85925606918,0.6500000000000001,53971.54999999999,117.53074405275405,71.15304328866902,155.97638818168966,114.71389224273668,162.64338337611755,171.420993397478,1.9586001658285537,0.2294861316989191,6.47881118334942,0.5847124186263319,28.55172504652169,2.8901806743096268,POINT (487463.10284917086 5665265.60795165),17
41669.016653239596,204312.17803430557,0.6500000000000001,53971.75,124.86738816103596,70.74467819254478,165.67113157642686,120.67219998763699,167.93537839356262,180.69770545200495,1.9686001658285537,0.2194861316989191,6.72881118334942,0.7047124186263319,29.271725046521688,4.000180674309627,POINT (487463.2264165337 5665264.929161546),18
41669.11323629835,204311.5631052591,0.6500000000000001,53971.94,130.36987124224737,69.51958290417203,173.83512601410027,121.4773767099208,174.23102763845418,189.83997240429244,1.9786001658285537,0.2094861316989191,6.84881118334942,0.664712418626332,29.881725046521687,4.450180674309627,POINT (487463.33425574977 5665264.316359364),19
41669.11323629835,204311.5631052591,0.6500000000000001,53971.94,130.36987124224737,69.51958290417203,173.83512601410027,121.4773767099208,174.23102763845418,189.83997240429244,1.9786001658285537,0.2094861316989191,6.84881118334942,0.664712418626332,29.881725046521687,4.450180674309627,POINT (487463.33425574977 5665264.316359364),20
41669.24071259088,204310.8202432543,0.6500000000000001,53972.15,134.49673355315596,69.3154003561099,180.21324666853263,123.409800843402,180.89164205696267,196.2933373117895,1.9886001658285533,0.1594861316989191,6.87881118334942,0.634712418626332,30.561725046521687,4.310180674309627,POINT (487463.47532383655 5665263.576265357),21
