,coilconfig,slope,intercept
0,HCPHQP,2.4033859160106217,-39.19998677443011
1,PRPHQP,2.2880927200187196,-9.137403183044498
2,HCP1QP,1.84038155300621,-51.43549406749574
3,PRP1QP,1.8593941300476406,-16.743969745960854
4,HCP2QP,1.5123960010380277,-45.22752355770207
5,PRP2QP,1.6836956764798534,-32.248362047125426
