x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107763.8972,183306.3371,27.5189976,42159.27,34.930318264780446,22.19384721787709,46.74222212578965,30.218394550482856,65.08603258250497,46.504444685552514,0.98,1.01,1.01,0.34,1.41,-2.85,11.0
107764.0323,183306.1285,27.5318496,42159.17,35.735024870207226,23.292025837486243,48.91345247677813,31.37966085825475,67.0303616465391,48.02136069500204,0.98,1.01,1.01,0.32,1.42,-2.99,12.0
107764.3457,183305.6431,27.5563384,42158.97,38.68826987749829,25.48845134705403,54.654406012845286,34.39924272791869,71.82423023366269,51.24587240517577,0.98,1.01,1.01,0.32,1.43,-3.1,13.0
107764.6566,183305.1606,27.5810024,42158.77,42.72193631415216,26.220613397562285,57.43438191694955,37.65156726300585,76.28978079915811,56.370131501125925,0.97,1.01,1.01,0.34,1.42,-3.02,14.0
107764.9495,183304.7066,27.6074264,42158.57,48.11132806733831,29.14936257104324,63.80863166730651,42.76334030587356,79.70058256992226,63.01812079302946,0.97,1.01,1.03,0.37,1.44,-2.82,15.0
107765.2262,183304.2798,27.6308104,42158.37,54.324115037897975,36.10578825818396,68.00643949193118,49.503408452671216,81.32129464263309,66.05924249293457,0.97,1.01,1.03,0.36,1.45,-2.8,16.0
107765.5199,183303.8306,27.6463544,42158.17,58.92599534518572,40.49978802448663,73.42021019066209,53.92043658499378,86.02148889815058,70.43309706287937,0.98,1.01,1.02,0.32,1.47,-2.93,17.0
107765.665,183303.6102,27.6481,42158.07,61.09437434537928,41.2321564674577,76.63697307358582,55.54798623430479,88.92719866375559,73.66764512178459,0.98,1.01,1.01,0.31,1.46,-3.02,18.0
107765.9775,183303.1391,27.65,42157.86,66.25121773870181,42.330727946193264,84.50391761627957,60.43135647762278,94.21931504993915,82.80827783710048,0.98,1.01,1.02,0.3,1.49,-3.2,19.0
107766.2798,183302.6873,27.65,42157.67,69.78507435385806,46.72523945469737,89.76858413482805,66.9441977942813,97.15306135103502,92.91441859931857,0.98,1.01,1.02,0.33,1.48,-3.05,20.0
107766.5826,183302.2372,27.65,42157.47,72.77865612053257,50.38760779434596,92.20371508740328,70.66668280125043,97.15306135103502,95.58630484482084,0.97,1.02,1.02,0.36,1.46,-2.92,21.0
107766.9205,183301.737,27.65,42157.26,75.50274344791274,52.58514883435687,95.25225426127902,73.92437050177261,99.17572665065978,98.25916854875578,0.97,1.01,1.02,0.33,1.45,-2.89,22.0
107767.0703,183301.5159,27.65,42157.16,76.59307534305677,53.31768250515055,96.47309633308154,73.92437050177261,100.46529131076511,99.59596690630079,0.97,1.01,1.02,0.33,1.44,-2.96,23.0
107767.4281,183300.9884,27.6553312,42156.94,78.50210380172912,54.782779818771424,98.71340624780376,76.94979486545948,101.01853530691359,100.93300957960116,0.98,1.01,1.02,0.33,1.44,-3.07,24.0
107767.7068,183300.5785,27.6768192,42156.74,79.32062541044789,56.24791707808632,98.9172049098256,77.18253690420548,103.41988913520301,99.40498075335235,0.98,1.01,1.02,0.32,1.47,-3.03,25.0
107768.029,183300.1056,27.7059872,42156.54,79.86642799875318,55.88162901952139,99.73262205357939,76.25158339190453,106.94110042947962,99.78695804538154,0.98,1.01,1.03,0.32,1.48,-3.11,26.0
107768.3297,183299.665,27.7320666,42156.34,79.86642799875318,54.416501744536,101.36452141478516,75.08794642584913,109.35820632694501,99.97795416981093,0.98,1.01,1.04,0.3,1.52,-3.14,27.0
107768.5048,183299.4087,27.7423126,42156.24,79.32062541044789,54.416501744536,101.56860840616883,74.85522635726643,110.66235802410267,99.59596690630079,0.98,1.01,1.03,0.3,1.53,-3.18,28.0
107768.9068,183298.8208,27.75,42155.97,75.77528934798842,51.852625157401455,98.10214415677147,72.2954667900237,112.71545108029879,98.45012478401584,0.98,1.01,1.03,0.32,1.52,-3.15,29.0
107769.0577,183298.6003,27.75,42155.86,74.14038713767664,50.021359703845626,98.50962986008803,69.73600286433255,115.70983983482697,97.68632976253956,0.98,1.01,1.03,0.31,1.5,-3.14,30.0
