x,y,z,t,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP4.0,PRP4.1,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,HCP4.0_inph,PRP4.1_inph
107769.7897,183238.1075,28.55,32700.12,163.6021883,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7897,183238.1076,28.55,32700.32,163.2223254,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7897,183238.1076,28.55,32700.52,163.9821125,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7897,183238.1077,28.55,32700.72,163.7921428,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7897,183238.11,28.55,32700.92,163.2223254,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7897,183238.113,28.55,32701.11,163.4122492,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7897,183238.1184,28.55,32702.13,163.2223254,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7896,183238.1184,28.55,32702.33,163.4122492,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7893,183238.1184,28.55,32702.61,163.6021883,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7891,183238.1184,28.55,32702.73,163.7921428,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7862,183238.1184,28.55,32702.93,163.7921428,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7821,183238.1185,28.55,32703.13,163.7921428,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7753,183238.1185,28.55,32727.11,163.4122492,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7753,183238.1185,28.55,32727.31,163.6021883,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7753,183238.1185,28.55,32727.51,163.7921428,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7752,183238.1185,28.55,32727.71,164.1720975,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7725,183238.1186,28.55,32727.91,163.7921428,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7679,183238.1186,28.55,32728.14,163.6021883,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.1187,28.55,32729.12,162.8425237,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.1189,28.55,32729.32,163.4122492,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.1192,28.55,32729.52,164.1720975,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.1195,28.55,32729.72,164.1720975,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.124,28.55,32729.92,164.1720975,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7618,183238.1304,28.55,32730.12,163.9821125,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.580081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7661,183238.1294,28.55,32746.13,164.5521134,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7663,183238.1289,28.55,32746.33,164.1720975,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7665,183238.1284,28.55,32746.53,164.1720975,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7666,183238.128,28.55,32746.73,164.1720975,112.926475,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7881,183238.0698,28.55,32746.93,164.1720975,112.5371945,170.0781762,150.4007652,108.7484732,166.0611317,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.8151,183237.9969,28.55,32747.11,163.9821125,113.1211177,171.6779926,150.4007652,109.9604709,166.0611317,1.580081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8654,183237.8619,28.55,32751.12,163.9821125,113.3157622,171.6779926,151.2524787,109.9604709,165.903649,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8654,183237.8619,28.55,32751.32,164.1720975,113.3157622,171.6779926,151.2524787,109.9604709,165.903649,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8655,183237.8619,28.55,32751.52,164.5521134,113.3157622,171.6779926,151.2524787,109.9604709,165.903649,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8655,183237.8619,28.55,32751.72,164.3620978,113.3157622,171.6779926,151.2524787,109.9604709,165.903649,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
