,coilconfig,slope,intercept
0,HCPHQP,2.163575107376895,-32.29377498819161
1,PRPHQP,1.895675889033503,-5.565236767184235
2,HCP1QP,1.7460588019214924,-46.497384459202465
3,PRP1QP,1.6528051035236466,-12.36232239454057
4,HCP2QP,1.4753067385815621,-42.391655664043185
5,PRP2QP,1.591121329729407,-28.307907748437927
