x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,111.22643800786472,71.41758883430177,162.34603295722218,104.03876355681435,246.91274270619084,149.81124035001218,1.96,0.12,6.41,0.41,26.9,0.68,11.0
41668.31481,204315.4004,0.7204512,53970.75,111.22643800786472,71.41758883430177,162.34603295722218,104.03876355681435,246.91274270619084,149.81124035001218,1.96,0.12,6.41,0.41,26.9,0.68,12.0
41668.44947,204314.7587,0.692525,53970.95,116.9181669583713,77.01979412259604,169.80932735758736,112.20239218074828,249.86193359503903,161.61323975419023,1.99,0.19,6.38,0.45,27.16,1.34,13.0
41668.57399,204314.1439,0.6645152,53971.14,121.37605447165309,89.34962198543344,175.44014020947031,117.71322466175066,255.60409264333782,174.9081533921642,1.97,0.25,6.33,0.34,27.62,2.49,14.0
41668.70589,204313.4887,0.6504672,53971.34,126.55935476503576,98.32105882153269,184.02593269870383,127.41470991851774,262.72162715652286,187.32656058915407,1.94,0.25,6.35,0.38,28.03,2.57,15.0
41668.70589,204313.4887,0.6504672,53971.34,126.55935476503576,98.32105882153269,184.02593269870383,127.41470991851774,262.72162715652286,187.32656058915407,1.94,0.25,6.35,0.38,28.03,2.57,16.0
41668.84943,204312.794,0.65,53971.55,136.96439307349587,102.24719631563251,194.7627877139638,139.9885377160569,272.6088837739247,198.69222120544353,1.98,0.2,6.55,0.57,28.55,2.63,17.0
41668.98012,204312.1909,0.65,53971.75,145.6134184484239,101.68627730825287,208.06025401250216,147.04686102267362,285.67395796658195,209.79452606802474,1.99,0.19,6.8,0.69,29.27,3.74,18.0
41669.12606,204311.5522,0.65,53971.94,152.12229021298313,100.00360472203937,219.37411883491635,148.00120424390013,301.7138092237387,220.7911243727966,2.0,0.18,6.92,0.65,29.88,4.19,19.0
41669.12606,204311.5522,0.65,53971.94,152.12229021298313,100.00360472203937,219.37411883491635,148.00120424390013,301.7138092237387,220.7911243727966,2.0,0.18,6.92,0.65,29.88,4.19,20.0
41669.28864,204310.8778,0.65,53972.15,157.0161912539478,99.72317160653415,228.2867414792442,150.29212900350188,319.30987938487436,228.58664483000086,2.01,0.13,6.95,0.62,30.56,4.05,21.0
41669.46967,204310.1615,0.643925,53972.36,161.73864515457973,103.36907654027348,234.74381028139442,153.15677967563843,334.79635854379467,230.0513795069426,2.02,0.16,7.0,0.74,31.35,4.46,22.0
41669.46967,204310.1615,0.643925,53972.36,161.73864515457973,103.36907654027348,234.74381028139442,153.15677967563843,334.79635854379467,230.0513795069426,2.02,0.16,7.0,0.74,31.35,4.46,23.0
41669.65117,204309.472,0.621825,53972.55,165.01362426759727,105.89351276358546,238.1651987129299,152.7747623932266,345.06813053336515,229.07478163724082,2.03,0.22,7.21,0.78,32.09,4.98,24.0
41669.81435,204308.8737,0.592525,53972.76,166.83501980647299,104.49101303444884,240.6921859266577,151.62882844015212,348.9793993116442,229.23751791595137,2.06,0.19,7.41,0.7,32.53,5.44,25.0
41670.00186,204308.2093,0.565625,53972.96,168.47546918325972,103.08860120866838,242.8622027827766,152.7747623932266,349.5034507124612,229.8885831628318,2.1,0.16,7.33,0.72,32.93,5.55,26.0
41670.00186,204308.2093,0.565625,53972.96,168.47546918325972,103.08860120866838,242.8622027827766,152.7747623932266,349.5034507124612,229.8885831628318,2.1,0.16,7.33,0.72,32.93,5.55,27.0
41670.15453,204307.6858,0.550725,53973.13,169.02253628813813,101.40582308099302,242.8622027827766,155.06716083823218,348.71772256763904,230.5398406412296,2.11,0.19,7.33,0.74,33.31,5.27,28.0
41670.3466,204307.0499,0.5553312,53973.33,170.11704554944095,101.40582308099302,246.6686791733205,156.5958194717938,348.45604582363376,232.49476741027652,2.1,0.2,7.35,0.76,33.74,5.99,29.0
41670.52277,204306.4886,0.5553312,53973.53,170.48199296374239,100.564481509654,248.1217609161139,156.97803325790437,350.02793080720994,236.40982325423968,2.07,0.2,7.33,0.74,34.16,6.82,30.0
41670.73131,204305.8502,0.5768192,53973.73,170.84699586898714,101.40582308099302,249.21265687651845,158.12479252003666,357.43490697225053,240.49539947741758,2.08,0.15,7.32,0.71,34.5,6.24,31.0
41670.73131,204305.8502,0.5768192,53973.73,170.84699586898714,101.40582308099302,249.21265687651845,158.12479252003666,357.43490697225053,240.49539947741758,2.08,0.15,7.32,0.71,34.5,6.24,32.0
41670.91631,204305.3064,0.607475,53973.93,171.39460401230065,102.52766109597823,252.85569231071688,158.31593625801284,371.2369199744592,242.78662527303572,2.08,0.14,7.4,0.75,34.96,6.2,33.0
41671.12674,204304.7098,0.634375,53974.15,171.75974535281551,100.00360472203937,258.1564493281605,154.30294942244208,386.59679391482507,243.44169749968788,2.07,0.19,7.48,0.76,35.51,6.91,34.0
41671.35487,204304.085,0.6489632,53974.35,172.49019383881514,93.83488942168458,261.09030870375955,148.3829759151849,400.4311295325979,243.44169749968788,2.08,0.18,7.53,0.68,36.03,7.1,35.0
41671.59446,204303.4493,0.643925,53974.56,170.6644874896496,89.06932273767517,261.8248076114014,145.52016729031732,411.98524578734464,242.78662527303572,2.1,0.15,7.53,0.68,36.45,6.95,36.0
41671.59446,204303.4493,0.643925,53974.56,170.6644874896496,89.06932273767517,261.8248076114014,145.52016729031732,411.98524578734464,242.78662527303572,2.1,0.15,7.53,0.68,36.45,6.95,37.0
41671.80629,204302.9022,0.6204512,53974.76,171.21205411671056,90.75117111970044,262.74351299275105,146.85600711460532,417.72116735420144,240.1682752678494,2.1,0.15,7.56,0.7,36.84,6.47,38.0
41672.04435,204302.3028,0.592525,53974.96,175.59706128547285,93.27418164904051,265.31932747674824,149.71933150063893,416.2045202289306,238.69681518603898,2.09,0.17,7.64,0.72,37.2,5.7,39.0
41672.25241,204301.7912,0.5645152,53975.14,177.6095032105738,92.15280839051717,265.31932747674824,151.05592778034014,410.1885285809047,238.04314730596323,2.1,0.2,7.64,0.76,37.36,5.35,40.0
41672.50386,204301.1875,0.5504672,53975.34,175.9628364390936,90.75117111970044,268.4539183596094,151.24688975384004,402.4837534341664,239.18719302674347,2.13,0.21,7.83,0.75,37.33,5.8,41.0
41672.71463,204300.6931,0.55,53975.53,175.59706128547285,91.03149152375829,268.4539183596094,152.96576857874786,396.3530772717349,242.45916190126187,2.14,0.2,7.83,0.74,37.29,6.48,42.0
41672.71463,204300.6931,0.55,53975.53,175.59706128547285,91.03149152375829,268.4539183596094,152.96576857874786,396.3530772717349,242.45916190126187,2.14,0.2,7.83,0.74,37.29,6.48,43.0
41672.97563,204300.0954,0.55,53975.74,176.511602007191,91.87247388683977,266.7934977018964,156.78692390871663,390.87570097093493,246.22792066668902,2.13,0.17,7.9,0.77,37.28,7.0,44.0
41673.24592,204299.4919,0.55,53975.94,177.6095032105738,94.11524859264345,269.0078577419871,160.2276438577562,385.7457395180745,250.49599916599846,2.13,0.15,7.87,0.79,37.43,6.99,45.0
41673.52098,204298.892,0.55,53976.16,179.98997752865975,95.23672050599926,269.7468058467869,163.09612647090356,386.59679391482507,255.43094621437652,2.12,0.16,7.89,0.89,37.5,7.17,46.0
41673.52098,204298.892,0.55,53976.16,179.98997752865975,95.23672050599926,269.7468058467869,163.09612647090356,386.59679391482507,255.43094621437652,2.12,0.16,7.89,0.89,37.5,7.17,47.0
41673.78986,204298.3172,0.55,53976.36,179.80678225048604,94.9563472440541,269.7468058467869,162.71359824961104,394.32748465733295,260.21185956074913,2.13,0.19,7.95,0.9,37.77,7.49,48.0
