x,y,z,t,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP4.0,PRP4.1,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,HCP4.0_inph,PRP4.1_inph
107769.7821,183238.1185,28.55,32703.13,142.4765868,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7753,183238.1185,28.55,32727.11,142.1609398,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7753,183238.1185,28.55,32727.31,142.3187633,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7753,183238.1185,28.55,32727.51,142.4765868,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7752,183238.1185,28.55,32727.71,142.7922339,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7725,183238.1186,28.55,32727.91,142.4765868,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7679,183238.1186,28.55,32728.14,142.3187633,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.1187,28.55,32729.12,141.6874692,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.1189,28.55,32729.32,142.1609398,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.600081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.1192,28.55,32729.52,142.7922339,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.1195,28.55,32729.72,142.7922339,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7617,183238.124,28.55,32729.92,142.7922339,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7618,183238.1304,28.55,32730.12,142.6344103,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.580081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7661,183238.1294,28.55,32746.13,143.1078809,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7663,183238.1289,28.55,32746.33,142.7922339,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7665,183238.1284,28.55,32746.53,142.7922339,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7666,183238.128,28.55,32746.73,142.7922339,80.26972441,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7881,183238.0698,28.55,32746.93,142.7922339,79.99372048,140.2955881,125.72738,80.39823134,146.7737952,1.590081341,0.264503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.8151,183237.9969,28.55,32747.11,142.6344103,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8654,183237.8619,28.55,32751.12,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8654,183237.8619,28.55,32751.32,142.7922339,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8655,183237.8619,28.55,32751.52,143.1078809,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8655,183237.8619,28.55,32751.72,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8684,183237.8619,28.55,32751.92,142.7922339,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8724,183237.8619,28.55,32752.12,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.879,183237.8621,28.55,32754.11,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.879,183237.8622,28.55,32754.31,143.2657044,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.879,183237.8624,28.55,32754.51,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.879,183237.8626,28.55,32754.71,142.1609398,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8791,183237.8669,28.55,32754.91,142.3187633,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8791,183237.8733,28.55,32755.11,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8792,183237.8795,28.55,32755.31,143.1078809,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8792,183237.8836,28.55,32755.51,142.7922339,80.13172245,141.488882,126.4320258,81.14400066,146.6399566,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8792,183237.8833,28.55,32755.71,142.7922339,80.13172245,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8792,183237.879,28.55,32755.91,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8788,183237.8619,28.55,32758.12,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8787,183237.8619,28.55,32758.32,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8786,183237.8619,28.55,32758.52,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8785,183237.8618,28.55,32758.72,143.1078809,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.600081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8756,183237.8619,28.55,32758.92,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.600081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8714,183237.8619,28.55,32759.13,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8675,183237.8619,28.55,32759.33,142.7922339,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8652,183237.8619,28.55,32759.53,142.7922339,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8656,183237.8619,28.55,32759.73,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8686,183237.8619,28.55,32759.93,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8787,183237.8618,28.55,32762.11,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8787,183237.8618,28.55,32762.31,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8786,183237.8618,28.55,32762.51,142.7922339,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8786,183237.8618,28.55,32762.7,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.876,183237.8619,28.55,32762.9,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.600081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8714,183237.8619,28.55,32764.01,142.7922339,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8721,183237.8619,28.55,32764.05,143.1078809,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.873,183237.8619,28.55,32764.1,143.739175,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8739,183237.8619,28.55,32764.15,143.5813515,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.875,183237.8619,28.55,32764.21,143.1078809,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8788,183237.8618,28.55,32764.67,143.1078809,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8765,183237.8618,28.55,32764.87,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8716,183237.8619,28.55,32765.11,142.7922339,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8679,183237.8619,28.55,32765.31,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8656,183237.8619,28.55,32765.51,142.4765868,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8655,183237.8619,28.55,32765.71,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8682,183237.8619,28.55,32765.91,143.1078809,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8726,183237.8619,28.55,32766.13,143.4235279,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8765,183237.8618,28.55,32766.33,142.9500574,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8787,183237.8618,28.55,32766.53,142.4765868,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8784,183237.8618,28.55,32766.73,142.4765868,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8755,183237.8619,28.55,32766.93,142.3187633,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8779,183237.8656,28.55,32776.1,142.4765868,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.878,183237.8659,28.55,32776.3,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8781,183237.8662,28.55,32776.5,142.6344103,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8781,183237.8665,28.55,32776.7,142.1609398,80.54572834,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8717,183237.8979,28.55,32776.9,142.7922339,80.13172245,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8607,183237.9527,28.55,32777.13,143.4235279,80.26972441,141.488882,126.4320258,81.14400066,146.6399566,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.406518389
107769.8514,183237.9987,28.55,32777.33,143.2657044,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8461,183238.0253,28.55,32777.53,142.6344103,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.600081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8459,183238.029,28.55,32777.74,142.4765868,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.849,183238.029,28.55,32777.94,142.7922339,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8527,183238.0289,28.55,32778.12,142.9500574,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8594,183238.0286,28.55,32783.08,143.2657044,78.33769693,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.234503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8594,183238.0285,28.55,32783.28,143.739175,78.33769693,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.234503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8594,183238.0285,28.55,32783.48,142.4765868,78.33769693,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.234503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8594,183238.0285,28.55,32783.68,142.0031163,78.33769693,141.488882,125.72738,81.14400066,146.7737952,1.590081341,0.234503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8606,183238.0246,28.55,32783.88,142.4765868,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.600081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8631,183238.0164,28.55,32784.14,142.7922339,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8665,183238.0066,28.55,32789.11,142.7922339,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8665,183238.0066,28.55,32789.31,143.2657044,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8666,183238.0065,28.55,32789.51,143.5813515,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8666,183238.0065,28.55,32789.71,143.5813515,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8694,183238.0065,28.55,32789.91,143.2657044,80.40772637,141.488882,125.72738,81.14400066,146.7737952,1.600081341,0.254503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.873,183238.0065,28.55,32790.09,142.9500574,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0063,28.55,32794.08,143.2657044,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0063,28.55,32794.17,142.9500574,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0063,28.55,32794.22,142.9500574,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0063,28.55,32794.24,142.7922339,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0063,28.55,32794.27,142.6344103,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0063,28.55,32794.3,141.8452927,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0063,28.55,32794.43,142.1609398,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0062,28.55,32794.63,142.7922339,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0049,28.55,32794.83,142.9500574,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0005,28.55,32795.12,142.6344103,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8801,183237.9973,28.55,32795.32,142.9500574,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8801,183237.9962,28.55,32795.52,142.9500574,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8801,183237.9962,28.55,32795.72,142.7922339,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8802,183238.0017,28.55,32795.92,142.7922339,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.580081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8803,183238.0111,28.55,32796.11,142.9500574,80.40772637,141.488882,126.4320258,81.14400066,146.7737952,1.590081341,0.254503606,3.271992023,0.413607459,4.694878884,-4.266518389
107769.8804,183238.0248,28.55,32796.31,142.0031163,78.33769693,141.488882,125.72738,81.14400066,146.7737952,1.600081341,0.234503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8805,183238.042,28.55,32796.51,141.2139986,78.33769693,141.488882,125.72738,81.14400066,146.7737952,1.610081341,0.234503606,3.271992023,0.373607459,4.694878884,-4.266518389
107769.8728,183238.0709,28.55,32796.71,140.8983516,78.19969497,140.2955881,125.72738,80.39823134,146.7737952,1.610081341,0.224503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.824,183238.1468,28.55,32796.91,140.8983516,78.19969497,140.2955881,125.72738,80.39823134,146.7737952,1.630081341,0.224503606,3.311992023,0.373607459,4.544878884,-4.266518389
107769.7506,183238.2492,28.55,32797.09,140.8983516,77.50968515,139.2348824,124.8818051,80.39823134,146.7737952,1.640081341,0.214503606,3.381992023,0.313607459,4.544878884,-4.266518389
107769.6488,183238.3875,28.55,32797.29,140.424881,76.9576773,139.2348824,125.0227342,79.59509516,146.6399566,1.650081341,0.214503606,3.381992023,0.293607459,4.444878884,-4.716518389
107769.538,183238.5382,28.55,32797.49,139.1622929,76.12966552,138.1741767,125.0227342,79.59509516,146.3722796,1.670081341,0.204503606,3.431992023,0.293607459,4.444878884,-5.316518389
107769.4264,183238.6926,28.55,32797.69,138.8466458,75.30165374,137.113471,126.0092383,79.3082608,146.3722796,1.680081341,0.194503606,3.351992023,0.283607459,4.294878884,-5.316518389
107769.2928,183238.8746,28.55,32797.89,138.6888223,75.02564982,136.7157064,127.2776007,79.3082608,146.5061181,1.680081341,0.194503606,3.241992023,0.243607459,4.294878884,-6.066518389
107769.1203,183239.1072,28.55,32798.11,138.2153517,75.8536616,136.8482946,127.4185299,79.48036141,146.5061181,1.650081341,0.204503606,3.201992023,0.173607459,4.174878884,-6.066518389
107768.9465,183239.3416,28.5477158,32798.31,137.2684106,77.50968515,136.8482946,126.5729549,79.82456264,145.970764,1.620081341,0.224503606,3.201992023,0.163607459,4.554878884,-5.806518389
107768.7627,183239.5915,28.5477158,32798.51,136.3214695,77.23368123,137.3786474,125.4455217,80.22613073,143.9631859,1.610081341,0.234503606,3.191992023,0.213607459,5.144878884,-4.546518389
107768.5714,183239.8548,28.5296478,32798.71,134.7432343,74.88764786,138.5719413,125.4455217,80.74243257,142.8924776,1.590081341,0.224503606,3.091992023,0.213607459,5.344878884,-4.406518389
107768.3603,183240.1481,28.5014998,32798.91,132.2180579,71.57560075,139.7652353,122.4860094,80.74243257,142.8924776,1.560081341,0.244503606,2.841992023,0.243607459,5.344878884,-4.406518389
107767.4191,183241.4766,28.35,32799.12,129.5350581,67.84954775,139.632647,111.0707478,81.2587344,138.743483,1.540081341,0.274503606,2.751992023,0.283607459,5.094878884,-4.416518389
107767.401,183241.488,28.45,32799.32,125.4316465,63.43348493,137.3786474,111.0707478,81.71766937,138.743483,1.550081341,0.254503606,2.951992023,0.283607459,4.944878884,-4.416518389
107767.4983,183241.2312,28.55,32799.52,120.6969409,60.67344568,133.6661774,105.7154399,81.94713685,135.1298425,1.580081341,0.244503606,3.151992023,0.343607459,5.064878884,-3.896518389
107767.4344,183241.545,28.15,32799.72,117.382647,59.8454339,129.2907664,101.9103527,81.77503624,130.5793323,1.610081341,0.234503606,3.181992023,0.303607459,5.084878884,-3.906518389
107767.1583,183241.9214,28.15,32799.92,115.1731177,59.01742212,125.7108846,100.0782737,81.08663379,126.1626606,1.630081341,0.214503606,3.121992023,0.223607459,5.034878884,-4.396518389
107766.9003,183242.2747,28.15,32800.1,113.5948824,58.32741231,123.1917086,98.66898213,80.45559821,123.0843742,1.630081341,0.184503606,3.021992023,0.173607459,4.894878884,-4.556518389
107766.6234,183242.6481,28.15,32800.3,111.5431767,57.36139857,121.60065,96.97783227,80.2834976,121.0767962,1.610081341,0.204503606,2.951992023,0.153607459,4.804878884,-4.256518389
107766.3465,183243.0248,28.15,32800.5,108.2288827,55.42937108,120.2747679,94.30017831,80.57033195,119.7384108,1.580081341,0.224503606,2.911992023,0.183607459,4.824878884,-4.366518389
107766.0783,183243.3955,28.15,32800.7,105.0724123,52.80733379,119.3466504,91.34066604,80.6850657,118.1323484,1.570081341,0.234503606,2.971992023,0.213607459,4.894878884,-4.876518389
107765.8105,183243.7695,28.15,32800.9,103.3363536,49.90929257,118.5511211,89.08579956,80.34086447,115.9909318,1.590081341,0.234503606,3.131992023,0.213607459,5.044878884,-4.956518389
107765.5117,183244.1903,28.15,32801.11,100.8111772,48.25326901,117.3578272,86.83093307,79.99666325,114.1171923,1.630081341,0.224503606,3.131992023,0.203607459,5.044878884,-4.476518389
107765.2426,183244.5723,28.15,32801.32,99.23294202,48.11526705,115.5015922,85.28071236,79.65246203,112.2434528,1.630081341,0.224503606,3.041992023,0.193607459,4.974878884,-3.686518389
107764.9948,183244.9266,28.1460256,32801.51,98.60164794,48.94327883,114.0431219,85.56257067,78.90669271,109.9681977,1.600081341,0.234503606,2.971992023,0.223607459,4.954878884,-3.106518389
107764.733,183245.303,28.1258336,32801.71,98.91729498,50.32329846,112.7172397,86.83093307,77.70198843,108.3621352,1.600081341,0.224503606,2.921992023,0.243607459,4.914878884,-3.186518389
107764.503,183245.6361,28.0970016,32801.91,100.0220596,51.56531612,111.656534,88.66301209,76.32518353,107.4252655,1.620081341,0.204503606,2.811992023,0.153607459,4.954878884,-4.426518389
107764.2333,183246.0306,28.0691296,32802.1,102.0737654,53.91134949,111.3913576,91.76345351,75.00574551,107.8267811,1.610081341,0.204503606,2.731992023,0.073607459,5.214878884,-5.436518389
107763.9797,183246.4063,28.0518176,32802.3,104.2832947,57.63740249,110.0654755,93.87739084,73.8584081,107.6929426,1.590081341,0.204503606,2.811992023,0.053607459,5.244878884,-5.516518389
107763.7372,183246.7727,28.05,32802.5,105.5458829,60.39744175,108.2092405,95.00482409,73.22737252,107.0237499,1.580081341,0.224503606,2.881992023,0.133607459,5.024878884,-5.086518389
