x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,107.9040781,70.05061626,157.1818965,101.1913986,239.5808208,144.8568522,1.96,0.12,6.41,0.41,26.9,0.68,11
41668.31481,204315.4004,0.7204512,53970.75,107.9040781,70.05061626,157.1818965,101.1913986,239.5808208,144.8568522,1.96,0.12,6.41,0.41,26.9,0.68,12
41668.44947,204314.7587,0.692525,53970.95,113.7498795,75.82818888,164.7719198,109.6054711,242.5104542,156.8760427,1.99,0.19,6.38,0.45,27.16,1.34,13
41668.57399,204314.1439,0.6645152,53971.14,118.3289077,88.54414329,170.4993472,115.2855316,248.2142343,170.4171747,1.97,0.25,6.33,0.34,27.62,2.49,14
41668.70589,204313.4887,0.6504672,53971.34,123.6535545,97.7966735,179.2340496,125.2852576,255.2842471,183.0670474,1.94,0.25,6.35,0.38,28.03,2.57,15
41668.70589,204313.4887,0.6504672,53971.34,123.6535545,97.7966735,179.2340496,125.2852576,255.2842471,183.0670474,1.94,0.25,6.35,0.38,28.03,2.57,16
41668.84943,204312.794,0.65,53971.55,134.3438464,101.8458617,190.1597165,138.2462407,265.1047047,194.6457998,1.98,0.2,6.55,0.57,28.55,2.63,17
41668.98012,204312.1909,0.65,53971.75,143.2314267,101.2673613,203.6948191,145.522196,278.0803173,205.9574076,1.99,0.19,6.8,0.69,29.27,3.74,18
41669.12606,204311.5522,0.65,53971.94,149.9206355,99.53195004,215.2140134,146.5059815,294.0080033,217.1624327,2,0.18,6.92,0.65,29.88,4.19,19
41669.12606,204311.5522,0.65,53971.94,149.9206355,99.53195004,215.2140134,146.5059815,294.0080033,217.1624327,2,0.18,6.92,0.65,29.88,4.19,20
41669.28864,204310.8778,0.65,53972.15,154.9505672,99.24272792,224.290332,148.8675993,311.4776598,225.1063798,2.01,0.13,6.95,0.62,30.56,4.05,21
41669.46967,204310.1615,0.643925,53972.36,159.8046309,103.0029074,230.8670329,151.820679,326.8490554,226.5990652,2.02,0.16,7,0.74,31.35,4.46,22
41669.46967,204310.1615,0.643925,53972.36,159.8046309,103.0029074,230.8670329,151.820679,326.8490554,226.5990652,2.02,0.16,7,0.74,31.35,4.46,23
41669.65117,204309.472,0.621825,53972.55,163.1710738,105.6064789,234.3521558,151.4268671,337.0425822,225.6038293,2.03,0.22,7.21,0.78,32.09,4.98,24
41669.81435,204308.8737,0.592525,53972.76,165.0434048,104.1600129,236.926368,150.2455569,340.9236004,225.7696707,2.06,0.19,7.41,0.7,32.53,5.44,25
41670.00186,204308.2093,0.565625,53972.96,166.7297701,102.7136404,239.1370404,151.4268671,341.4435203,226.4331613,2.1,0.16,7.33,0.72,32.93,5.55,26
41670.00186,204308.2093,0.565625,53972.96,166.7297701,102.7136404,239.1370404,151.4268671,341.4435203,226.4331613,2.1,0.16,7.33,0.72,32.93,5.55,27
