x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107763.8972,183306.3371,27.5189976,42159.27,28.541163815000125,11.607675913427368,42.30993427543736,21.529591010548053,57.412378846406924,39.03751864314671,0.98,1.01,1.01,0.34,1.41,-2.85,11.0
107764.0323,183306.1285,27.5318496,42159.17,29.192832872147825,12.17573226485925,44.24124843234115,22.360901079118648,59.05007555444233,40.319128319199905,0.98,1.01,1.01,0.32,1.42,-2.99,12.0
107764.3457,183305.6431,27.5563384,42158.97,31.582286081689418,13.311844967723001,49.33289484599659,24.522307257402183,63.06987656507462,43.042548880812916,0.98,1.01,1.01,0.32,1.43,-3.1,13.0
107764.6566,183305.1606,27.5810024,42158.77,34.84063136742793,13.690549202010917,51.79093104569232,26.849975449399842,66.79191453788232,47.367981537492426,0.97,1.01,1.01,0.34,1.42,-3.02,14.0
107764.9495,183304.7066,27.6074264,42158.57,39.185091748412646,15.205366139162592,57.4092995021397,30.507739751110442,69.62066339721618,52.975023870225115,0.97,1.01,1.03,0.37,1.44,-2.82,15.0
107765.2262,183304.2798,27.6308104,42158.37,44.181221186545045,18.803056364897817,61.09635380168331,35.32933814881988,70.96059706742696,55.53824322233149,0.97,1.01,1.03,0.36,1.45,-2.8,16.0
107765.5199,183303.8306,27.6463544,42158.17,47.874012510382045,21.075281770625324,65.83685218681077,38.488316409388126,74.83151655914696,59.2228710409844,0.98,1.01,1.02,0.32,1.47,-2.93,17.0
107765.665,183303.6102,27.6481,42158.07,49.611796662775916,21.45398600491324,68.64603641503449,39.652150505386956,77.21362086174388,61.94629160259741,0.98,1.01,1.01,0.31,1.46,-3.02,18.0
107765.9775,183303.1391,27.65,42157.86,53.7390340247114,22.02204235634512,75.49342297132972,43.143652793383445,81.53118491020082,69.63594965891653,0.98,1.01,1.02,0.3,1.49,-3.2,19.0
107766.2798,183302.6873,27.65,42157.67,56.562933272351444,24.29426776207263,80.05834734219323,47.79898917737876,83.91328921279774,78.12661376276888,0.98,1.01,1.02,0.33,1.48,-3.05,20.0
107766.5826,183302.2372,27.65,42157.47,58.95238648189303,26.18778893351222,82.165235513361,50.45918139680465,83.91328921279774,80.36943069586196,0.97,1.02,1.02,0.36,1.46,-2.92,21.0
107766.9205,183301.737,27.65,42157.26,61.124616672385386,27.323901636375975,84.79884572732071,52.78684958880231,85.55098592083314,82.61224762895503,0.97,1.01,1.02,0.33,1.45,-2.89,22.0
107767.0703,183301.5159,27.65,42157.16,61.993508748582315,27.70260587066389,85.8522898129046,52.78684958880231,86.5931565532193,83.73365609550157,0.97,1.01,1.02,0.33,1.44,-2.96,23.0
107767.4281,183300.9884,27.6553312,42156.94,63.51406988192697,28.460014339239724,87.78360396980837,54.948255767085854,87.03980110995622,84.85506456204811,0.98,1.01,1.02,0.33,1.44,-3.07,24.0
107767.7068,183300.5785,27.6768192,42156.74,64.16573893907467,29.21742280781557,87.95917798407238,55.11451778079997,88.9752608558162,83.57345488599493,0.98,1.01,1.02,0.32,1.47,-3.03,25.0
107768.029,183300.1056,27.7059872,42156.54,64.60018497717314,29.02807069067161,88.66147404112827,54.44946972594349,91.80400971515007,83.89385730500823,0.98,1.01,1.03,0.32,1.48,-3.11,26.0
107768.3297,183299.665,27.7320666,42156.34,64.60018497717314,28.27066222209577,90.06606615524011,53.6181596573729,93.73946946101009,84.05405851451486,0.98,1.01,1.04,0.3,1.52,-3.14,27.0
107768.5048,183299.4087,27.7423126,42156.24,64.16573893907467,28.27066222209577,90.24164016950412,53.451897643658796,94.78164009339625,83.73365609550157,0.98,1.01,1.03,0.3,1.53,-3.18,28.0
107768.9068,183298.8208,27.75,42155.97,61.34183969143463,26.94519740208806,87.25688192701644,51.62301549280349,96.41933680143163,82.77244883846168,0.98,1.01,1.03,0.32,1.52,-3.15,29.0
107769.0577,183298.6003,27.75,42155.86,60.038501577139215,25.998436816368265,87.60802995554441,49.79413334194818,98.80144110402853,82.13164400043509,0.98,1.01,1.03,0.31,1.5,-3.14,30.0
107769.3743,183298.1381,27.75,42155.66,58.95238648189303,24.67297199636055,88.3103260126003,47.63272716366465,100.43913781206393,83.25305246698163,0.98,1.01,1.04,0.32,1.52,-3.08,31.0
107769.6467,183297.741,27.75,42155.46,61.34183969143463,25.051676230648468,88.3103260126003,48.79656125966347,98.65255958511622,83.09285125747499,0.97,1.01,1.04,0.35,1.52,-2.98,32.0
107769.9654,183297.2773,27.75,42155.26,62.21073176763156,28.081310104951807,87.08130791275248,52.28806354765996,94.93052161230852,81.1704367433952,0.98,1.01,1.04,0.36,1.52,-2.9,33.0
107770.2848,183296.8136,27.7503136,42155.06,61.34183969143463,29.406774924959524,84.27212368452875,53.11937361623055,93.44170642318545,80.68983311487527,0.98,1.01,1.05,0.35,1.5,-2.89,34.0
107770.5726,183296.3966,27.7601376,42154.86,60.25572459618844,27.323901636375975,85.50114178437663,50.95796743794701,93.29282490427315,81.33063795290184,0.98,1.01,1.03,0.34,1.54,-2.99,35.0
107770.8661,183295.9717,27.7778712,42154.66,60.90739365333614,26.566493167800136,86.37901185569653,50.95796743794701,93.73946946101009,83.25305246698163,0.97,1.01,1.03,0.35,1.54,-2.98,36.0
107771.0316,183295.7324,27.7900192,42154.56,60.690170634286915,27.323901636375975,86.55458586996049,51.45675347908936,92.99506186644854,83.25305246698163,0.98,1.01,1.04,0.35,1.53,-2.98,37.0
107771.2925,183295.355,27.8163552,42154.37,60.47294761523767,27.891957987807853,84.9744197415847,51.78927750651761,92.39953579079929,82.29184520994176,0.98,1.01,1.04,0.32,1.52,-2.98,38.0
107771.614,183294.8899,27.8425443,42154.17,59.60405553904073,27.134549519232014,83.9209756560008,51.12422945166112,91.80400971515007,81.65104037191514,0.98,1.01,1.03,0.32,1.52,-3.07,39.0
107771.9338,183294.4267,27.8669125,42153.97,58.7351634628438,26.37714105065618,83.0431055846809,49.79413334194818,92.39953579079929,78.60721739128883,0.98,1.01,1.04,0.34,1.5,-2.98,40.0
107772.2507,183293.9672,27.8929625,42153.77,56.12848723425297,25.241028347792422,81.81408748483305,46.96767910880816,94.3349955366593,76.8450040867157,0.98,1.01,1.04,0.33,1.49,-3.02,41.0
107772.5471,183293.5366,27.9074264,42153.57,53.956257043760615,23.34750717635283,79.18047727087333,44.14122487566816,94.78164009339625,75.56339441066253,0.98,1.01,1.04,0.32,1.53,-3.13,42.0
107772.8104,183293.1531,27.9297875,42153.37,52.652918929465216,22.400746590633037,78.82932924234537,42.8111287659552,95.22828465013316,74.92258957263591,0.98,1.01,1.03,0.32,1.52,-3.16,43.0
107773.1021,183292.7268,27.9463544,42153.17,52.652918929465216,22.02204235634512,79.00490325660934,42.31234272481285,95.07940313122083,74.76238836312928,0.98,1.01,1.02,0.35,1.5,-3.09,44.0
107773.4071,183292.2794,27.95,42152.96,53.08736496756369,21.6433381220572,78.65375522808137,42.31234272481285,92.54841730971162,75.24299199164922,0.98,1.01,1.04,0.36,1.5,-2.89,45.0
107773.5618,183292.0519,27.95,42152.86,53.304587986612916,22.02204235634512,78.30260719955344,42.97739077966932,91.35736515841313,75.40319320115586,0.98,1.01,1.04,0.35,1.51,-2.86,46.0
107773.984,183291.4287,27.95,42152.58,53.7390340247114,24.48361987921659,77.42473712823353,45.30505897166698,89.1241423747285,72.67977263954285,0.98,1.01,1.03,0.32,1.52,-3.01,47.0
107774.1271,183291.2168,27.95,42152.48,53.52181100566216,24.29426776207263,76.54686705691363,44.80627293052463,88.82637933690393,71.07776054447636,0.98,1.01,1.03,0.32,1.52,-3.06,48.0
107774.4549,183290.7302,27.95,42152.28,53.52181100566216,22.968802942064915,76.02014501412165,43.143652793383445,90.61295756385161,69.15534603039659,0.98,1.01,1.03,0.33,1.52,-3.0,49.0
107774.8051,183290.2086,27.95,42152.07,52.652918929465216,22.590098707777,77.60031114249749,42.31234272481285,93.59058794209776,70.43695570644977,0.97,1.01,1.04,0.32,1.52,-2.99,50.0
