x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107763.891122979,183306.285168048,27.5189976000007,42159.27,27.190740070415004,10.66116643233523,41.943387182348786,20.51351742210913,54.44755010675337,36.79395288623783,0.949508731631984,1.0279100655216,0.986982077935075,0.476442884591537,1.42382293672895,-2.43622119525441,11.0
107764.019915842,183306.079418576,27.5318495999996,42159.17,27.763065520876296,11.1022147007202,41.943387182348786,21.229478321938092,56.10008256514793,38.00097485088014,0.949508731631984,1.0279100655216,0.986982077935075,0.456442884591537,1.43382293672895,-2.57622119525441,12.0
107764.31342527,183305.61934566,27.5563383999997,42158.97,29.8615921725684,11.984311237490136,45.12705982521878,23.090976661493407,60.156298599388634,40.56589652574503,0.949508731631984,1.0279100655216,0.986982077935075,0.456442884591537,1.44382293672895,-2.68622119525441,13.0
107764.617230534,183305.153174397,27.5810023999993,42158.77,32.72321942487581,12.278343416413449,49.14854105831772,25.095667181014505,63.91205418664869,44.63959565641282,0.939508731631984,1.0279100655216,0.986982077935075,0.476442884591537,1.43382293672895,-2.60622119525441,14.0
107764.912817767,183304.705770106,27.6074264000008,42158.57,36.53872242795256,13.454472132106694,54.510516035782985,28.245895140261958,66.76642843296634,49.92031675172292,0.939508731631984,1.0279100655216,1.00698207793507,0.506442884591537,1.45382293672895,-2.40622119525441,15.0
107765.208855885,183304.261640553,27.6308104000004,42158.37,40.926550881490584,16.24777783187816,58.02931211474454,32.39846835926996,68.1185004443801,52.334360681007524,0.939508731631984,1.0279100655216,1.00698207793507,0.496442884591537,1.46382293672895,-2.38622119525441,16.0
107765.519082019,183303.798507437,27.6463544,42158.17,44.169728434105664,18.011970905418032,62.55347850198086,35.11911977862003,72.02448625513041,55.80454882935416,0.949508731631984,1.0279100655216,0.996982077935075,0.456442884591537,1.48382293672895,-2.51622119525441,17.0
107765.673653588,183303.567958307,27.6481,42158.07,45.69592963533627,18.306003084341345,65.23446599071349,36.12146503838058,74.42816983097684,61.83965865256569,0.949508731631984,1.0279100655216,0.986982077935075,0.446442884591537,1.47382293672895,-2.70622119525441,18.0
107765.976466988,183303.116904367,27.65,42157.86,49.32065748825899,18.747051352726313,71.76937299449926,39.128500817662236,78.78484631219851,65.61160229207289,0.949508731631984,1.0279100655216,0.996982077935075,0.436442884591537,1.50382293672895,-2.78622119525441,19.0
107766.261271649,183302.695111169,27.65,42157.67,51.79963184264035,20.51356495475939,75.958415945644,43.14160718477305,81.1877521102496,71.64671211528443,0.949508731631984,1.0279100655216,0.996982077935075,0.466097098353185,1.49392601386195,-2.72622119525441,20.0
107766.56637427,183302.245245747,27.65,42157.47,53.89426001637136,21.995573316975815,76.59538836485336,45.43360686526095,81.18635888491907,75.71517823212018,0.939442887348226,1.0379100655216,0.996755823163814,0.4959405177234,1.47422605722415,-2.50926659102843,21.0
