x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,101.0110711714968,68.37547461919435,141.55763798622206,95.69404533141343,207.9922648216816,129.41313265956526,1.96,0.12,6.41,0.41,26.9,0.68,11.0
41668.31481,204315.4004,0.7204512,53970.75,101.0110711714968,68.37547461919435,141.55763798622206,95.69404533141343,207.9922648216816,129.41313265956526,1.96,0.12,6.41,0.41,26.9,0.68,12.0
41668.44947,204314.7587,0.692525,53970.95,106.73737210279549,73.74736411712097,149.2396930442992,103.8269050931859,211.04594295062947,141.6615285725388,1.99,0.19,6.38,0.45,27.16,1.34,13.0
41668.57399,204314.1439,0.6645152,53971.14,111.22290485587418,85.57010132994795,155.03847128460282,109.31696100865376,216.99522751100318,155.4628248473706,1.97,0.25,6.33,0.34,27.62,2.49,14.0
41668.70589,204313.4887,0.6504672,53971.34,116.43893833048298,94.17240378564779,163.88497054620248,118.98185751374675,224.3759214832173,168.35756888633347,1.94,0.25,6.35,0.38,28.03,2.57,15.0
41668.70589,204313.4887,0.6504672,53971.34,116.43893833048298,94.17240378564779,163.88497054620248,118.98185751374675,224.3759214832173,168.35756888633347,1.94,0.25,6.35,0.38,28.03,2.57,16.0
41668.84943,204312.794,0.65,53971.55,126.91145957896788,97.93695481472439,174.95525434753137,131.50823746417598,234.64012782360626,180.1619924321534,1.98,0.2,6.55,0.57,28.55,2.63,17.0
41668.98012,204312.1909,0.65,53971.75,135.61823286705695,97.39912294499533,188.6763618005776,138.53991214887915,248.22257897473148,191.6954687639509,1.99,0.19,6.8,0.69,29.27,3.74,18.0
41669.12606,204311.5522,0.65,53971.94,142.17147212045455,95.78570505966702,200.35940841909118,139.490651469738,264.92729064217247,203.1216303722743,2.0,0.18,6.92,0.65,29.88,4.19,19.0
41669.12606,204311.5522,0.65,53971.94,142.17147212045455,95.78570505966702,200.35940841909118,139.490651469738,264.92729064217247,203.1216303722743,2.0,0.18,6.92,0.65,29.88,4.19,20.0
41669.28864,204310.8778,0.65,53972.15,147.0992150374282,95.51681341470706,209.56820423281823,141.77292420043776,283.28827543247877,211.22316937700793,2.01,0.13,6.95,0.62,30.56,4.05,21.0
41669.46967,204310.1615,0.643925,53972.36,151.85469965434135,99.01265740631334,216.24266945647383,144.62675451374542,299.4776032413889,212.7455417964755,2.02,0.16,7.0,0.74,31.35,4.46,22.0
41669.46967,204310.1615,0.643925,53972.36,151.85469965434135,99.01265740631334,216.24266945647383,144.62675451374542,299.4776032413889,212.7455417964755,2.02,0.16,7.0,0.74,31.35,4.46,23.0
41669.65117,204309.472,0.621825,53972.55,155.15279328622253,101.43317759679442,219.7801843343627,144.2461802868075,310.2304936414033,211.730509646017,2.03,0.22,7.21,0.78,32.09,4.98,24.0
41669.81435,204308.8737,0.592525,53972.76,156.98711585504594,100.08841179294392,222.39334937815815,143.1045748726125,314.3280631119285,211.8996491105744,2.06,0.19,7.41,0.7,32.53,5.44,25.0
41670.00186,204308.2093,0.565625,53972.96,158.6392511030179,98.74372690215336,224.63764435292688,144.2461802868075,314.87721617258455,212.5763372012531,2.1,0.16,7.33,0.72,32.93,5.55,26.0
41670.00186,204308.2093,0.565625,53972.96,158.6392511030179,98.74372690215336,224.63764435292688,144.2461802868075,314.87721617258455,212.5763372012531,2.1,0.16,7.33,0.72,32.93,5.55,27.0
41670.15453,204307.6858,0.550725,53973.13,159.19022421865301,97.13021186774326,224.63764435292688,146.5299188089444,314.0537385607773,213.25323375826758,2.11,0.19,7.33,0.74,33.31,5.27,28.0
41670.3466,204307.0499,0.5553312,53973.33,160.2925616304521,97.13021186774326,228.5750182328987,148.05280204718514,313.7797524633496,215.28517517802376,2.1,0.2,7.35,0.76,33.74,5.99,29.0
41670.52277,204306.4886,0.5553312,53973.53,160.66012320339536,96.32349806611776,230.07826980218366,148.43357171743045,315.42691971566387,219.35469959665525,2.07,0.2,7.33,0.74,34.16,6.82,30.0
41670.73131,204305.8502,0.5768192,53973.73,161.0277425678205,97.13021186774326,231.20690297247896,149.57599800196087,323.1918959961708,223.60180527893957,2.08,0.15,7.32,0.71,34.5,6.24,31.0
41670.73131,204305.8502,0.5768192,53973.73,161.0277425678205,97.13021186774326,231.20690297247896,149.57599800196087,323.1918959961708,223.60180527893957,2.08,0.15,7.32,0.71,34.5,6.24,32.0
41670.91631,204305.3064,0.607475,53973.93,161.57927985101253,98.20587560589604,234.9764078765748,149.76641948533518,337.67782890308484,225.98376688057502,2.08,0.14,7.4,0.75,34.96,6.2,33.0
41671.12674,204304.7098,0.634375,53974.15,161.94704354058243,95.78570505966702,240.4623945661571,145.76859445853663,353.822275437647,226.66480053704842,2.07,0.19,7.48,0.76,35.51,6.91,34.0
41671.35487,204304.085,0.6489632,53974.35,162.6827437585125,89.87083744326016,243.499383216182,139.87098140034868,368.3850569049327,226.66480053704842,2.08,0.18,7.53,0.68,36.03,7.1,35.0
41671.59446,204303.4493,0.643925,53974.56,160.84392567256586,85.3013329058973,244.2597679147749,137.01898330007657,380.56327612355284,225.98376688057502,2.1,0.15,7.53,0.68,36.45,6.95,36.0
41671.59446,204303.4493,0.643925,53974.56,160.84392567256586,85.3013329058973,244.2597679147749,137.01898330007657,380.56327612355284,225.98376688057502,2.1,0.15,7.53,0.68,36.45,6.95,37.0
41671.80629,204302.9022,0.6204512,53974.76,161.3954196379505,86.91399213598324,245.21088869032158,138.34977894183882,386.6141664866117,223.26173519637223,2.1,0.15,7.56,0.7,36.84,6.47,38.0
41672.04435,204302.3028,0.592525,53974.96,165.81203460148407,89.33320001038298,247.87780957313498,141.2022900574875,385.01403833402605,221.7320693442658,2.09,0.17,7.64,0.72,37.2,5.7,39.0
41672.25241,204301.7912,0.5645152,53975.14,167.83907415185462,88.25796406823981,247.87780957313498,142.53383812531874,378.66879134643233,221.05255880921982,2.1,0.2,7.64,0.76,37.36,5.35,40.0
