x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107769.9654,183297.2773,27.75,42155.26,65.58763916363301,31.361837961286838,89.1696565821787,55.772401325897135,95.42530453883451,83.42153092704051,0.98,1.01,1.04,0.36,1.52,-2.9,33.0
107770.2848,183296.8136,27.7503136,42155.06,64.62628479722875,32.96350286529994,86.22504609736876,56.70209839092095,93.91290853779647,82.91642222409656,0.98,1.01,1.05,0.35,1.5,-2.89,34.0
107770.5726,183296.3966,27.7601376,42154.86,63.424591839223446,30.44660087327935,87.5133131844731,54.28488602185902,93.76166893769268,83.58990049468848,0.98,1.01,1.03,0.34,1.54,-2.99,35.0
107770.8661,183295.9717,27.7778712,42154.66,64.14560761402663,29.531363785271857,88.43350396097622,54.28488602185902,94.21538773800408,85.61033530646431,0.97,1.01,1.03,0.35,1.54,-2.98,36.0
107771.0316,183295.7324,27.7900192,42154.56,63.905269022425564,30.44660087327935,88.61754211627684,54.842704260873305,93.45918973748509,85.61033530646431,0.98,1.01,1.04,0.35,1.53,-2.98,37.0
107771.2925,183295.355,27.8163552,42154.37,63.66493043082449,31.13302868928497,86.96119871857127,55.21458308688284,92.85423133706986,84.60011790057641,0.98,1.01,1.04,0.32,1.52,-2.98,38.0
107771.614,183294.8899,27.8425443,42154.17,62.703576064420254,30.217791601277476,85.85696978676751,54.470825434863784,92.24927293665466,83.92663962998446,0.98,1.01,1.03,0.32,1.52,-3.07,39.0
107771.9338,183294.4267,27.8669125,42153.97,61.742221698016,29.30255451326999,84.93677901026442,52.98331013082567,92.85423133706986,80.72761784467274,0.98,1.01,1.04,0.34,1.5,-2.98,40.0
107772.2507,183293.9672,27.8929625,42153.77,58.85815859880325,27.92969888125876,83.64851192316007,49.82234010974467,94.82034613841928,78.87555260054489,0.98,1.01,1.04,0.33,1.49,-3.02,41.0
107772.5471,183293.5366,27.9074264,42153.57,56.45477268279263,25.64160616124004,80.88793959365077,46.661370088663695,95.27406493873072,77.52859605936102,0.98,1.01,1.04,0.32,1.53,-3.13,42.0
107772.8104,183293.1531,27.9297875,42153.37,55.012741133186275,24.49755980123068,80.51986328304952,45.173854784625576,95.72778373904212,76.85511778876906,0.98,1.01,1.03,0.32,1.52,-3.16,43.0
107773.1021,183292.7268,27.9463544,42153.17,55.012741133186275,24.039941257226936,80.70390143835013,44.61603654561129,95.5765441389383,76.68674822112109,0.98,1.01,1.02,0.35,1.5,-3.09,44.0
107773.4071,183292.2794,27.95,42152.96,55.49341831638838,23.582322713223192,80.33582512774888,44.61603654561129,93.00547093717368,77.19185692406505,0.98,1.01,1.04,0.36,1.5,-2.89,45.0
107773.5618,183292.0519,27.95,42152.86,55.73375690798945,24.039941257226936,79.96774881714765,45.35979419763034,91.79555413634323,77.36022649171302,0.98,1.01,1.04,0.35,1.51,-2.86,46.0
107773.984,183291.4287,27.95,42152.58,56.214434091191585,27.01446179325127,79.04755804064456,47.96294597969704,89.5269601347862,74.49794384169728,0.98,1.01,1.03,0.32,1.52,-3.01,47.0
107774.1271,183291.2168,27.95,42152.48,55.97409549959051,26.785652521249396,78.12736726414144,47.405127740682744,89.22448093457861,72.81424816521742,0.98,1.01,1.03,0.32,1.52,-3.06,48.0
107774.4549,183290.7302,27.95,42152.28,55.97409549959051,25.183987617236298,77.57525279823957,45.54573361063511,91.0393561358242,70.7938133534416,0.98,1.01,1.03,0.33,1.52,-3.0,49.0
107774.8051,183290.2086,27.95,42152.07,55.012741133186275,24.726369073232554,79.23159619594517,44.61603654561129,94.06414813790026,72.14076989462549,0.97,1.01,1.04,0.32,1.52,-2.99,50.0
