x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107763.8972,183306.3371,27.5189976,42159.27,28.335157465468363,11.45543129712398,42.23992698052035,21.37360992001578,57.3129253126762,39.14033463562036,0.98,1.01,1.01,0.34,1.41,-2.85,11.0
107764.0323,183306.1285,27.5318496,42159.17,29.05617324027154,12.141859113129595,44.264346688827175,22.303306985039598,58.97656091381805,40.48729117680425,0.98,1.01,1.01,0.32,1.42,-2.99,12.0
107764.3457,183305.6431,27.5563384,42158.97,31.699897747883234,13.514714745140825,49.60145319254519,24.720519354101533,63.06003011662071,43.34957382681999,0.98,1.01,1.01,0.32,1.43,-3.1,13.0
107764.6566,183305.1606,27.5810024,42158.77,35.304976621899165,13.972333289144569,52.17798736675388,27.32367113616823,66.84102011921577,47.895552153315606,0.97,1.01,1.01,0.34,1.42,-3.02,14.0
107764.9495,183304.7066,27.6074264,42158.57,40.111748453920406,15.802807465159546,58.06720833637375,31.414338222273038,69.71457252118803,53.78848702099509,0.97,1.01,1.03,0.37,1.44,-2.82,15.0
107765.2262,183304.2798,27.6308104,42158.37,45.639536060744824,20.150183633195113,61.9320095976868,36.8065811994112,71.07572892212227,56.48240010336285,0.97,1.01,1.03,0.36,1.45,-2.8,16.0
107765.5199,183303.8306,27.6463544,42158.17,49.72529211796289,22.895894897217573,66.90103979080355,40.33943004650171,75.00795852482113,60.354900159266506,0.98,1.01,1.02,0.32,1.47,-2.93,17.0
107765.665,183303.6102,27.6481,42158.07,51.64800085077139,23.353513441221317,69.84565027561351,41.64100593753506,77.42779212648198,63.217182809282264,0.98,1.01,1.01,0.31,1.46,-3.02,18.0
107765.9775,183303.1391,27.65,42157.86,56.214434091191585,24.039941257226936,77.02313833233771,45.54573361063511,81.81374052949226,71.29892205638556,0.98,1.01,1.02,0.3,1.49,-3.2,19.0
107766.2798,183302.6873,27.65,42157.67,59.33883578200538,26.785652521249396,81.80813037015386,50.7520371747685,84.2335741311531,80.22250914172878,0.98,1.01,1.02,0.33,1.48,-3.05,20.0
107766.5826,183302.2372,27.65,42157.47,61.98256028961706,29.073745241268114,84.0165882337613,53.72706778284473,84.2335741311531,82.57968308880058,0.97,1.02,1.02,0.36,1.46,-2.92,21.0
107766.9205,183301.737,27.65,42157.26,64.38594620562768,30.44660087327935,86.77716056327063,56.33021956491142,85.89720973229494,84.93685703587236,0.97,1.01,1.02,0.33,1.45,-2.89,22.0
107767.0703,183301.5159,27.65,42157.16,65.34730057203194,30.904219417283095,87.88138949507436,56.33021956491142,86.95588693302157,86.11544400940826,0.97,1.01,1.02,0.33,1.44,-2.96,23.0
107767.4281,183300.9884,27.6553312,42156.94,67.02967071323937,31.81945650529058,89.90580920338118,58.74743193397336,87.40960573333295,87.29403098294416,0.98,1.01,1.02,0.33,1.44,-3.07,24.0
107767.7068,183300.5785,27.6768192,42156.74,67.75068648804256,32.73469359329807,90.08984735868182,58.93337134697812,89.3757205346824,85.9470744417603,0.98,1.01,1.02,0.32,1.47,-3.03,25.0
107768.029,183300.1056,27.7059872,42156.54,68.23136367124468,32.50588432129619,90.8259999798843,58.189613694959064,92.24927293665466,86.28381357705626,0.98,1.01,1.03,0.32,1.48,-3.11,26.0
107768.3297,183299.665,27.7320666,42156.34,68.23136367124468,31.590647233288713,92.29830522228926,57.25991662993523,94.21538773800408,86.45218314470424,0.98,1.01,1.04,0.3,1.52,-3.14,27.0
107768.5048,183299.4087,27.7423126,42156.24,67.75068648804256,31.590647233288713,92.4823433775899,57.07397721693049,95.27406493873072,86.11544400940826,0.98,1.01,1.03,0.3,1.53,-3.18,28.0
107768.9068,183298.8208,27.75,42155.97,64.62628479722875,29.988982329275608,89.35369473747932,55.02864367387808,96.93770053987252,85.10522660352036,0.98,1.01,1.03,0.32,1.52,-3.15,29.0
107769.0577,183298.6003,27.75,42155.86,63.18425324762237,28.844935969266253,89.72177104808057,52.98331013082567,99.35753414153338,84.43174833292841,0.98,1.01,1.03,0.31,1.5,-3.14,30.0
107769.3743,183298.1381,27.75,42155.66,61.98256028961706,27.243271065253147,90.45792366928305,50.56609776176374,101.02116974267521,85.61033530646431,0.98,1.01,1.04,0.32,1.52,-3.08,31.0
107769.6467,183297.741,27.75,42155.46,64.62628479722875,27.70088960925689,90.45792366928305,51.86767365279708,99.20629454142959,85.44196573881634,0.97,1.01,1.04,0.35,1.52,-2.98,32.0
