x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,95.13985954,49.19771667,130.539825,84.5250958,149.1313854,128.7750459,1.96,0.12,6.41,0.41,26.9,0.68,11
41668.31481,204315.4004,0.7204512,53970.75,95.13985954,49.19771667,130.539825,84.5250958,149.1313854,128.7750459,1.96,0.12,6.41,0.41,26.9,0.68,12
41668.44947,204314.7587,0.692525,53970.95,100.0951536,53.2672707,136.2379115,91.50385564,150.4487288,139.0114766,1.99,0.19,6.38,0.45,27.16,1.34,13
41668.57399,204314.1439,0.6645152,53971.14,103.9664771,62.22028957,140.5114764,96.21046112,152.9893195,150.4762791,1.97,0.25,6.33,0.34,27.62,2.49,14
41668.70589,204313.4887,0.6504672,53971.34,108.4572124,68.73157602,146.9865747,104.4875949,156.094486,161.1221671,1.94,0.25,6.35,0.38,28.03,2.57,15
41668.70589,204313.4887,0.6504672,53971.34,108.4572124,68.73157602,146.9865747,104.4875949,156.094486,161.1221671,1.94,0.25,6.35,0.38,28.03,2.57,16
41668.84943,204312.794,0.65,53971.55,117.4386829,71.58026384,155.0156966,115.1991798,160.3288039,170.8126549,1.98,0.2,6.55,0.57,28.55,2.63,17
41668.98012,204312.1909,0.65,53971.75,124.8716241,71.17330844,164.8578461,121.2041592,165.7863692,180.2301712,1.99,0.19,6.8,0.69,29.27,3.74,18
41669.12606,204311.5522,0.65,53971.94,130.4463299,69.95244223,173.145972,122.0156429,172.27899,189.5112017,2,0.18,6.92,0.65,29.88,4.19,19
41669.12606,204311.5522,0.65,53971.94,130.4463299,69.95244223,173.145972,122.0156429,172.27899,189.5112017,2,0.18,6.92,0.65,29.88,4.19,20
41669.28864,204310.8778,0.65,53972.15,134.6273593,69.74896452,179.6210703,123.9632037,179.1479946,196.0625174,2.01,0.13,6.95,0.62,30.56,4.05,21
41669.46967,204310.1615,0.643925,53972.36,138.6535358,72.39417464,184.2831411,126.3976548,184.9819437,197.2908891,2.02,0.16,7,0.74,31.35,4.46,22
41669.46967,204310.1615,0.643925,53972.36,138.6535358,72.39417464,184.2831411,126.3976548,184.9819437,197.2908891,2.02,0.16,7,0.74,31.35,4.46,23
41669.65117,204309.472,0.621825,53972.55,141.4408887,74.22547396,186.7436785,126.0730614,188.7457818,196.4719746,2.03,0.22,7.21,0.78,32.09,4.98,24
