x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,111.703931,71.7080541,163.4899138,104.7292234,248.1748657,151.2616977,1.96,0.12,6.41,0.41,26.9,0.68,11
41668.31481,204315.4004,0.7204512,53970.75,111.703931,71.7080541,163.4899138,104.7292234,248.1748657,151.2616977,1.96,0.12,6.41,0.41,26.9,0.68,12
41668.44947,204314.7587,0.692525,53970.95,117.434547,77.37328871,170.9293783,112.976022,251.0538009,162.9826506,1.99,0.19,6.38,0.45,27.16,1.34,13
41668.57399,204314.1439,0.6645152,53971.14,121.9229459,89.84189312,176.5420179,118.5430497,256.6578826,176.1857105,1.97,0.25,6.33,0.34,27.62,2.49,14
41668.70589,204313.4887,0.6504672,53971.34,127.1417803,98.91435484,185.0997908,128.3435641,263.6016879,188.5177904,1.94,0.25,6.35,0.38,28.03,2.57,15
41668.70589,204313.4887,0.6504672,53971.34,127.1417803,98.91435484,185.0997908,128.3435641,263.6016879,188.5177904,1.94,0.25,6.35,0.38,28.03,2.57,16
41668.84943,204312.794,0.65,53971.55,137.6183328,102.8847162,195.801103,141.0459317,273.242958,199.8039952,1.98,0.2,6.55,0.57,28.55,2.63,17
41668.98012,204312.1909,0.65,53971.75,146.3269817,102.3174786,209.0538141,148.176505,285.9752542,210.828274,1.99,0.19,6.8,0.69,29.27,3.74,18
41669.12606,204311.5522,0.65,53971.94,152.8808266,100.6158519,220.3289912,149.1406222,301.5937829,221.7471891,2,0.18,6.92,0.65,29.88,4.19,19
41669.12606,204311.5522,0.65,53971.94,152.8808266,100.6158519,220.3289912,149.1406222,301.5937829,221.7471891,2,0.18,6.92,0.65,29.88,4.19,20
41669.28864,204310.8778,0.65,53972.15,157.8085989,100.3322601,229.2107605,151.4550146,318.71108,229.4873988,2.01,0.13,6.95,0.62,30.56,4.05,21
41669.46967,204310.1615,0.643925,53972.36,162.5637828,104.0192347,235.6452759,154.3490201,333.7611274,230.9417186,2.02,0.16,7,0.74,31.35,4.46,22
41669.46967,204310.1615,0.643925,53972.36,162.5637828,104.0192347,235.6452759,154.3490201,333.7611274,230.9417186,2.02,0.16,7,0.74,31.35,4.46,23
41669.65117,204309.472,0.621825,53972.55,165.8614857,106.5721116,239.0546473,153.9630876,343.7357836,229.9720655,2.03,0.22,7.21,0.78,32.09,4.98,24
41669.81435,204308.8737,0.592525,53972.76,167.6955281,105.1538107,241.5727295,152.8054102,347.5320895,230.1336447,2.06,0.19,7.41,0.7,32.53,5.44,25
41670.00186,204308.2093,0.565625,53972.96,169.3473735,103.7355997,243.7350797,153.9630876,348.040497,230.7800801,2.1,0.16,7.33,0.72,32.93,5.55,26
41670.00186,204308.2093,0.565625,53972.96,169.3473735,103.7355997,243.7350797,153.9630876,348.040497,230.7800801,2.1,0.16,7.33,0.72,32.93,5.55,27
41670.15453,204307.6858,0.550725,53973.13,169.8982422,102.0338651,243.7350797,156.2789836,347.2778857,231.426705,2.11,0.19,7.33,0.74,33.31,5.27,28
41670.3466,204307.0499,0.5553312,53973.33,171.0003589,102.0338651,247.5280642,157.8233153,347.0240136,233.3677173,2.1,0.2,7.35,0.76,33.74,5.99,29
41670.52277,204306.4886,0.5553312,53973.53,171.3678434,101.1830464,248.9759811,158.2094484,348.5497022,237.2548694,2.07,0.2,7.33,0.74,34.16,6.82,30
41670.73131,204305.8502,0.5768192,53973.73,171.735384,102.0338651,250.0629943,159.3679678,355.7360004,241.3112729,2.08,0.15,7.32,0.71,34.5,6.24,31
41670.73131,204305.8502,0.5768192,53973.73,171.735384,102.0338651,250.0629943,159.3679678,355.7360004,241.3112729,2.08,0.15,7.32,0.71,34.5,6.24,32
41670.91631,204305.3064,0.607475,53973.93,172.2868,103.1683404,253.693031,159.5610719,369.117585,243.5861143,2.08,0.14,7.4,0.75,34.96,6.2,33
41671.12674,204304.7098,0.634375,53974.15,172.6544806,100.6158519,258.9747864,155.5069381,383.9949253,244.2364991,2.07,0.19,7.48,0.76,35.51,6.91,34
41671.35487,204304.085,0.6489632,53974.35,173.3900097,94.37766286,261.8980845,149.5263041,397.3811157,244.2364991,2.08,0.18,7.53,0.68,36.03,7.1,35
41671.59446,204303.4493,0.643925,53974.56,171.5516067,89.55843815,262.6299344,146.6341781,408.550675,243.5861143,2.1,0.15,7.53,0.68,36.45,6.95,36
41671.59446,204303.4493,0.643925,53974.56,171.5516067,89.55843815,262.6299344,146.6341781,408.550675,243.5861143,2.1,0.15,7.53,0.68,36.45,6.95,37
41671.80629,204302.9022,0.6204512,53974.76,172.1029806,91.25922204,263.5453238,147.9836966,414.091799,240.9864865,2.1,0.15,7.56,0.7,36.84,6.47,38
41672.04435,204302.3028,0.592525,53974.96,176.5184979,93.81064119,266.1118248,150.8763489,412.6272502,239.525538,2.09,0.17,7.64,0.72,37.2,5.7,39
41672.25241,204301.7912,0.5645152,53975.14,178.5449542,92.67664108,266.1118248,152.2266392,406.8145793,238.8765374,2.1,0.2,7.64,0.76,37.36,5.35,40
41672.50386,204301.1875,0.5504672,53975.34,176.8868197,91.25922204,269.2350496,152.4195578,399.3660648,240.0124135,2.13,0.21,7.83,0.75,37.33,5.8,41
41672.71463,204300.6931,0.55,53975.53,176.5184979,91.54269864,269.2350496,154.1560513,393.4366468,243.2609937,2.14,0.2,7.83,0.74,37.29,6.48,42
41672.71463,204300.6931,0.55,53975.53,176.5184979,91.54269864,269.2350496,154.1560513,393.4366468,243.2609937,2.14,0.2,7.83,0.74,37.29,6.48,43
41672.97563,204300.0954,0.55,53975.74,177.4394065,92.39315007,267.580654,158.0163793,388.1365272,247.002769,2.13,0.17,7.9,0.77,37.28,7,44
41673.24592,204299.4919,0.55,53975.94,178.5449542,94.66117909,269.7869767,161.4923888,383.1708584,251.2402327,2.13,0.15,7.87,0.79,37.43,6.99,45
41673.52098,204298.892,0.55,53976.16,180.9420156,95.79528007,270.5232389,164.390304,383.9949253,256.139707,2.12,0.16,7.89,0.89,37.5,7.17,46
41673.52098,204298.892,0.55,53976.16,180.9420156,95.79528007,270.5232389,164.390304,383.9949253,256.139707,2.12,0.16,7.89,0.89,37.5,7.17,47
41673.78986,204298.3172,0.55,53976.36,180.7575434,95.51174942,270.5232389,164.0038501,391.4769718,260.8861786,2.13,0.19,7.95,0.9,37.77,7.49,48
41674.09147,204297.6848,0.55,53976.57,179.4666246,97.49653958,272.5500775,162.6514195,404.2224158,264.0014495,2.15,0.17,8.02,0.82,38.1,7.45,49
41674.34996,204297.1527,0.55,53976.74,179.8353896,94.94469894,278.6492382,162.2650559,422.0830494,265.3144512,2.2,0.19,8.01,0.85,38.45,7.38,50
41674.60376,204296.6378,0.55,53976.94,180.7575434,90.12535169,284.4042497,159.5610719,440.6683635,264.4937342,2.21,0.25,8.04,0.9,38.96,7.2,51
41674.60376,204296.6378,0.55,53976.94,180.7575434,90.12535169,284.4042497,159.5610719,440.6683635,264.4937342,2.21,0.25,8.04,0.9,38.96,7.2,52
41674.89751,204296.0484,0.55,53977.15,183.710749,91.54269864,286.0796899,155.6999419,454.5612694,262.3612883,2.18,0.22,8.16,0.86,39.39,7.5,53
41675.19683,204295.4501,0.55,53977.35,185.9279585,92.10966265,286.6386333,154.5419939,458.425341,259.0845971,2.16,0.18,8.14,0.77,39.61,7.99,54
41675.50823,204294.8259,0.55,53977.56,187.4071918,93.81064119,286.0796899,157.8233153,449.4598733,255.649272,2.16,0.14,8.09,0.76,39.65,7.6,55
41675.50823,204294.8259,0.55,53977.56,187.4071918,93.81064119,286.0796899,157.8233153,449.4598733,255.649272,2.16,0.14,8.09,0.76,39.65,7.6,56
41675.77523,204294.2865,0.55,53977.75,190.183104,98.34721794,285.7071897,163.8106307,435.7198829,254.0152716,2.16,0.14,8.08,0.79,39.6,7.34,57
41676.04072,204293.7455,0.55,53977.96,193.8890673,104.3028733,286.8249992,171.7367378,419.4038793,256.3032095,2.17,0.19,8.08,0.82,39.52,7.81,58
41676.29089,204293.231,0.55,53978.14,197.6004265,109.4089829,288.6900747,179.4776483,404.7973699,262.8532094,2.17,0.18,8.15,0.81,39.45,7.92,59
41676.59609,204292.5978,0.55,53978.34,199.6439626,112.8137027,291.4925173,185.8699407,397.9474076,271.7264695,2.18,0.16,8.24,0.84,39.47,7.41,60
41676.59609,204292.5978,0.55,53978.34,199.6439626,112.8137027,291.4925173,185.8699407,397.9474076,271.7264695,2.18,0.16,8.24,0.84,39.47,7.41,61
41676.87209,204292.0204,0.5431392,53978.54,202.0611362,117.3541332,295.6132563,191.2979884,402.216487,280.1394065,2.19,0.17,8.33,0.95,39.7,7.04,62
41677.14555,204291.4439,0.5204512,53978.74,204.4805609,119.3408604,302.7603112,193.0435534,417.035364,288.2524695,2.19,0.22,8.44,1.02,40.32,7.26,63
41677.43202,204290.8352,0.4895686,53978.94,205.225451,116.7865291,310.1342508,190.3284056,437.2603061,295.729329,2.21,0.25,8.66,1.05,40.86,8.37,64
41677.43202,204290.8352,0.4895686,53978.94,205.225451,116.7865291,310.1342508,190.3284056,437.2603061,295.729329,2.21,0.25,8.66,1.05,40.86,8.37,65
41677.74764,204290.1592,0.4667648,53979.16,205.7842577,112.2462135,315.8333098,189.5528298,459.0725249,301.8957793,2.25,0.22,8.71,1.01,41.43,9.4,66
41678.03277,204289.5444,0.45,53979.36,208.5800782,112.8137027,320.2183963,192.655615,480.9720049,305.4032393,2.24,0.16,8.67,0.99,42.04,9.09,67
41678.2827,204289.0021,0.45,53979.56,212.3124548,119.3408604,325.0003801,196.7299702,497.6019293,306.908122,2.25,0.16,8.77,1.07,42.59,8.47,68
41678.2827,204289.0021,0.45,53979.56,212.3124548,119.3408604,325.0003801,196.7299702,497.6019293,306.908122,2.25,0.16,8.77,1.07,42.59,8.47,69
41678.59956,204288.3099,0.45,53979.77,213.9937388,119.6246929,332.8780433,202.3600999,505.4379212,309.08363,2.33,0.27,8.88,1.11,43.19,8.87,70
41678.84775,204287.7648,0.45,53979.97,219.2311721,117.6379406,341.3809019,207.2170488,509.4089204,314.9512974,2.35,0.31,9.01,1.13,43.47,9.63,71
41679.07986,204287.2537,0.45,53980.13,227.4819923,122.7470872,341.3809019,212.6605581,514.5156198,325.3833193,2.3,0.2,9.01,1.1,43.67,10.23,72
41679.35791,204286.6417,0.45,53980.33,235.3810097,129.2771311,358.7348899,223.3646329,522.2892103,337.7286761,2.28,0.17,8.96,1.12,44.12,11.07,73
41679.35791,204286.6417,0.45,53980.33,235.3810097,129.2771311,358.7348899,223.3646329,522.2892103,337.7286761,2.28,0.17,8.96,1.12,44.12,11.07,74
41679.61891,204286.0692,0.45,53980.54,243.4913752,135.8090691,372.7286348,235.4492772,529.4446364,349.971696,2.28,0.2,9.04,1.23,44.52,11.44,75
41679.92256,204285.4073,0.45,53980.74,252.9513502,141.7746651,386.4561665,245.0137246,532.4931956,361.0818893,2.3,0.2,9.2,1.29,44.7,11.36,76
41680.17222,204284.8667,0.45,53980.94,262.4425319,146.8892877,395.6783231,253.2214422,538.2678104,369.8376033,2.34,0.2,9.27,1.44,44.96,11.46,77
41680.17222,204284.8667,0.45,53980.94,262.4425319,146.8892877,395.6783231,253.2214422,538.2678104,369.8376033,2.34,0.2,9.27,1.44,44.96,11.46,78
41680.46309,204284.2403,0.45,53981.15,267.5806344,151.1523571,401.9251968,258.8938612,542.1612833,376.5561358,2.36,0.27,9.38,1.51,45.25,11.75,79
41680.72465,204283.6791,0.45,53981.36,272.3461274,154.2791184,407.7924101,263.787279,541.7705642,382.7756368,2.39,0.31,9.55,1.48,45.69,12.93,80
41681.01064,204283.067,0.45,53981.56,277.3103506,154.8476668,412.0552185,269.2716476,539.4322816,389.8798507,2.38,0.28,9.59,1.46,45.91,13.7,81
41681.01064,204283.067,0.45,53981.56,277.3103506,154.8476668,412.0552185,269.2716476,539.4322816,389.8798507,2.38,0.28,9.59,1.46,45.91,13.7,82
41681.27949,204282.4925,0.45,53981.76,281.517277,158.8279054,416.5337852,276.1326689,539.4322816,396.6582713,2.36,0.22,9.56,1.51,46.11,13.46,83
