,coilconfig,slope,intercept
0,HCPHQP,1.9074161881260037,-26.407553945903004
1,PRPHQP,1.471744271934422,-2.584012945916921
2,HCP1QP,1.657083615976633,-43.989221358404336
3,PRP1QP,1.4256356783799449,-8.66936678799238
4,HCP2QP,1.5008668404733645,-47.29557749566368
5,PRP2QP,1.4845626199893933,-25.640698733469634
