x,y,z,t,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP4.0,PRP4.1,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,HCP4.0_inph,PRP4.1_inph,geometry,p_ID
41670.26317,204307.0446,0.5553312,53973.33,145.5016997,70.54049564,193.2246128,128.7239672,191.3822365,199.5200198,2.078600166,0.229486132,7.278811183,0.774712419,33.74201565,6.250180674,POINT (487464.5666538545 5665259.821582192),29
41670.44565,204306.4533,0.5553312,53973.53,145.8073932,69.927948,194.2451121,129.0412378,191.9296843,202.7467022,2.048600166,0.229486132,7.258806816,0.754712419,34.16216123,7.07986325,POINT (487464.759906029 5665259.233969646),30
41670.62939,204305.8741,0.5768192,53973.73,146.1130867,70.54049564,195.0104866,130.0074499,194.4844405,206.1078298,2.058600166,0.179486132,7.248806816,0.724712419,34.50216123,6.49986325,POINT (487464.95419240976 5665258.658495257),31
41670.62939,204305.8741,0.5768192,53973.73,146.1130867,70.54049564,195.0104866,130.0074499,194.4844405,206.1078298,2.058600166,0.179486132,7.248806816,0.724712419,34.50216123,6.49986325,POINT (487464.95419240976 5665258.658495257),32
41670.82281,204305.2832,0.607475,53973.93,146.571627,71.35722584,197.5617348,130.1684852,199.1377464,207.9900612,2.058600166,0.169486132,7.328806816,0.764712419,34.96216123,6.45986325,POINT (487465.15836755926 5665258.071505767),33
41671.04116,204304.6409,0.634375,53974.15,146.8773205,69.5195829,201.2610448,126.786743,204.1560176,208.5278416,2.048600166,0.219486132,7.408806816,0.774712419,35.51216123,7.16986325,POINT (487465.3884081128 5665257.4335759),34
41671.24524,204304.0662,0.6489632,53974.35,147.4887075,65.02552839,203.3020434,121.7946473,208.5355997,208.5278416,2.058600166,0.209464301,7.458806816,0.694712419,36.03216123,7.35986325,POINT (487465.60294011503 5665256.862988665),35
41671.48716,204303.4203,0.643925,53974.56,145.9609326,61.5531827,203.8125846,119.3779349,212.0937984,207.9900612,2.078650065,0.179441962,7.458821168,0.694695403,36.45216207,7.20986325,POINT (487465.8566107019 5665256.221892517),36
41671.48716,204303.4203,0.643925,53974.56,145.9609326,61.5531827,203.8125846,119.3779349,212.0937984,207.9900612,2.078650065,0.179441962,7.458821168,0.694695403,36.45216207,7.20986325,POINT (487465.8566107019 5665256.221892517),37
41671.71415,204302.8462,0.6204512,53974.76,146.4194729,62.77827799,204.4503967,120.5051823,213.827383,205.8389396,2.078650065,0.179441962,7.488821168,0.714695403,36.84216207,6.72986325,POINT (487466.09402963554 5665255.652215552),38
41671.94621,204302.2811,0.592525,53974.96,150.0877949,64.61592092,206.2362705,122.9207125,213.3711765,204.6289337,2.068650065,0.199441962,7.568821168,0.734695403,37.20216207,5.95986325,POINT (487466.3363487011 5665255.091708698),39
41672.16902,204301.7522,0.5645152,53975.14,151.7691092,63.79919073,207.8945818,124.0479599,211.5463506,204.0911532,2.078650065,0.229441962,7.688821168,0.774695403,37.36216207,5.60986325,POINT (487466.5687597561 5665254.567280523),40
41672.41815,204301.1689,0.5504672,53975.34,150.3934885,62.77827799,208.4048315,124.2089953,209.174077,205.032269,2.108650065,0.239441962,7.758821168,0.764695403,37.33216207,6.05986325,POINT (487466.8284794716 5665253.988915237),41
41672.64238,204300.6481,0.55,53975.53,150.0877949,62.98246054,207.3843322,125.6583134,207.2580098,207.721171,2.118650065,0.229441962,7.788821168,0.754695403,37.29216207,6.73986325,POINT (487467.0621644445 5665253.472472121),42
41672.64238,204300.6481,0.55,53975.53,150.0877949,62.98246054,207.3843322,125.6583134,207.2580098,207.721171,2.118650065,0.229441962,7.788821168,0.754695403,37.29216207,6.73986325,POINT (487467.0621644445 5665253.472472121),43
41672.90237,204300.0545,0.55,53975.74,150.8520287,63.59500818,207.2567698,128.8790202,205.5244253,210.8134084,2.108650065,0.199441962,7.828821168,0.784695403,37.28216207,7.25986325,POINT (487467.332927578 5665252.884030553),44
41673.16631,204299.4647,0.55,53975.94,151.7691092,65.22846857,208.7875187,131.7776564,203.882082,214.308981,2.108650065,0.179441962,7.798821168,0.804695403,37.43216207,7.24986325,POINT (487467.6075641233 5665252.299391659),45
41673.47514,204298.7908,0.55,53976.16,153.756117,66.04519876,209.2977684,134.1931866,204.1558059,218.3423341,2.098650065,0.189441962,7.818821168,0.904695403,37.50216207,7.42986325,POINT (487467.92861036566 5665251.631543454),46
41673.47514,204298.7908,0.55,53976.16,153.756117,66.04519876,209.2977684,134.1931866,204.1558059,218.3423341,2.098650065,0.189441962,7.818821168,0.904695403,37.50216207,7.42986325,POINT (487467.92861036566 5665251.631543454),47
41673.73776,204298.2313,0.55,53976.36,153.6032703,65.84101621,209.2977684,133.8711159,206.6193208,222.241242,2.108650065,0.219441962,7.878821168,0.914695403,37.77216207,7.74986325,POINT (487468.2013749213 5665251.077247463),48
41674.03471,204297.6154,0.55,53976.57,152.533343,67.27029405,210.7009549,132.7438685,210.725179,224.795699,2.128650065,0.199441962,7.948821168,0.834695403,38.10216207,7.70986325,POINT (487468.5094889664 5665250.467087571),49
41674.25879,204297.1632,0.55,53976.74,152.8390365,65.43265112,210.7009549,132.4217978,216.2908979,225.8712598,2.178650065,0.219441962,7.948821168,0.864695403,38.45216207,7.63986325,POINT (487468.7417578149 5665250.019300038),50
41674.55545,204296.5752,0.55,53976.94,153.6032703,61.9615478,218.8649494,130.167303,221.8566168,225.1990343,2.188650065,0.279441962,7.968821168,0.914695403,38.96216207,7.45986325,POINT (487469.0490589866 5665249.437129562),51
41674.55545,204296.5752,0.55,53976.94,153.6032703,61.9615478,218.8649494,130.167303,221.8566168,225.1990343,2.188650065,0.279441962,7.968821168,0.914695403,38.96216207,7.45986325,POINT (487469.0490589866 5665249.437129562),52
41674.85872,204295.9817,0.55,53977.15,156.0488183,62.98246054,220.0130111,126.9465961,225.8712337,223.451248,2.158650065,0.249441962,8.088821168,0.874695403,39.39216207,7.75986325,POINT (487469.3630717781 5665248.849499723),53
41675.13143,204295.4506,0.55,53977.35,157.8829793,63.39082564,220.3956983,125.980384,226.9661292,220.7623459,2.138650065,0.209441962,8.068821168,0.784695403,39.61216207,8.24986325,POINT (487469.64539899793 5665248.3237573765),54
41675.43713,204294.8618,0.55,53977.56,159.1057533,64.61592092,220.0130111,128.7179849,224.411373,217.9389988,2.138650065,0.169441962,8.018821168,0.774695403,39.65216207,7.85986325,POINT (487469.9617511221 5665247.740910297),55
41675.71884,204294.3315,0.55,53977.75,161.3984546,67.88284169,219.7578863,133.7100806,220.3967561,216.5945477,2.138650065,0.169441962,8.008821168,0.804695403,39.60216207,7.59986325,POINT (487470.2530639067 5665247.216124241),56
41675.71884,204294.3315,0.55,53977.75,161.3984546,67.88284169,219.7578863,133.7100806,220.3967561,216.5945477,2.138650065,0.169441962,8.008821168,0.804695403,39.60216207,7.59986325,POINT (487470.2530639067 5665247.216124241),57
41676.04668,204293.717,0.55,53977.96,164.4553897,72.1706752,220.5232607,140.3125297,215.4697262,218.4767792,2.148650065,0.219441962,8.008821168,0.834695403,39.52216207,8.06986325,POINT (487470.59201437817 5665246.607958417),58
41676.31078,204293.2156,0.55,53978.14,167.5123247,75.84596107,221.7988849,146.7539435,210.9076616,223.8545833,2.148650065,0.209441962,8.078821168,0.824695403,39.45216207,8.17986325,POINT (487470.86519224505 5665246.111729956),59
41676.62766,204292.5943,0.55,53978.34,169.193639,78.29615164,223.7123211,152.0681098,208.7178705,231.1146188,2.158650065,0.189441962,8.168821168,0.854695403,39.47216207,7.66986325,POINT (487471.19332187006 5665245.496554885),60
41676.62766,204292.5943,0.55,53978.34,169.193639,78.29615164,223.7123211,152.0681098,208.7178705,231.1146188,2.158650065,0.189441962,8.168821168,0.854695403,39.47216207,7.66986325,POINT (487471.19332187006 5665245.496554885),61
41676.90735,204292.0228,0.5431392,53978.54,171.1806468,81.56307241,226.5186941,156.5770995,210.0864899,237.971319,2.168650065,0.199441962,8.258821168,0.964695403,39.70216207,7.29986325,POINT (487471.4833567994 5665244.93057768),62
41677.1801,204291.4499,0.5204512,53978.74,173.1676545,82.99235025,231.3667829,158.014381,214.7397959,244.559129,2.168650065,0.249441962,8.368805708,1.034262026,40.32216207,7.51986325,POINT (487471.7664891757 5665244.362961037),63
41677.46253,204290.845,0.4895686,53978.94,173.7790415,81.13896424,236.3437094,155.6975339,220.8529626,250.6091586,2.188720855,0.279390552,8.588768531,1.064060982,40.86216207,8.62986325,POINT (487472.0598897669 5665243.763599196),64
41677.46253,204290.845,0.4895686,53978.94,173.7790415,81.13896424,236.3437094,155.6975339,220.8529626,250.6091586,2.188720855,0.279390552,8.588768531,1.064060982,40.86216207,8.62986325,POINT (487472.0598897669 5665243.763599196),65
41677.77105,204290.177,0.4667648,53979.16,174.2414711,77.82677327,240.1712853,155.0389594,227.1368511,255.5487105,2.228966009,0.249167524,8.638745384,1.024060982,41.43355512,9.657833411,POINT (487472.3805223 5665243.101728122),66
41678.05154,204289.5684,0.4510368,53979.36,176.5341724,78.23513837,243.1052208,157.6155249,233.1587765,258.3720577,2.218966009,0.189167524,8.598745384,1.004060982,42.04355512,9.347833411,POINT (487472.6720505924 5665242.49855902),67
41678.32924,204288.9632,0.45,53979.56,179.5911074,82.93133698,246.2942811,160.9972671,237.5383586,259.5820636,2.228966009,0.189167524,8.698745384,1.084060982,42.59355512,8.727833411,POINT (487472.9607217352 5665241.89888463),68
41678.32924,204288.9632,0.45,53979.56,179.5911074,82.93133698,246.2942811,160.9972671,237.5383586,259.5820636,2.228966009,0.189167524,8.698745384,1.084060982,42.59355512,8.727833411,POINT (487472.9607217352 5665241.89888463),69
41678.59376,204288.3814,0.45,53979.77,180.9667282,83.13551952,251.52434,165.6672921,239.545667,261.3298499,2.308966009,0.299167524,8.808745384,1.124060982,43.19355512,9.127833411,POINT (487473.2357896855 5665241.322216079),70
41678.87132,204287.7672,0.45,53979.97,185.2464372,81.70624169,257.1370862,169.6931757,240.5493213,266.0354285,2.328966009,0.339167524,8.938745384,1.144060982,43.47355512,9.887833411,POINT (487473.5244914875 5665240.713493735),71
41679.09438,204287.2723,0.45,53980.13,191.9716943,85.38152755,257.1370862,169.6931757,241.8266994,274.3710249,2.278966009,0.229167524,8.938745384,1.144060982,43.67355512,10.48783341,POINT (487473.756525718 5665240.223002796),72
41679.36148,204286.6787,0.45,53980.33,198.3912579,90.07772616,261.8568955,183.0591093,243.7427665,284.1855173,2.258966009,0.199167524,8.958745384,1.134060982,44.12355512,11.32783341,POINT (487474.0343875236 5665239.634672816),73
41679.36148,204286.6787,0.45,53980.33,198.3912579,90.07772616,261.8568955,183.0591093,243.7427665,284.1855173,2.258966009,0.199167524,8.958745384,1.134060982,44.12355512,11.32783341,POINT (487474.0343875236 5665239.634672816),74
41679.6561,204286.0183,0.45,53980.54,204.9636683,94.77392476,277.5470723,193.0433007,245.4763511,293.8655647,2.258966009,0.229167524,8.968745384,1.244060982,44.52355512,11.69783341,POINT (487474.3409920474 5665238.980073394),75
41679.91019,204285.4451,0.45,53980.74,212.6060059,99.06175827,286.3488788,200.9340326,246.2062814,302.6044963,2.278966009,0.229167524,9.128745384,1.304060982,44.70355512,11.61783341,POINT (487474.6054802217 5665238.411820872),76
41680.15338,204284.897,0.45,53980.94,220.2483435,102.7370441,292.2167498,207.697517,247.5749008,309.4611965,2.318966009,0.229167524,9.198745384,1.454060982,44.96355512,11.71783341,POINT (487474.8586154892 5665237.868496229),77
41680.15338,204284.897,0.45,53980.94,220.2483435,102.7370441,292.2167498,207.697517,247.5749008,309.4611965,2.318966009,0.229167524,9.198745384,1.454060982,44.96355512,11.71783341,POINT (487474.8586154892 5665237.868496229),78
41680.43861,204284.2601,0.45,53981.15,224.3752058,105.7997824,296.1711846,212.367542,248.4873138,314.7045555,2.338966009,0.299167524,9.308745384,1.524060982,45.25355512,12.00783341,POINT (487475.1554021805 5665237.237249743),79
41680.70069,204283.6855,0.45,53981.36,228.1963746,108.0457904,299.8704946,216.3934256,248.3960725,319.5445792,2.368966009,0.339167524,9.478745384,1.494060982,45.69355512,13.18783341,POINT (487475.4278990626 5665236.667782302),80
41680.99601,204283.0517,0.45,53981.56,232.1703902,108.4541555,302.5493053,220.9024153,247.8486247,325.0568284,2.358966009,0.309167524,9.518745384,1.474060982,45.91355512,13.95783341,POINT (487475.7347073501 5665236.039809769),81
41680.99601,204283.0517,0.45,53981.56,232.1703902,108.4541555,302.5493053,220.9024153,247.8486247,325.0568284,2.358966009,0.309167524,9.518745384,1.474060982,45.91355512,13.95783341,POINT (487475.7347073501 5665236.039809769),82
41681.27892,204282.4547,0.45,53981.76,235.5330187,111.3127112,305.3556784,226.5386523,247.8486247,330.3001874,2.338966009,0.249167524,9.488745384,1.524060982,46.11355512,13.71783341,POINT (487476.0284350613 5665235.448297344),83
41681.5233,204281.9426,0.45,53981.96,240.4241148,114.7838145,309.0549883,230.8866066,248.6697964,334.3335405,2.338966009,0.269167524,9.518745384,1.574060982,46.45355512,13.81783341,POINT (487476.282101829 5665234.940980243),84
41681.79203,204281.3797,0.45,53982.14,242.8696628,113.5587192,309.0549883,230.7255713,250.4033809,337.2913327,2.338966009,0.319167524,9.518745384,1.604060982,46.84355512,13.85783341,POINT (487476.5610259042 5665234.383394999),85
41682.08835,204280.7549,0.45,53982.34,242.7168161,112.1294413,314.0299224,228.3100411,252.9581372,340.9213505,2.368966009,0.289167524,9.858745384,1.514060982,47.14355512,13.73783341,POINT (487476.868672854 5665233.764355899),86
41682.08835,204280.7549,0.45,53982.34,242.7168161,112.1294413,314.0299224,228.3100411,252.9581372,340.9213505,2.368966009,0.289167524,9.858745384,1.514060982,47.14355512,13.73783341,POINT (487476.868672854 5665233.764355899),87
41682.32289,204280.2578,0.4453694,53982.53,243.4810498,110.7001635,317.3465452,227.5048644,256.6077889,344.282478,2.388966009,0.249167524,9.828745384,1.474060982,47.37355512,14.01783341,POINT (487477.11221963016 5665233.271871778),88
41682.64874,204279.5678,0.4245174,53982.74,244.3984981,107.6374253,321.0458552,227.5048644,258.9800625,345.4924839,2.378966009,0.249167524,9.758745384,1.444060982,47.44355512,14.11783341,POINT (487477.4505770795 5665232.588214675),89
41682.8918,204279.0515,0.3940128,53982.94,246.2330289,107.6374253,321.8112296,228.3100411,259.1625451,343.7446976,2.368966009,0.239167524,9.778745384,1.444060982,47.48355512,13.76783341,POINT (487477.7029971741 5665232.076702803),90
41682.8918,204279.0515,0.3940128,53982.94,246.2330289,107.6374253,321.8112296,228.3100411,259.1625451,343.7446976,2.368966009,0.239167524,9.778745384,1.444060982,47.48355512,13.76783341,POINT (487477.7029971741 5665232.076702803),91
41683.20181,204278.3878,0.3667648,53983.15,248.8314237,112.741989,318.8772941,228.9541825,257.2464779,338.7653661,2.368966009,0.239167524,9.778745384,1.414060982,47.27355512,13.37760446,POINT (487478.02503876697 5665231.419065056),92
41683.46878,204277.8086,0.3510368,53983.35,250.0541977,116.4172749,314.7952969,228.4710765,252.593172,332.043111,2.368966009,0.269167524,9.748745384,1.424060982,46.95355512,12.85760446,POINT (487478.3025083066 5665230.845156634),93
41683.72066,204277.2534,0.35,53983.53,249.289964,117.6423701,310.2030501,227.1827937,245.9325576,324.7821426,2.368966009,0.289167524,9.708745384,1.444060982,46.50355512,12.58746012,POINT (487478.5644659829 5665230.294899084),94
41683.98413,204276.6646,0.35,53983.73,246.3858757,116.4172749,310.2030501,223.3179454,239.545667,318.4632228,2.358966009,0.289167524,9.708745384,1.434060982,45.96355512,12.40746012,POINT (487478.83861016727 5665229.71130561),95
41683.98413,204276.6646,0.35,53983.73,246.3858757,116.4172749,310.2030501,223.3179454,239.545667,318.4632228,2.358966009,0.289167524,9.708745384,1.434060982,45.96355512,12.40746012,POINT (487478.83861016727 5665229.71130561),96
41684.27369,204276.0137,0.35,53983.94,240.2720056,113.3545366,294.5128732,216.8765317,234.9836024,313.0854187,2.348966009,0.279167524,9.498745384,1.354060982,45.43355512,12.22746012,POINT (487479.1399799472 5665229.066030571),97
41684.55039,204275.3935,0.35,53984.15,232.4768212,109.0667031,286.8591285,209.1468351,232.5200874,306.7664989,2.328966009,0.279167524,9.378745384,1.284060982,44.93355512,12.39746012,POINT (487479.42793106113 5665228.451288088),98
41684.79213,204274.8564,0.35,53984.35,224.3759433,101.9203139,279.2053837,199.0016084,232.1551223,300.1786889,2.298966009,0.279167524,9.198745384,1.224060982,44.64355512,12.50746012,POINT (487479.679417821 5665227.918922415),99
41684.79213,204274.8564,0.35,53984.35,224.3759433,101.9203139,279.2053837,199.0016084,232.1551223,300.1786889,2.298966009,0.279167524,9.198745384,1.224060982,44.64355512,12.50746012,POINT (487479.679417821 5665227.918922415),100
41685.06514,204274.2548,0.35,53984.55,214.5937512,94.36555967,272.5721382,187.8901697,233.7062242,296.0108907,2.278966009,0.239167524,9.068745384,1.124060982,44.48355512,12.13746012,POINT (487479.9633317568 5665227.322727894),101
41685.35253,204273.6235,0.35,53984.76,206.0343331,90.48609125,268.2350161,181.4487559,236.8996695,290.9019768,2.258966009,0.199167524,9.018745384,1.104060982,44.49355512,11.29746012,POINT (487480.2621693882 5665226.697042453),102
41685.60137,204273.0793,0.35,53984.96,202.366011,89.05681342,265.4286431,175.8125188,239.9106322,281.894155,2.238966009,0.219167524,8.988745384,1.134060982,44.51355512,10.38746012,POINT (487480.5208806599 5665226.15773997),103
41685.60137,204273.0793,0.35,53984.96,202.366011,89.05681342,265.4286431,175.8125188,239.9106322,281.894155,2.238966009,0.219167524,8.988745384,1.134060982,44.51355512,10.38746012,POINT (487480.5208806599 5665226.15773997),104
41685.86346,204272.509,0.35,53985.14,199.309076,86.19825774,261.3466458,167.5997163,241.7354581,271.9452174,2.228966009,0.249167524,9.058745384,1.024060982,44.45355512,9.757460123,POINT (487480.7933065405 5665225.592644719),105
41686.1402,204271.9115,0.35,53985.34,193.8065929,83.54388462,256.6268366,160.8362318,242.4653884,262.9373956,2.248966009,0.229167524,9.008745384,0.904060982,44.24355512,8.997460123,POINT (487481.0808880282 5665225.000490768),106
41686.38778,204271.3829,0.35,53985.54,190.9025046,82.72715443,253.4377762,157.2934542,241.8266994,255.0051345,2.258966009,0.209167524,8.848745384,0.874060982,43.93355512,8.317460123,POINT (487481.3380426088 5665224.476762828),107
41686.66092,204270.8069,0.35,53985.74,189.0683436,79.66441621,251.2692152,155.0389594,238.906978,248.0139892,2.238966009,0.239167524,8.748745384,0.854060982,43.53355512,7.767460123,POINT (487481.6216297811 5665223.906121715),108
41686.66092,204270.8069,0.35,53985.74,189.0683436,79.66441621,251.2692152,155.0389594,238.906978,248.0139892,2.238966009,0.239167524,8.748745384,0.854060982,43.53355512,7.767460123,POINT (487481.6216297811 5665223.906121715),109
41686.94917,204270.2015,0.35,53985.94,185.8585618,77.01004308,247.6974676,152.4623939,234.253672,243.3084107,2.218966009,0.239167524,8.778745384,0.804060982,43.12355512,7.617460123,POINT (487481.9208528811 5665223.306368954),110
