    0.76258E+00   -0.24980E+01    0.73029E+01    0.86350E+00
    0.43571E+02   -0.28680E+01    0.12551E+01    0.98664E-01
    0.29195E+02   -0.23045E+00    0.19502E+02    0.12901E+01
    0.14038E+02   -0.26185E+00    0.22358E+02    0.13494E+01
    0.52857E+02   -0.40983E+00    0.10554E+02    0.10234E+01
    0.33639E+02   -0.21022E+00    0.18984E+02    0.12784E+01
    0.69151E+01   -0.37620E+01    0.22672E+01    0.35549E+00
    0.28896E+02   -0.45243E+01    0.13519E+01    0.13095E+00
    0.42885E+02   -0.28831E+01    0.12351E+01    0.91719E-01
    0.43365E+02   -0.26711E+01    0.12508E+01    0.97196E-01
    0.61473E+00   -0.56064E+00    0.24569E+02    0.13904E+01
    0.22003E+02   -0.27523E+01    0.15185E+01    0.18142E+00
    0.35791E+02   -0.24862E+00    0.17682E+02    0.12475E+01
    0.13966E+02   -0.19257E+00    0.24190E+02    0.13836E+01
    0.49696E+02   -0.29594E+01    0.12296E+01    0.89756E-01
    0.14433E+02   -0.29900E+01    0.16108E+01    0.20704E+00
    0.33714E+02   -0.28071E+00    0.16471E+02    0.12167E+01
    0.23118E+01   -0.41064E+01    0.37902E+01    0.57866E+00
    0.40273E+02   -0.30721E+01    0.11915E+01    0.76092E-01
    0.23769E+02   -0.25364E+00    0.26140E+02    0.14173E+01
    0.55155E+02   -0.55848E+00    0.65880E+01    0.81875E+00
    0.27857E+02   -0.22129E+00    0.21184E+02    0.13260E+01
    0.55902E+01   -0.68525E-01    0.36375E+02    0.15608E+01
    0.48221E+02   -0.14880E+01    0.12854E+01    0.10904E+00
    0.24190E+02   -0.24769E+01    0.14574E+01    0.16358E+00
    0.50427E+02   -0.29310E+01    0.13239E+01    0.12186E+00
    0.47395E+02   -0.10941E+01    0.18782E+01    0.27373E+00
    0.17573E+02   -0.29922E+00    0.19965E+02    0.13003E+01
    0.41893E+02   -0.28627E+00    0.20526E+02    0.13123E+01
    0.20418E+02   -0.33132E+00    0.19575E+02    0.12917E+01
    0.82501E+01   -0.15410E+01    0.41106E+01    0.61391E+00
    0.48399E+02   -0.15028E+01    0.12841E+01    0.10859E+00
    0.10472E+02   -0.21561E+00    0.19074E+02    0.12804E+01
    0.47180E+02   -0.27238E+01    0.11542E+01    0.62292E-01
    0.25264E+02   -0.11590E+01    0.36588E+01    0.56334E+00
    0.33917E+02   -0.29509E+00    0.16516E+02    0.12179E+01
    0.71971E+01   -0.11365E+01    0.85089E+01    0.92987E+00
    0.56066E+02   -0.29834E+01    0.15751E+01    0.19730E+00
    0.91972E+01   -0.10986E+01    0.65862E+01    0.81863E+00
    0.52832E+02   -0.53553E+00    0.75890E+01    0.88018E+00
    0.55182E+02   -0.43174E+00    0.10061E+02    0.10026E+01
    0.24046E+02   -0.44420E+01    0.13510E+01    0.13065E+00
    0.49876E+02   -0.27506E+01    0.12443E+01    0.94918E-01
    0.15424E+02   -0.12103E+01    0.41216E+01    0.61507E+00
    0.44050E+02   -0.20271E+00    0.20356E+02    0.13087E+01
    0.57549E+02   -0.55632E+00    0.96647E+01    0.98519E+00
    0.53464E+02   -0.24683E+00    0.98035E+01    0.99138E+00
    0.29612E+02   -0.49974E+00    0.91329E+01    0.96061E+00
    0.41853E+02   -0.10503E+01    0.21005E+01    0.32233E+00
    0.20896E+02   -0.26071E+00    0.21523E+02    0.13329E+01
    0.16282E+02   -0.26459E+00    0.17857E+02    0.12518E+01
    0.23040E+02   -0.18325E+00    0.28341E+02    0.14524E+01
    0.51568E+02   -0.48229E+00    0.93713E+01    0.97180E+00
    0.20513E+02   -0.40614E+00    0.15507E+02    0.11905E+01
    0.14710E+02   -0.25672E+00    0.20237E+02    0.13061E+01
    0.55568E+02   -0.16598E+00    0.20383E+02    0.13093E+01
    0.40399E+02   -0.37274E+01    0.12401E+01    0.93472E-01
