    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   38   60        48   50       -0.89670            1.76266        1.67006         0.18702E+02    0.16616E+02    1
   40   58        48   50       -0.81560            2.01038        1.93864         0.28208E+02    0.22449E+02    1
   24   71        45   50        1.34257            1.07539        1.33220         0.62694E+01    0.62694E+01    0
   22   73        45   50        1.98242            0.80827        1.32759         0.39951E+01    0.39951E+01    0
   20   75        45   50        0.26836            1.26761        1.33244         0.53799E+01    0.53799E+01    0
   34   63        47   50       -0.80721            1.65317        1.56753         0.15179E+02    0.15174E+02    1
   36   61        47   50       -0.72607            1.72981        1.66312         0.21453E+02    0.18465E+02    1
   32   65        47   50       -0.55603            1.59191        1.51521         0.11260E+02    0.11260E+02    0
   46   53        49   50       -0.85351            6.91101        6.79305         0.49577E+02    0.49577E+02    0
   48   51        49   50       -0.47364           20.43889       20.33381         0.96408E+02    0.91883E+02    1
   44   55        49   50        2.06714            3.31051        3.51908         0.33834E+02    0.33834E+02    0
   92  117       103  106       -0.98953            1.96066        1.86809         0.24315E+02    0.20459E+02    1
   90  119       103  106       -1.50462            1.90762        1.72000         0.17516E+02    0.14532E+02    1
   98  112       104  106        0.00523            2.15523        2.15558         0.32260E+02    0.32260E+02    0
   96  114       104  106       -0.82111            1.93106        1.87515         0.27947E+02    0.27947E+02    0
   94  116       104  106       -0.51408            1.86901        1.82118         0.19831E+02    0.19831E+02    0
  104  107       105  106       -2.02025           12.23257       11.88153         0.85617E+02    0.69385E+02    1
  102  109       105  106        0.29337            4.85552        4.88679         0.45691E+02    0.45691E+02    0
  100  111       105  106        0.71045            2.82776        2.89002         0.32623E+02    0.32623E+02    0
   20   78        46   52       -0.55933            1.49299        1.37599         0.68543E+01    0.68543E+01    0
   18   80        46   52       -0.51633            1.48958        1.36630         0.59767E+01    0.59767E+01    0
   16   82        46   52       -0.20636            1.44451        1.38732         0.51089E+01    0.51089E+01    0
   32   68        48   52       -0.54114            1.51772        1.45122         0.12078E+02    0.12078E+02    0
   30   70        48   52       -0.46638            1.50894        1.43813         0.97033E+01    0.97033E+01    0
   28   72        48   52       -0.46043            1.45202        1.36777         0.77032E+01    0.77032E+01    0
   42   60        50   52       -1.07406            2.18730        2.08452         0.28764E+02    0.22316E+02    1
   44   58        50   52       -0.07872            2.62773        2.62161         0.33773E+02    0.33773E+02    0
   40   62        50   52       -0.72838            1.90235        1.82571         0.20185E+02    0.17714E+02    1
   26   73        47   52       -0.62383            1.51825        1.41492         0.88511E+01    0.88511E+01    0
   24   75        47   52       -0.51510            1.49061        1.38996         0.73676E+01    0.73676E+01    0
   22   77        47   52       -0.52720            1.52991        1.41060         0.64931E+01    0.64931E+01    0
   38   63        49   52       -0.86747            1.77082        1.68922         0.21961E+02    0.18387E+02    1
   34   67        49   52       -0.48000            1.60113        1.53469         0.11326E+02    0.11326E+02    0
   36   65        49   52       -0.59269            1.70182        1.63848         0.15626E+02    0.15626E+02    0
   50   53        51   52       -3.22968           22.36868       21.14178         0.98440E+02    0.57253E+02    1
   46   57        51   52        0.69828            3.80943        3.88631         0.34950E+02    0.34950E+02    0
   48   55        51   52       -0.52222            8.67365        8.58740         0.52251E+02    0.52251E+02    0
   89   92        78  103       -1.48941            1.68307        1.51708         0.20873E+02    0.14344E+02    1
   83  119        99  103       -0.73685            1.40931        1.31969         0.11215E+02    0.11215E+02    0
   89  114       100  103       -0.19385            1.45530        1.43975         0.18048E+02    0.18048E+02    0
   87  116       100  103       -0.13199            1.45768        1.44337         0.13384E+02    0.13384E+02    0
   85  118       100  103       -0.33265            1.43501        1.38874         0.10151E+02    0.10151E+02    0
   95  109       101  103       -0.21871            1.95255        1.93905         0.31531E+02    0.31531E+02    0
   93  111       101  103       -0.26703            1.64900        1.63231         0.26245E+02    0.26245E+02    0
   91  113       101  103       -0.20133            1.51839        1.49953         0.16111E+02    0.16111E+02    0
  101  104       102  103       -1.65698           13.83089       13.48481         0.88083E+02    0.65388E+02    1
   97  108       102  103        0.67033            2.48084        2.53395         0.31650E+02    0.31650E+02    0
   29   76        50   55       -0.75717            1.56967        1.44502         0.91509E+01    0.91509E+01    0
   27   78        50   55       -0.81244            1.60375        1.44752         0.79269E+01    0.79269E+01    0
   25   80        50   55       -0.55483            1.55745        1.43205         0.66100E+01    0.66100E+01    0
   39   68        52   55       -0.83363            1.77664        1.67438         0.16313E+02    0.14062E+02    1
   41   66        52   55       -1.31836            1.89928        1.75037         0.23554E+02    0.16147E+02    1
   37   70        52   55       -0.66383            1.73539        1.64403         0.12275E+02    0.12275E+02    0
   53   56        54   55        1.00096           10.32675       10.45307         0.82329E+02    0.82329E+02    0
   49   60        54   55       -2.26708            2.79154        2.56795         0.32526E+02    0.27155E+02    1
   23   81        49   55       -0.58348            1.54790        1.42588         0.71064E+01    0.71064E+01    0
   21   83        49   55       -0.47160            1.54580        1.43262         0.62022E+01    0.62022E+01    0
   19   85        49   55       -0.35483            1.55750        1.46034         0.55085E+01    0.55085E+01    0
   35   71        51   55       -0.72421            1.69761        1.60900         0.13509E+02    0.13509E+02    0
   33   73        51   55       -0.64292            1.64921        1.55220         0.10605E+02    0.10605E+02    0
   31   75        51   55       -0.65040            1.65458        1.53641         0.87778E+01    0.87778E+01    0
   45   63        53   55       -0.70597            2.25119        2.17067         0.28956E+02    0.19381E+02    1
   47   61        53   55       -1.77418            2.69534        2.49109         0.33972E+02    0.22514E+02    1
   43   65        53   55       -1.44988            2.16558        1.97000         0.22977E+02    0.15318E+02    1
   31   78        52   57       -0.50107            1.63284        1.54911         0.95192E+01    0.95192E+01    0
   29   80        52   57       -0.40928            1.59671        1.51602         0.78921E+01    0.78921E+01    0
   27   82        52   57       -0.33189            1.60226        1.52594         0.68002E+01    0.68002E+01    0
   43   68        54   57       -0.89634            1.81858        1.72841         0.22553E+02    0.17626E+02    1
   41   70        54   57       -0.52515            1.75176        1.69225         0.16085E+02    0.15195E+02    1
   39   72        54   57       -0.27315            1.64512        1.60695         0.11637E+02    0.11637E+02    0
   25   83        51   57       -0.39592            1.63603        1.55202         0.75110E+01    0.75110E+01    0
   23   85        51   57       -0.40622            1.66679        1.56856         0.66877E+01    0.66877E+01    0
   21   87        51   57       -0.42093            1.69741        1.58247         0.60034E+01    0.60034E+01    0
   37   73        53   57       -0.41723            1.79502        1.74335         0.14284E+02    0.14284E+02    0
   35   75        53   57       -0.33402            1.69905        1.64790         0.10926E+02    0.10926E+02    0
   33   77        53   57       -0.28560            1.68538        1.63239         0.89412E+01    0.89412E+01    0
   49   63        55   57       -1.04340            2.91925        2.81008         0.34604E+02    0.27376E+02    1
   47   65        55   57       -1.17704            2.39145        2.26474         0.29363E+02    0.21620E+02    1
   55   58        56   57       -1.40708           14.14548       13.91912         0.88542E+02    0.87224E+02    1
   51   62        56   57        0.41166            2.95634        2.99350         0.32960E+02    0.32960E+02    0
   73  120        94   99       -0.39665            1.33761        1.27127         0.77980E+01    0.77980E+01    0
   79  115        95   99       -0.22565            1.28140        1.25335         0.10197E+02    0.10197E+02    0
   77  117        95   99       -0.14667            1.25869        1.23608         0.80940E+01    0.80940E+01    0
   75  119        95   99       -0.22009            1.23732        1.19652         0.65642E+01    0.65642E+01    0
   85  110        96   99       -0.91599            1.38316        1.30886         0.17154E+02    0.16590E+02    1
   83  112        96   99       -0.66576            1.34350        1.27291         0.12336E+02    0.12336E+02    0
   81  114        96   99       -0.37413            1.31507        1.26323         0.93022E+01    0.93022E+01    0
   91  105        97   99       -0.91532            1.80800        1.74535         0.30975E+02    0.25954E+02    1
   89  107        97   99       -1.03821            1.53173        1.45287         0.24378E+02    0.19644E+02    1
   87  109        97   99       -1.06506            1.48558        1.38254         0.15762E+02    0.14816E+02    1
   97  100        98   99       -0.09326           11.75497       11.74206         0.84832E+02    0.84832E+02    0
   93  104        98   99        0.24691            2.16756        2.18507         0.30678E+02    0.30678E+02    0
   28   86        54   60       -0.41726            1.48882        1.40066         0.68352E+01    0.68352E+01    0
   26   88        54   60       -0.29735            1.49443        1.42213         0.59961E+01    0.59961E+01    0
   24   90        54   60       -0.20109            1.48252        1.42674         0.52433E+01    0.52433E+01    0
   34   81        55   60       -0.37632            1.54485        1.48163         0.90063E+01    0.90063E+01    0
   32   83        55   60       -0.31906            1.52891        1.46571         0.75570E+01    0.75570E+01    0
   30   85        55   60       -0.23224            1.53261        1.47885         0.65046E+01    0.65046E+01    0
   46   71        57   60       -1.16972            1.69743        1.58124         0.21051E+02    0.16497E+02    1
   44   73        57   60       -0.53969            1.56295        1.50527         0.14351E+02    0.14351E+02    0
   42   75        57   60       -0.29982            1.50166        1.45987         0.10622E+02    0.10622E+02    0
   58   61        59   60        0.61472           10.29118       10.36837         0.82263E+02    0.82263E+02    0
   54   65        59   60       -0.78310            2.81563        2.73832         0.32591E+02    0.28126E+02    1
   40   76        56   60       -0.13951            1.46986        1.45243         0.11697E+02    0.11697E+02    0
   38   78        56   60       -0.40087            1.47190        1.41086         0.94650E+01    0.94650E+01    0
   36   80        56   60       -0.25762            1.42959        1.38185         0.75842E+01    0.75842E+01    0
   50   68        58   60       -1.60943            1.94192        1.79514         0.27983E+02    0.20478E+02    1
   52   66        58   60       -1.04733            2.43925        2.34774         0.33196E+02    0.27388E+02    1
   48   70        58   60       -0.82035            1.70740        1.62318         0.18116E+02    0.16218E+02    1
  106  108        98  116       -0.62255            1.93226        1.88958         0.27951E+02    0.27874E+02    1
  108  110       102  116        0.29263            2.21759        2.23766         0.32473E+02    0.32473E+02    0
  114  117       115  116       -1.93171           15.68726       15.26058         0.90686E+02    0.70051E+02    1
  112  119       115  116        2.25563            4.83886        5.16199         0.45655E+02    0.34894E+02    1
   62  120        88   94       -0.36018            1.37574        1.29948         0.63160E+01    0.63160E+01    0
   68  115        89   94       -0.23293            1.44357        1.40417         0.84158E+01    0.84158E+01    0
   66  117        89   94       -0.21004            1.42596        1.38409         0.70481E+01    0.70481E+01    0
   64  119        89   94       -0.38891            1.41538        1.32665         0.60070E+01    0.60070E+01    0
   74  110        90   94       -0.38792            1.45550        1.40755         0.11582E+02    0.11582E+02    0
   72  112        90   94       -0.21140            1.42927        1.39678         0.91910E+01    0.91910E+01    0
   70  114        90   94       -0.13490            1.39799        1.37279         0.74166E+01    0.74166E+01    0
   80  105        91   94       -1.30472            1.52031        1.39329         0.18854E+02    0.14954E+02    1
   78  107        91   94       -0.73221            1.42343        1.34588         0.13070E+02    0.13070E+02    0
   76  109        91   94       -0.50262            1.41573        1.34643         0.10014E+02    0.10014E+02    0
   86  100        92   94       -1.15332            1.68348        1.61256         0.30468E+02    0.26799E+02    1
   84  102        92   94       -1.82682            1.61686        1.45891         0.25733E+02    0.17772E+02    1
   82  104        92   94       -1.41711            1.55895        1.40504         0.16541E+02    0.13632E+02    1
   92   95        93   94       -1.21117            9.58457        9.41039         0.80921E+02    0.66038E+02    1
   90   97        93   94        2.67557            2.71773        2.93563         0.39954E+02    0.34690E+02    1
   88   99        93   94       -0.24566            1.58778        1.57417         0.28547E+02    0.28547E+02    0
  103  117       109  111        2.67268            2.16121        2.34777         0.32280E+02    0.32280E+02    0
  101  119       109  111       -1.24648            1.91921        1.82473         0.27907E+02    0.24692E+02    1
  109  112       110  111       -3.55951           13.14813       12.17099         0.87058E+02    0.46093E+02    1
  107  114       110  111        0.97937            5.15738        5.26755         0.46333E+02    0.46333E+02    0
  105  116       110  111        3.01109            2.90316        3.21220         0.32822E+02    0.29767E+02    1
   88   92        72  108       -0.39656            1.47261        1.42361         0.11719E+02    0.11719E+02    0
   94  119       105  108       -1.82348            1.85550        1.66371         0.23011E+02    0.16713E+02    1
  100  114       106  108       -0.14967            2.11327        2.10344         0.32113E+02    0.32113E+02    0
   96  118       106  108       -1.17515            1.87986        1.75545         0.19946E+02    0.17162E+02    1
  106  109       107  108       -2.48067            9.85567        9.47484         0.81445E+02    0.62949E+02    1
  104  111       107  108        1.18139            4.39585        4.51371         0.44652E+02    0.44652E+02    0
  102  113       107  108        2.98291            2.10526        2.32233         0.30471E+02    0.30396E+02    1
   65   67        57   75       -0.27044            2.11904        2.09335         0.28553E+02    0.22165E+02    1
   43  101        69   75       -0.11272            1.52081        1.49646         0.69821E+01    0.69821E+01    0
   41  103        69   75        0.06544            1.50666        1.52306         0.60452E+01    0.60452E+01    0
   39  105        69   75        0.02711            1.51130        1.51898         0.53451E+01    0.53451E+01    0
   49   96        70   75       -0.18492            1.50801        1.47663         0.87915E+01    0.87915E+01    0
   47   98        70   75       -0.23528            1.54242        1.49554         0.76237E+01    0.76237E+01    0
   55   91        71   75       -0.80358            1.60792        1.51004         0.12795E+02    0.12795E+02    0
   53   93        71   75       -0.62909            1.56242        1.46759         0.10047E+02    0.10047E+02    0
   51   95        71   75       -0.58348            1.55948        1.45329         0.82733E+01    0.82733E+01    0
   61   86        72   75       -1.83673            1.71114        1.50497         0.21221E+02    0.14306E+02    1
   59   88        72   75       -1.32128            1.64208        1.47757         0.15078E+02    0.12516E+02    1
   57   90        72   75       -1.06286            1.60411        1.45847         0.11347E+02    0.11167E+02    1
   67   81        73   75       -1.27658            2.17442        2.07345         0.32326E+02    0.26848E+02    1
   65   83        73   75       -2.04698            1.82761        1.63247         0.27593E+02    0.18128E+02    1
   63   85        73   75       -1.60147            1.72463        1.53674         0.18299E+02    0.13884E+02    1
   73   76        74   75       -1.47049           12.32113       12.06257         0.85760E+02    0.69336E+02    1
   71   78        74   75        2.59363            4.16341        4.41564         0.44095E+02    0.44095E+02    0
   69   80        74   75        0.47349            2.28301        2.31810         0.31048E+02    0.31048E+02    0
   36   83        57   62       -0.34340            1.45556        1.39783         0.84857E+01    0.84857E+01    0
   34   85        57   62       -0.41641            1.46530        1.38342         0.72425E+01    0.72425E+01    0
   32   87        57   62       -0.60198            1.51361        1.37821         0.64239E+01    0.64239E+01    0
   48   73        59   62       -1.12207            1.60064        1.49170         0.19851E+02    0.15918E+02    1
   46   75        59   62       -0.74613            1.49160        1.41178         0.13696E+02    0.13566E+02    1
   44   77        59   62       -0.40466            1.45686        1.40077         0.10305E+02    0.10305E+02    0
   60   63        61   62       -0.59157           11.92618       11.84358         0.85116E+02    0.85116E+02    0
   56   67        61   62       -0.72197            2.74348        2.68301         0.32395E+02    0.32395E+02    0
   58   65        61   62        1.17275            4.68936        4.81228         0.45325E+02    0.45325E+02    0
   30   88        56   62       -0.35605            1.46497        1.38943         0.67257E+01    0.67257E+01    0
   28   90        56   62       -0.31564            1.45795        1.38137         0.58497E+01    0.58497E+01    0
   26   92        56   62       -0.21091            1.45474        1.39631         0.51451E+01    0.51451E+01    0
   42   78        58   62       -0.40837            1.48610        1.43566         0.11826E+02    0.11826E+02    0
   40   80        58   62       -0.21668            1.44088        1.40758         0.92656E+01    0.92656E+01    0
   38   82        58   62       -0.11188            1.39923        1.37830         0.74231E+01    0.74231E+01    0
   54   68        60   62       -1.34045            2.76481        2.61931         0.34172E+02    0.24795E+02    1
   52   70        60   62       -1.68677            2.20179        2.02273         0.28807E+02    0.19886E+02    1
   50   72        60   62       -1.39870            1.84038        1.68309         0.19527E+02    0.15655E+02    1
   82   87        57  112       -0.21528            1.31040        1.26065         0.55615E+01    0.55615E+01    0
  104  118       110  112        1.35407            2.54693        2.65189         0.33530E+02    0.33530E+02    0
  102  120       110  112       -0.93456            1.95579        1.89165         0.28029E+02    0.28029E+02    0
  110  113       111  112       -2.12730           13.30795       12.73065         0.87301E+02    0.47968E+02    1
  108  115       111  112       -0.26956            5.34621        5.31545         0.46720E+02    0.46720E+02    0
  106  117       111  112        1.86700            3.13124        3.31124         0.33401E+02    0.33401E+02    0
   33   91        59   65       -0.30945            1.33807        1.27234         0.61431E+01    0.61431E+01    0
   31   93        59   65       -0.03436            1.28710        1.27856         0.51642E+01    0.51642E+01    0
   29   95        59   65       -0.43928            1.39787        1.27902         0.49440E+01    0.49440E+01    0
   43   83        61   65       -0.36308            1.29757        1.24232         0.83440E+01    0.83440E+01    0
   41   85        61   65       -0.17200            1.28279        1.25077         0.68054E+01    0.68054E+01    0
   57   71        63   65       -1.08769            2.32676        2.23353         0.32836E+02    0.26599E+02    1
   55   73        63   65       -1.39452            1.83427        1.71017         0.27616E+02    0.19905E+02    1
   53   75        63   65       -1.10576            1.59395        1.48438         0.16912E+02    0.15527E+02    1
   39   86        60   65       -0.48060            1.42256        1.34247         0.82933E+01    0.82933E+01    0
   37   88        60   65       -0.32794            1.40918        1.34437         0.69652E+01    0.69652E+01    0
   35   90        60   65       -0.30476            1.38660        1.31662         0.58849E+01    0.58849E+01    0
   51   76        62   65       -0.89014            1.44328        1.36960         0.17899E+02    0.16988E+02    1
   49   78        62   65       -0.75406            1.39552        1.31577         0.12814E+02    0.12814E+02    0
   47   80        62   65       -0.46147            1.32144        1.25779         0.93473E+01    0.93473E+01    0
   61   68        64   65        0.19303            4.93129        4.95210         0.45855E+02    0.45855E+02    0
   63   66        64   65       -1.30626           13.16585       12.96519         0.87085E+02    0.85052E+02    1
   59   70        64   65        0.21860            2.66402        2.68219         0.32176E+02    0.32176E+02    0
   35   93        61   67       -0.25739            1.37847        1.32353         0.63286E+01    0.63286E+01    0
   33   95        61   67       -0.29325            1.39901        1.32780         0.56133E+01    0.56133E+01    0
   31   97        61   67       -0.22833            1.41729        1.35418         0.50126E+01    0.50126E+01    0
   47   83        63   67       -0.58321            1.48387        1.41236         0.11808E+02    0.11808E+02    0
   43   87        63   67       -0.51039            1.52090        1.42767         0.80686E+01    0.80686E+01    0
   59   73        65   67       -0.21107            2.58463        2.56604         0.33644E+02    0.29240E+02    1
   55   77        65   67       -0.90848            1.96089        1.85544         0.20806E+02    0.16435E+02    1
   41   88        62   67       -0.36528            1.45935        1.39802         0.85078E+01    0.85078E+01    0
   39   90        62   67       -0.34313            1.46479        1.39698         0.72400E+01    0.72400E+01    0
   37   92        62   67       -0.24388            1.44912        1.39279         0.61503E+01    0.61503E+01    0
   53   78        64   67       -1.08089            1.68599        1.57785         0.20909E+02    0.16307E+02    1
   51   80        64   67       -0.85325            1.55923        1.46631         0.14317E+02    0.13886E+02    1
   49   82        64   67       -0.58267            1.52046        1.44028         0.10755E+02    0.10755E+02    0
   65   68        66   67        0.28585           13.57711       13.62144         0.87707E+02    0.87707E+02    0
   61   72        66   67       -0.48208            2.80158        2.76040         0.32553E+02    0.32553E+02    0
   58  116        84   90       -0.07924            1.36407        1.34692         0.62625E+01    0.62625E+01    0
   56  118        84   90       -0.09627            1.34912        1.32534         0.54131E+01    0.54131E+01    0
   54  120        84   90       -0.24599            1.35272        1.28492         0.47843E+01    0.47843E+01    0
   64  111        85   90       -0.32111            1.38531        1.33131         0.80761E+01    0.80761E+01    0
   62  113        85   90       -0.15443            1.37124        1.34035         0.67776E+01    0.67776E+01    0
   60  115        85   90       -0.07412            1.36547        1.34812         0.57952E+01    0.57952E+01    0
   70  106        86   90       -0.72451            1.44123        1.35300         0.11469E+02    0.11469E+02    0
   68  108        86   90       -0.51659            1.42670        1.34858         0.91744E+01    0.91744E+01    0
   66  110        86   90       -0.13898            1.36018        1.33423         0.72160E+01    0.72160E+01    0
   76  101        87   90       -1.39170            1.53984        1.39966         0.19097E+02    0.14580E+02    1
   74  103        87   90       -0.81520            1.52127        1.42924         0.13968E+02    0.13064E+02    1
   72  105        87   90       -0.42380            1.46942        1.41071         0.10394E+02    0.10394E+02    0
   78  100        88   90       -1.44973            1.54898        1.38958         0.16435E+02    0.13350E+02    1
   88   91        89   90       -1.78582           15.04896       14.61264         0.89819E+02    0.60698E+02    1
   86   93        89   90        4.46476            3.16181        3.74983         0.41377E+02    0.26176E+02    1
   84   95        89   90        0.22313            1.95954        1.97418         0.29970E+02    0.29970E+02    0
   44   91        65   70       -0.33133            1.54826        1.49246         0.90261E+01    0.90261E+01    0
   42   93        65   70       -0.28096            1.54484        1.48903         0.76357E+01    0.76357E+01    0
   40   95        65   70       -0.23456            1.55106        1.49677         0.65829E+01    0.65829E+01    0
   38   96        64   70       -0.31875            1.51041        1.44255         0.69343E+01    0.69343E+01    0
   36   98        64   70       -0.26768            1.52398        1.45871         0.61147E+01    0.61147E+01    0
   34  100        64   70       -0.29841            1.54492        1.46280         0.54640E+01    0.54640E+01    0
   50   86        66   70       -0.82689            1.51058        1.41016         0.12021E+02    0.12021E+02    0
   48   88        66   70       -0.45426            1.48310        1.41411         0.95371E+01    0.95371E+01    0
   46   90        66   70       -0.33001            1.48053        1.41962         0.78545E+01    0.78545E+01    0
   56   81        67   70       -1.08359            1.71453        1.60645         0.21263E+02    0.16643E+02    1
   54   83        67   70       -1.03985            1.64283        1.52351         0.15084E+02    0.13791E+02    1
   52   85        67   70       -0.73692            1.55917        1.45840         0.11029E+02    0.11029E+02    0
   62   76        68   70       -0.84370            2.06371        2.00838         0.31937E+02    0.31040E+02    1
   58   80        68   70       -1.01036            1.64372        1.54113         0.17440E+02    0.15678E+02    1
   68   71        69   70       -1.19583           14.37939       14.18722         0.88879E+02    0.88879E+02    0
   64   75        69   70        0.84331            2.33204        2.39593         0.31201E+02    0.31201E+02    0
   76   80        56  100       -0.15087            1.44804        1.41988         0.76821E+01    0.76821E+01    0
   80  116        96  100       -0.26949            1.34575        1.31231         0.10709E+02    0.10709E+02    0
   78  118        96  100       -0.27473            1.31516        1.27312         0.84571E+01    0.84571E+01    0
   76  120        96  100       -0.46163            1.31036        1.22617         0.69517E+01    0.69517E+01    0
   86  111        97  100       -0.96159            1.42854        1.35162         0.17716E+02    0.17373E+02    1
   84  113        97  100       -0.55927            1.37661        1.31703         0.12640E+02    0.12640E+02    0
   82  115        97  100       -0.36992            1.38713        1.33580         0.98119E+01    0.98119E+01    0
   92  106        98  100       -0.88400            1.84728        1.78474         0.31130E+02    0.25669E+02    1
   90  108        98  100       -1.27449            1.65812        1.55310         0.26390E+02    0.19477E+02    1
   88  110        98  100       -0.74836            1.51514        1.44623         0.16076E+02    0.16076E+02    0
   98  101        99  100       -0.94069           13.10776       12.93427         0.86996E+02    0.70603E+02    1
   96  103        99  100        1.16835            3.87090        3.97663         0.43358E+02    0.43358E+02    0
   94  105        99  100        0.51207            2.06515        2.10031         0.30336E+02    0.30336E+02    0
   55  113        81   87       -0.06471            1.31789        1.30387         0.60504E+01    0.60504E+01    0
   53  115        81   87       -0.06109            1.31770        1.30256         0.52870E+01    0.52870E+01    0
   51  117        81   87       -0.07432            1.31056        1.28971         0.46351E+01    0.46351E+01    0
   61  108        82   87       -0.34098            1.32596        1.26874         0.77301E+01    0.77301E+01    0
   59  110        82   87       -0.24691            1.31574        1.26672         0.65033E+01    0.65033E+01    0
   67  103        83   87       -0.99754            1.45048        1.33039         0.11543E+02    0.11543E+02    0
   65  105        83   87       -0.58906            1.38278        1.29415         0.88920E+01    0.88920E+01    0
   63  107        83   87       -0.35642            1.35026        1.28472         0.71634E+01    0.71634E+01    0
   71  100        84   87       -1.24294            1.48676        1.34380         0.13651E+02    0.12295E+02    1
   69  102        84   87       -1.07583            1.50727        1.36260         0.10662E+02    0.10662E+02    0
   79   93        85   87       -1.94727            1.73500        1.58930         0.30682E+02    0.22201E+02    1
   77   95        85   87       -2.19660            1.58763        1.38836         0.25268E+02    0.16378E+02    1
   75   97        85   87       -1.91341            1.61370        1.38357         0.17122E+02    0.12436E+02    1
   85   88        86   87       -1.63967           14.27873       13.95345         0.88734E+02    0.71153E+02    1
   83   90        86   87        3.54362            3.39644        3.80177         0.42067E+02    0.31432E+02    1
   81   92        86   87       -0.06488            1.95459        1.95036         0.29953E+02    0.29953E+02    0
  113  116       114  115       -3.14276           14.27677       13.59899         0.88732E+02    0.64616E+02    1
  111  118       114  115        3.40278            4.27000        4.91206         0.44354E+02    0.24292E+02    1
  109  120       114  115        1.74160            2.40966        2.55701         0.31438E+02    0.29343E+02    1
   95  120       106  109       -1.80467            1.85622        1.65544         0.23020E+02    0.15765E+02    1
  101  115       107  109        0.68068            2.08708        2.13192         0.32021E+02    0.32021E+02    0
   99  117       107  109       -0.51724            1.83419        1.80016         0.27616E+02    0.27616E+02    0
   97  119       107  109       -1.77816            1.75978        1.56567         0.18672E+02    0.15214E+02    1
  105  112       108  109       -0.86590            4.83822        4.74732         0.45654E+02    0.45654E+02    0
  103  114       108  109        1.56341            2.58916        2.71895         0.31965E+02    0.31965E+02    0
  100  102        92  110       -1.00187            1.59597        1.52501         0.25401E+02    0.22027E+02    1
  100  118       108  110       -1.35345            1.99470        1.87963         0.28157E+02    0.22777E+02    1
   98  120       108  110       -1.72878            1.83587        1.63435         0.19479E+02    0.14868E+02    1
  106  113       109  110        0.98960            4.75042        4.85496         0.45461E+02    0.45461E+02    0
  104  115       109  110        0.31002            2.92318        2.95088         0.32874E+02    0.32874E+02    0
   40   98        66   72       -0.07915            1.54767        1.53052         0.71054E+01    0.71054E+01    0
   38  100        66   72       -0.17257            1.57449        1.53206         0.63173E+01    0.63173E+01    0
   36  102        66   72       -0.09985            1.58017        1.55219         0.55887E+01    0.55887E+01    0
   46   93        67   72       -0.19513            1.53727        1.50416         0.89620E+01    0.89620E+01    0
   44   95        67   72       -0.20234            1.55826        1.51786         0.77020E+01    0.77020E+01    0
   42   97        67   72       -0.09709            1.56475        1.54204         0.66410E+01    0.66410E+01    0
   52   88        68   72       -0.47154            1.58053        1.52237         0.12577E+02    0.12577E+02    0
   50   90        68   72       -0.34256            1.55445        1.50208         0.99959E+01    0.99959E+01    0
   48   92        68   72        0.00448            1.49675        1.49760         0.79405E+01    0.79405E+01    0
   58   83        69   72       -1.08536            1.76851        1.65778         0.21933E+02    0.16786E+02    1
   56   85        69   72       -0.77137            1.71846        1.62953         0.15779E+02    0.14517E+02    1
   54   87        69   72       -0.71157            1.68515        1.58750         0.11920E+02    0.11920E+02    0
   64   78        70   72       -0.60388            2.45976        2.40744         0.33261E+02    0.28087E+02    1
   62   80        70   72       -1.05730            2.06149        1.95915         0.28372E+02    0.20765E+02    1
   60   82        70   72       -0.78141            1.88552        1.79751         0.20006E+02    0.16347E+02    1
   70   73        71   72       -2.42091           17.34026       16.71322         0.92811E+02    0.65731E+02    1
   66   77        71   72        1.45484            3.44227        3.59212         0.34141E+02    0.34141E+02    0
   50  108        76   82       -0.06862            1.37554        1.36067         0.63151E+01    0.63151E+01    0
   48  110        76   82        0.06564            1.35314        1.36960         0.54292E+01    0.54292E+01    0
   46  112        76   82        0.05434            1.36150        1.37695         0.48153E+01    0.48153E+01    0
   56  103        77   82       -0.35438            1.53138        1.47178         0.89277E+01    0.89277E+01    0
   54  105        77   82       -0.23019            1.49833        1.45248         0.74058E+01    0.74058E+01    0
   52  107        77   82       -0.14687            1.45393        1.41973         0.61707E+01    0.61707E+01    0
   62   98        78   82       -1.12127            1.51778        1.38321         0.12078E+02    0.12078E+02    0
   60  100        78   82       -0.78699            1.50364        1.38611         0.96692E+01    0.96692E+01    0
   58  102        78   82       -0.56512            1.51924        1.41637         0.80598E+01    0.80598E+01    0
   68   93        79   82       -1.03411            1.60126        1.50095         0.19858E+02    0.15986E+02    1
   66   95        79   82       -0.89850            1.54510        1.44888         0.14187E+02    0.13975E+02    1
   64   97        79   82       -0.73197            1.52440        1.42436         0.10783E+02    0.10783E+02    0
   72   90        80   82       -0.22148            1.58912        1.57363         0.25292E+02    0.22612E+02    1
   70   92        80   82       -0.60628            1.46114        1.40511         0.15503E+02    0.15503E+02    0
   80   83        81   82       -3.29169           22.62556       21.32889         0.98700E+02    0.55775E+02    1
   76   87        81   82        2.92144            2.31203        2.53944         0.31139E+02    0.31139E+02    0
  117  120       118  119       -1.79596           15.07523       14.74569         0.89855E+02    0.81258E+02    1
   91  116       102  105       -0.70610            1.88889        1.82833         0.23425E+02    0.21669E+02    1
